trade_id,price,side,pos_side,type,qty,pnl,fee_paid,long_pos_size,long_pos_price,shrt_pos_size,shrt_pos_price,liq_diff,pnl_plus_fees_cumsum,loss_cumsum,profit_cumsum,fee_paid_cumsum,actual_balance,apparent_balance,liq_price,timestamp,progress,gain,n_days,average_daily_gain,hours_since_long_pos_change,hours_since_shrt_pos_change,hours_since_pos_change_max
4152,273.36,sel,long,close,-0.021,0.005670000000000812,-0.0010333008,0.0,,-0.021,269.29,288.6583359491278,0.03877932240000177,0.0,0.06237000000000178,-0.023590677600000002,20.038779322399996,16.091139795887198,1216.2202651898133,1613735592786,0.001531720108400924,1.0019389661200002,0.04430533564814815,1.0446912032176576,0.0,0.6361738888888889,0.6361738888888889
4157,273.4,buy,long,entry,0.021,0.0,-0.001033452,0.021,273.4,-0.021,269.29,3.448664052049502,0.037745870400001776,0.0,0.06237000000000178,-0.024624129600000003,20.037745870399995,16.0903099339312,79172.36456507974,1613735594295,0.0015335646653715418,1.00188729352,0.04432280092592593,1.0434583322098876,0.0,0.6365930555555556,0.6365930555555556
4180,273.67,sel,long,close,-0.021,0.005670000000000812,-0.0010344726000000002,0.0,,-0.021,269.29,288.2880903430274,0.042381397800002586,0.0,0.06804000000000258,-0.025658602200000002,20.042381397799996,16.094032262433398,1216.3907695635708,1613735600020,0.001542049627436383,1.0021190698900002,0.0443890625,1.0488434174941914,0.0,0.6381833333333333,0.6381833333333333
4196,273.58,buy,long,entry,0.021,0.0,-0.0010341324000000002,0.021,273.58,-0.021,269.29,3.446360235272767,0.04134726540000259,0.0,0.06804000000000258,-0.026692734600000004,20.041347265399995,16.0932018541162,79171.65581507974,1613735602034,0.0015479522097423596,1.0020673632700001,0.044412372685185185,1.0475993501177003,0.0,0.6387427777777778,0.6387427777777778
4289,273.85,sel,long,close,-0.021,0.005670000000000812,-0.0010351530000000002,0.0,,-0.021,269.29,288.09536191878965,0.0459821124000034,0.0,0.0737100000000034,-0.027727887600000004,20.045982112399997,16.0969236362572,1216.5612095238093,1613735697316,0.0015822609693958486,1.0022991056200001,0.04551517361111111,1.0517495020443122,0.0,0.66521,0.66521
4304,273.94,buy,long,entry,0.021,0.0,-0.0010354932,0.021,273.94,-0.021,269.29,3.444059212872363,0.044946619200003396,0.0,0.0737100000000034,-0.028763380800000005,20.044946619199997,16.0960921352176,79155.93896507975,1613735700008,0.0015877946403077016,1.0022473309600002,0.045546331018518516,1.050521056979942,0.0,0.6659577777777778,0.6659577777777778
6604,274.21,sel,long,close,-0.021,0.005669999999999618,-0.0010365138,0.0,,-0.021,269.29,287.63746705469566,0.049580105400003016,0.0,0.07938000000000302,-0.029799894600000005,20.049580105399997,16.0998128246362,1216.7315206570102,1613738184487,0.0024362908467918357,1.0024790052700001,0.074301875,1.033884099159706,0.0,1.3560908333333332,1.3560908333333332
6665,274.56,buy,long,entry,0.021,0.0,-0.0010378368000000002,0.021,274.56,-0.021,269.29,3.432053038491277,0.04854226860000302,0.0,0.07938000000000302,-0.030837731400000006,20.0485422686,16.0989794416858,79118.54074841308,1613738185866,0.0024587944418333714,1.00242711343,0.07431783564814815,1.0331568212946103,0.0,1.356473888888889,1.356473888888889
9740,269.02,buy,shrt,close,0.021,0.005670000000000812,-0.0010168956,0.021,274.56,-0.0,,293.1100358663733,0.053195373000003834,0.0,0.08505000000000383,-0.031854627,20.053195372999998,16.102715884519,0.0,1613740356953,0.0035931969787632466,1.0026597686500003,0.0994461574074074,1.0270702280224406,0.6030797222222222,0.0,0.6030797222222222
9798,268.89,sel,shrt,entry,-0.022,0.0,-0.0010648044,0.021,274.56,-0.022,268.89,1.0,0.05213056860000383,0.0,0.08505000000000383,-0.032919431400000004,20.0521305686,16.1018608465858,16058.78423577108,1613740360000,0.0036145938396224117,1.00260652843,0.0994814236111111,1.0265124330729922,0.6039261111111112,0.0008463888888888889,0.6039261111111112
9835,268.62,buy,shrt,close,0.022,0.005939999999999599,-0.0010637352,0.021,274.56,-0.0,,58.78921119837329,0.05700683340000343,0.0,0.09099000000000343,-0.0339831666,20.0570068334,16.1057764872202,0.0,1613740370683,0.003628243561204983,1.00285034167,0.09960506944444444,1.02898792877845,0.6068936111111111,0.0,0.6068936111111111
9839,268.92,sel,shrt,entry,-0.022,0.0,-0.0010649232,0.021,274.56,-0.022,268.92,1.0,0.055941910200003435,0.0,0.09099000000000343,-0.0350480898,20.055941910199998,16.1049213538906,16062.338561367265,1613740373577,0.003629719206781477,1.0027970955100003,0.09963856481481481,1.0284298597477501,0.6076975,0.0008038888888888889,0.6076975
9921,268.65,buy,shrt,close,0.022,0.00594000000000085,-0.001063854,0.021,274.56,-0.0,,58.800218024449975,0.060818056200004286,0.0,0.09693000000000428,-0.036111943800000004,20.0608180562,16.1088368991286,0.0,1613740420891,0.003659969941099607,1.0030409028100002,0.10018618055555556,1.0307703769185954,0.6208402777777777,0.0,0.6208402777777777
9933,268.79,sel,shrt,entry,-0.022,0.0,-0.0010644084000000001,0.021,274.56,-0.022,268.79,1.0,0.059753647800004285,0.0,0.09693000000000428,-0.037176352200000005,20.059753647799997,16.1079821791834,16063.095109538965,1613740422734,0.0036643968778290893,1.0029876823900001,0.10020751157407408,1.0302180760229078,0.6213522222222222,0.0005119444444444444,0.6213522222222222
9978,268.52,buy,shrt,close,0.022,0.00594000000000085,-0.0010633392,0.021,274.56,-0.0,,58.82976426377743,0.06463030860000514,0.0,0.10287000000000512,-0.038239691400000005,20.064630308599998,16.1118981378058,0.0,1613740451716,0.0036809978905646486,1.0032315154300002,0.10054295138888888,1.0326092241148281,0.6294027777777778,0.0,0.6294027777777778
10022,268.08,sel,shrt,entry,-0.022,0.0,-0.0010615968,0.021,274.56,-0.022,268.08,1.0,0.06356871180000515,0.0,0.10287000000000512,-0.039301288200000006,20.0635687118,16.1110456755754,16053.711217647075,1613740453113,0.003697229991906084,1.0031784355900002,0.10055912037037038,1.0320607235427803,0.6297908333333333,0.00038805555555555555,0.6297908333333333
10067,267.81,buy,shrt,close,0.022,0.005939999999999599,-0.0010605276000000001,0.021,274.56,-0.0,,58.94664382989946,0.06844818420000474,0.0,0.10881000000000472,-0.040361815800000006,20.068448184199998,16.1149638919126,0.0,1613740460032,0.0037138310046416433,1.0034224092100001,0.10063920138888889,1.0345314931846747,0.6317127777777778,0.0,0.6317127777777778
10115,267.93,sel,shrt,entry,-0.022,0.0,-0.0010610028,0.021,274.56,-0.022,267.93,1.0,0.06738718140000474,0.0,0.10881000000000472,-0.04142281860000001,20.067387181399997,16.1141119066642,16054.123355643893,1613740461391,0.0037315387515595728,1.0033693590700001,0.10065493055555555,1.0339827464190305,0.6320902777777778,0.0003775,0.6320902777777778
10136,267.67,buy,shrt,close,0.022,0.0057199999999998,-0.0010599732000000001,0.021,274.56,-0.0,,58.98177977075993,0.07204720820000454,0.0,0.11453000000000452,-0.04248279180000001,20.072047208199997,16.1178539081846,0.0,1613740464015,0.003739285890836167,1.0036023604100002,0.10068530092592592,1.0363595351392971,0.6328191666666667,0.0,0.6328191666666667
10140,267.81,sel,shrt,entry,-0.022,0.0,-0.0010605276000000001,0.021,274.56,-0.022,267.81,1.0,0.07098668060000454,0.0,0.11453000000000452,-0.04354331940000001,20.070986680599997,16.117002304521797,16054.88607360892,1613740465241,0.0037407615364126613,1.0035493340300001,0.10069949074074074,1.0358106828219,0.6331597222222223,0.00034055555555555553,0.6331597222222223
12035,267.55,buy,shrt,close,0.022,0.0057199999999998,-0.001059498,0.021,274.56,-0.0,,59.009292343608124,0.07564718260000435,0.0,0.12025000000000431,-0.04460281740000001,20.075647182599997,16.1207446876278,0.0,1613742317542,0.004439848628276764,1.0037823591300001,0.12213815972222222,1.031392112632023,1.1476877777777779,0.0,1.1476877777777779
12050,267.6,sel,shrt,entry,-0.022,0.0,-0.0010596960000000002,0.021,274.56,-0.022,267.6,1.0,0.07458748660000435,0.0,0.12025000000000431,-0.04566251340000001,20.0745874866,16.1198937517398,16054.07590349763,1613742321062,0.004445382299188616,1.0037293743300002,0.12217890046296297,1.0309359774073963,1.1486655555555556,0.0009777777777777777,1.1486655555555556
12166,267.34,buy,shrt,close,0.022,0.00572000000000105,-0.0010586664,0.021,274.56,-0.0,,59.05340180113579,0.0792488202000054,0.0,0.12597000000000536,-0.046721179800000005,20.0792488202,16.123636802620602,0.0,1613742380123,0.004488176020906946,1.00396244101,0.12286247685185185,1.0327109123996454,1.1650713888888888,0.0,1.1650713888888888
12170,267.76,sel,shrt,entry,-0.022,0.0,-0.0010603295999999998,0.021,274.56,-0.022,267.76,1.0,0.0781884906000054,0.0,0.12597000000000536,-0.047781509400000005,20.0781884906,16.1227853579518,16059.736479014322,1613742381471,0.00448965166648344,1.0039094245300002,0.12287807870370371,1.0322629666387062,1.1654458333333333,0.00037444444444444444,1.1654458333333333
12556,267.5,buy,shrt,close,0.022,0.0057199999999998,-0.0010593,0.021,274.56,-0.0,,59.04088709067714,0.0828491906000052,0.0,0.13169000000000516,-0.048840809400000004,20.082849190599998,16.126527900051798,0.0,1613742851097,0.004632051464615126,1.0041424595300001,0.12831356481481482,1.0327417875191276,1.2958975,0.0,1.2958975
12583,267.43,sel,shrt,entry,-0.022,0.0,-0.0010590228,0.021,274.56,-0.022,267.43,1.0,0.0817901678000052,0.0,0.13169000000000516,-0.04989983220000001,20.081790167799998,16.1256775047434,16056.828432273467,1613742868340,0.004642012072256461,1.0040895083900003,0.12851313657407407,1.0322664525051306,1.3006872222222223,0.004789722222222222,1.3006872222222223
12637,267.17,buy,shrt,close,0.022,0.0057199999999998,-0.0010579932000000002,0.021,274.56,-0.0,,59.101918072591204,0.086452174600005,0.0,0.13741000000000497,-0.05095782540000001,20.086452174599998,16.1294210962038,0.0,1613742903083,0.004661933287539132,1.0043226087300003,0.12891525462962963,1.03402438680502,1.3103380555555555,0.0,1.3103380555555555
12687,267.07,sel,shrt,entry,-0.022,0.0,-0.0010575971999999998,0.021,274.56,-0.022,267.07,1.0,0.085394577400005,0.0,0.13741000000000497,-0.052015422600000014,20.0853945774,16.1285718456522,16053.39791526234,1613742905515,0.004680378857245309,1.0042697288700002,0.12894340277777777,1.033594682943435,1.311013611111111,0.0006755555555555555,1.311013611111111
13823,266.81,buy,shrt,close,0.022,0.0057199999999998,-0.0010565676,0.021,274.56,-0.0,,59.17015710368193,0.0900580098000048,0.0,0.14313000000000478,-0.053071990200000016,20.0900580098,16.1323165818694,0.0,1613743997530,0.005099462200969647,1.0045029004900001,0.1415824652777778,1.0322415420133726,1.614351111111111,0.0,1.614351111111111
13884,266.72,sel,shrt,entry,-0.022,0.0,-0.0010562112000000001,0.021,274.56,-0.022,266.72,1.0,0.0890017986000048,0.0,0.14313000000000478,-0.05412820140000001,20.0890017986,16.1314684442758,16050.144513990477,1613743998655,0.005121965796011182,1.0044500899300002,0.1415954861111111,1.03185532498549,1.614663611111111,0.0003125,1.614663611111111
14021,266.46,buy,shrt,close,0.022,0.00572000000000105,-0.0010551815999999999,0.021,274.56,-0.0,,59.23698447735214,0.09366661700000585,0.0,0.14885000000000584,-0.055183383000000016,20.093666617,16.135214293451,0.0,1613744109710,0.005172506657006107,1.0046833308500003,0.1428808449074074,1.0332419274601692,1.6455122222222223,0.0,1.6455122222222223
14046,266.36,sel,shrt,entry,-0.022,0.0,-0.0010547856000000001,0.021,274.56,-0.022,266.36,1.0,0.09261183140000585,0.0,0.14885000000000584,-0.05623816860000001,20.0926118314,16.1343673006142,16046.718466931652,1613744110572,0.0051817294418591954,1.0046305915700002,0.14289082175925927,1.0328600494806401,1.6457516666666667,0.00023944444444444444,1.6457516666666667
14146,266.1,buy,shrt,close,0.022,0.0057199999999998,-0.001053756,0.021,274.56,-0.0,,59.305605122070176,0.09727807540000566,0.0,0.15457000000000565,-0.057291924600000016,20.0972780754,16.1381142945462,0.0,1613744131953,0.005218620581271549,1.0048639037700002,0.14313828703703704,1.0344791679730534,1.6516908333333333,0.0,1.6516908333333333
14161,266.07,sel,shrt,entry,-0.022,0.0,-0.0010536372,0.021,274.56,-0.022,266.07,1.0,0.09622443820000566,0.0,0.15457000000000565,-0.058345561800000015,20.0962244382,16.1372682238746,16044.51863131957,1613744133125,0.005224154252183402,1.0048112219100003,0.14315185185185186,1.034097045867629,1.6520163888888888,0.00032555555555555555,1.6520163888888888
14266,265.81,buy,shrt,close,0.022,0.0057199999999998,-0.0010526076,0.021,274.56,-0.0,,59.36312502377566,0.10089183060000546,0.0,0.16029000000000546,-0.05939816940000001,20.1008918306,16.1410161399718,0.0,1613744173467,0.005262889948566374,1.0050445915300004,0.14361877314814814,1.0356575893853186,1.6632225,0.0,1.6632225
14299,265.6,sel,shrt,entry,-0.022,0.0,-0.0010517760000000001,0.021,274.56,-0.022,265.6,1.0,0.09984005460000546,0.0,0.16029000000000546,-0.06044994540000001,20.099840054599998,16.1401715638438,16039.173334340237,1613744177828,0.00527506402457245,1.0049920027300003,0.1436692476851852,1.0352677146757565,1.664433888888889,0.0012113888888888888,1.664433888888889
14466,265.34,buy,shrt,close,0.022,0.00572000000000105,-0.0010507463999999999,0.021,274.56,-0.0,,59.44990515335709,0.1045093082000065,0.0,0.1660100000000065,-0.06150069180000001,20.104509308199997,16.143920974484598,0.0,1613744283164,0.0053366722273910806,1.0052254654100004,0.14488841435185185,1.0366263483280471,1.6936938888888888,0.0,1.6936938888888888
14474,265.57,sel,shrt,entry,-0.022,0.0,-0.0010516572,0.021,274.56,-0.022,265.57,1.0,0.1034576510000065,0.0,0.1660100000000065,-0.06255234900000001,20.103457650999996,16.143076493752996,16041.524364864881,1613744285762,0.005339623518544069,1.0051728825500004,0.1449184837962963,1.0362444928999635,1.6944155555555556,0.0007216666666666667,1.6944155555555556
14527,265.31,buy,shrt,close,0.022,0.0057199999999998,-0.0010506276,0.021,274.56,-0.0,,59.465602581473355,0.10812702340000631,0.0,0.17173000000000632,-0.06360297660000001,20.108127023399994,16.146825999790195,0.0,1613744352480,0.005359175822432617,1.0054063511700002,0.14569068287037037,1.037701810477048,1.7129483333333333,0.0,1.7129483333333333
14531,265.48,sel,shrt,entry,-0.022,0.0,-0.0010513008,0.021,274.56,-0.022,265.48,1.0,0.1070757226000063,0.0,0.17173000000000632,-0.06465427740000002,20.107075722599994,16.145981805247796,16042.826488553274,1613744360576,0.005360651468009111,1.0053537861300001,0.14578438657407408,1.0373050433295607,1.7151972222222223,0.002248888888888889,1.7151972222222223
14574,265.22,buy,shrt,close,0.022,0.0057199999999998,-0.0010502712000000003,0.021,274.56,-0.0,,59.49103159214689,0.11174545140000611,0.0,0.17745000000000613,-0.06570454860000001,20.111745451399994,16.149731597474197,0.0,1613744399374,0.005376514657956423,1.0055872725700001,0.1462334375,1.0388367287078417,1.7259744444444445,0.0,1.7259744444444445
14576,265.31,sel,shrt,entry,-0.022,0.0,-0.0010506276,0.021,274.56,-0.022,265.31,1.0,0.1106948238000061,0.0,0.17745000000000613,-0.06675517620000002,20.110694823799992,16.148887943511394,16042.730384578708,1613744402055,0.00537725248074467,1.0055347411900004,0.1462644675925926,1.0384573624082953,1.7267191666666666,0.0007447222222222222,1.7267191666666666
15405,265.05,buy,shrt,close,0.022,0.0057199999999998,-0.0010495980000000001,0.021,274.56,-0.0,,59.52946870124776,0.1153652258000059,0.0,0.18317000000000594,-0.06780477420000001,20.11536522579999,16.152638276317393,0.0,1613745497623,0.005683080026473082,1.0057682612900003,0.15894465277777778,1.0368494480252948,2.031043611111111,0.0,2.031043611111111
15418,265.19,sel,shrt,entry,-0.022,0.0,-0.0010501524,0.021,274.56,-0.022,265.19,1.0,0.11431507340000589,0.0,0.18317000000000594,-0.06885492660000002,20.11431507339999,16.151795003940194,16043.509597297309,1613745500739,0.005687875874596688,1.0057157536700003,0.15898071759259258,1.0365005032274301,2.031909166666667,0.0008655555555555556,2.031909166666667
15436,264.93,buy,shrt,close,0.022,0.0057199999999998,-0.0010491228,0.021,274.56,-0.0,,59.559827862363385,0.11898595060000569,0.0,0.18889000000000575,-0.06990404940000002,20.11898595059999,16.15554571833179,0.0,1613745504045,0.005694516279690911,1.0059492975300004,0.15901898148148147,1.0380060878096364,2.0328275,0.0,2.0328275
15486,264.86,sel,shrt,entry,-0.022,0.0,-0.0010488456,0.021,274.56,-0.022,264.86,1.0,0.11793710500000569,0.0,0.18889000000000575,-0.07095289500000002,20.11793710499999,16.15470349531499,16040.617730524651,1613745505399,0.005712961849397088,1.0058968552500003,0.15903465277777779,1.037662058430811,2.033203611111111,0.00037611111111111113,2.033203611111111
15523,264.6,buy,shrt,close,0.022,0.0057199999999998,-0.001047816,0.021,274.56,-0.0,,59.62672057799022,0.12260928900000549,0.0,0.19461000000000556,-0.07200071100000002,20.12260928899999,16.158455259066994,0.0,1613745519485,0.005726611570979659,1.0061304644500004,0.15919768518518518,1.0391373992122626,2.037116388888889,0.0,2.037116388888889
15530,265.02,sel,shrt,entry,-0.022,0.0,-0.0010494792,0.021,274.56,-0.022,265.02,1.0,0.1215598098000055,0.0,0.19461000000000556,-0.07305019020000002,20.12155980979999,16.157612527269393,16046.29555627982,1613745521716,0.005729193950738524,1.0060779904900001,0.15922350694444445,1.0387906053931648,2.037736111111111,0.0006197222222222222,2.037736111111111
15544,264.76,buy,shrt,close,0.022,0.0057199999999998,-0.0010484496,0.021,274.56,-0.0,,59.62297614673701,0.1262313602000053,0.0,0.20033000000000536,-0.07409863980000002,20.12623136019999,16.161363782240596,0.0,1613745527828,0.005734358710256253,1.0063115680100003,0.1592942476851852,1.0402879564863334,2.039433888888889,0.0,2.039433888888889
15573,264.57,sel,shrt,entry,-0.022,0.0,-0.0010476972,0.021,274.56,-0.022,264.57,1.0,0.1251836630000053,0.0,0.20033000000000536,-0.07514633700000002,20.12518366299999,16.160522481388995,16041.306568362494,1613745531450,0.005745057140685836,1.0062591831500003,0.15933616898148148,1.0399373265264527,2.04044,0.001006111111111111,2.04044
15767,264.31,buy,shrt,close,0.022,0.0057199999999998,-0.0010466676,0.021,274.56,-0.0,,59.69355493137531,0.12985699540000512,0.0,0.20605000000000517,-0.07619300460000002,20.12985699539999,16.164275167306194,0.0,1613745632162,0.005816625951145802,1.0064928497700003,0.16050181712962963,1.0411466681704056,2.0684155555555557,0.0,2.0684155555555557
15775,264.23,sel,shrt,entry,-0.022,0.0,-0.0010463508,0.021,274.56,-0.022,264.23,1.0,0.1288106446000051,0.0,0.20605000000000517,-0.07723935540000001,20.12881064459999,16.163434947613794,16038.243755643889,1613745633814,0.00581957724229879,1.0064405322300003,0.1605209375,1.04080456988419,2.0688744444444445,0.0004588888888888889,2.0688744444444445
16284,263.97,buy,shrt,close,0.022,0.0057199999999998,-0.0010453212,0.021,274.56,-0.0,,59.760129397044594,0.1334853234000049,0.0,0.21177000000000498,-0.07828467660000002,20.13348532339999,16.167188714690194,0.0,1613746074111,0.0060073531419076705,1.0066742661700003,0.1656169675925926,1.0409830649678868,2.1911791666666667,0.0,2.1911791666666667
16290,263.93,sel,shrt,entry,-0.022,0.0,-0.0010451628,0.021,274.56,-0.022,263.93,1.0,0.1324401606000049,0.0,0.21177000000000498,-0.07932983940000002,20.13244016059999,16.166349448961792,16035.882480604143,1613746075617,0.006009566610272412,1.0066220080300003,0.16563439814814815,1.0406524532565764,2.1915975,0.00041833333333333333,2.1915975
16586,263.86,buy,long,reentry,0.062,0.0,-0.0029446776000000003,0.083,266.56722891566267,-0.022,263.93,59.776511201834914,0.1294954830000049,0.0,0.21177000000000498,-0.08227451700000002,20.129495482999992,16.163984872848996,0.0,1613746364273,0.006118764382932978,1.0064747741500004,0.16897532407407406,1.0389331309802738,0.0,0.08060055555555555,0.08060055555555555
