+--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
|                                                                                            long                                                                                            |
+--------------+---------------+-------------+--------------+---------------+--------------+-------------+----------------+------------------------+--------------+---------+----------------+
| symbol       | adg_w_per_exp | adg_per_exp | exp_rts_mean | hrs_stuck_max | pa_dist_mean | pa_dist_std | loss_profit_rt | eqbal_rt_10_worst_mean | eqbal_rt_std | n_days  | score          |
+--------------+---------------+-------------+--------------+---------------+--------------+-------------+----------------+------------------------+--------------+---------+----------------+
| DOGEUSDT     | 0.00109       | 0.002442    | 0.07496      | 43.67         | 0.01101      | 0.01461     | 0.06847        | 0.7509                 | 0.01057      | 1066.62 | -240179.25109  |
| RNDRUSDT     | 0.001915      | 0.002166    | 0.05535      | 52.3          | 0.01429      | 0.01176     | 0.005234       | 0.9456                 | 0.005501     | 128.89  | -240179.251915 |
| LRCUSDT      | 0.000871      | 0.002074    | 0.07365      | 83.73         | 0.01607      | 0.01891     | 0.05697        | 0.7495                 | 0.01187      | 966.7   | -240179.250871 |
| COTIUSDT     | 0.001178      | 0.00196     | 0.07247      | 28.0          | 0.0113       | 0.01771     | 0.05675        | 0.7713                 | 0.01294      | 823.71  | -240179.251178 |
| CFXUSDT      | 0.002285      | 0.001898    | 0.05225      | 63.9          | 0.01626      | 0.01288     | 0.02099        | 0.9683                 | 0.003412     | 111.39  | -240179.252285 |
| NKNUSDT      | 0.001335      | 0.001863    | 0.07484      | 53.62         | 0.01393      | 0.01801     | 0.01672        | 0.75                   | 0.01213      | 794.71  | -240179.251335 |
| CTKUSDT      | 0.0008901     | 0.001839    | 0.07498      | 43.53         | 0.0115       | 0.01344     | 0.01847        | 0.8383                 | 0.007629     | 934.71  | -240179.25089  |
| CELRUSDT     | 0.001369      | 0.001835    | 0.075        | 40.62         | 0.01358      | 0.01497     | 0.01534        | 0.8264                 | 0.009408     | 804.71  | -240179.251369 |
| DENTUSDT     | 0.0008414     | 0.001778    | 0.06233      | 55.12         | 0.01089      | 0.0186      | 0.04122        | 0.7645                 | 0.01136      | 809.83  | -240179.250841 |
| GRTUSDT      | 0.001137      | 0.001773    | 0.07498      | 27.92         | 0.01535      | 0.0169      | 0.08524        | 0.7818                 | 0.01214      | 904.71  | -240179.251137 |
| ALGOUSDT     | 0.000771      | 0.001744    | 0.075        | 43.0          | 0.0129       | 0.01345     | 0.06203        | 0.8083                 | 0.008705     | 1090.62 | -240179.250771 |
| AVAXUSDT     | 0.000855      | 0.001718    | 0.07498      | 51.95         | 0.01107      | 0.01951     | 0.06142        | 0.7565                 | 0.01334      | 991.71  | -240179.250855 |
| OMGUSDT      | 0.001236      | 0.001701    | 0.07496      | 61.83         | 0.01449      | 0.01756     | 0.04576        | 0.7752                 | 0.01157      | 1075.62 | -240179.251236 |
| IMXUSDT      | 0.001078      | 0.001658    | 0.06817      | 42.23         | 0.008491     | 0.009328    | 0.008141       | 0.9276                 | 0.005807     | 485.85  | -240179.251078 |
| SOLUSDT      | 0.0008541     | 0.001654    | 0.04917      | 60.87         | 0.01546      | 0.0186      | 0.08403        | 0.7283                 | 0.01084      | 1000.71 | -240179.250854 |
| STXUSDT      | 0.001555      | 0.001609    | 0.07139      | 39.0          | 0.01261      | 0.01187     | 0.006353       | 0.9229                 | 0.007596     | 111.39  | -240179.251555 |
| DGBUSDT      | 0.0008686     | 0.001601    | 0.0747       | 55.62         | 0.01379      | 0.01743     | 0.0218         | 0.7944                 | 0.01134      | 781.85  | -240179.250869 |
| 1000SHIBUSDT | 0.0006398     | 0.001597    | 0.04907      | 31.93         | 0.009065     | 0.01311     | 0.04959        | 0.8812                 | 0.008924     | 762.26  | -240179.25064  |
| INJUSDT      | 0.0019        | 0.001561    | 0.07393      | 43.58         | 0.01343      | 0.01578     | 0.04901        | 0.8053                 | 0.01074      | 298.88  | -240179.2519   |
| FTMUSDT      | 0.0008488     | 0.00155     | 0.07399      | 52.92         | 0.01704      | 0.01967     | 0.02576        | 0.7999                 | 0.01306      | 990.71  | -240179.250849 |
| EDUUSDT      | 0.002466      | 0.001541    | 0.05721      | 28.85         | 0.01348      | 0.01103     | 0.001761       | 0.9806                 | 0.002879     | 42.5    | -240179.252466 |
| TOMOUSDT     | 0.001086      | 0.001532    | 0.05893      | 55.12         | 0.01391      | 0.01874     | 0.04409        | 0.8482                 | 0.01225      | 973.71  | -240179.251086 |
| CHRUSDT      | 0.0008908     | 0.001518    | 0.07473      | 51.82         | 0.01383      | 0.01614     | 0.01216        | 0.8535                 | 0.01065      | 821.71  | -240179.250891 |
| IDUSDT       | 0.002526      | 0.00151     | 0.06404      | 67.77         | 0.01116      | 0.01039     | 0.002511       | 0.9479                 | 0.005241     | 80.39   | -240179.252526 |
| UNFIUSDT     | 0.0008793     | 0.00151     | 0.07342      | 54.23         | 0.01688      | 0.01982     | 0.03858        | 0.7853                 | 0.0128       | 843.71  | -240179.250879 |
| FETUSDT      | 0.001054      | 0.00149     | 0.07404      | 57.12         | 0.009984     | 0.01443     | 0.01411        | 0.9027                 | 0.0104       | 145.89  | -240179.251054 |
| XRPUSDT      | 0.0008374     | 0.001486    | 0.07444      | 52.7          | 0.01067      | 0.01202     | 0.03417        | 0.8524                 | 0.006743     | 1253.65 | -240179.250837 |
| HBARUSDT     | 0.001012      | 0.001473    | 0.075        | 61.92         | 0.01135      | 0.01931     | 0.04441        | 0.8131                 | 0.01291      | 816.71  | -240179.251012 |
| 1000LUNCUSDT | 0.001226      | 0.001469    | 0.05946      | 49.33         | 0.0125       | 0.0109      | 0.01612        | 0.9204                 | 0.005662     | 275.46  | -240179.251226 |
| THETAUSDT    | 0.0007957     | 0.001453    | 0.07487      | 32.75         | 0.01338      | 0.01847     | 0.0783         | 0.736                  | 0.01337      | 1110.66 | -240179.250796 |
| SKLUSDT      | 0.0008869     | 0.001421    | 0.07337      | 46.4          | 0.01588      | 0.01986     | 0.04407        | 0.7918                 | 0.01341      | 915.68  | -240179.250887 |
| RUNEUSDT     | 0.0007409     | 0.001411    | 0.07302      | 60.58         | 0.01709      | 0.01919     | 0.01808        | 0.7893                 | 0.01006      | 1011.7  | -240179.250741 |
| GALUSDT      | 0.0008362     | 0.001408    | 0.06756      | 46.82         | 0.01621      | 0.01557     | 0.06778        | 0.8751                 | 0.008642     | 402.41  | -240179.250836 |
| HOOKUSDT     | 0.001295      | 0.001408    | 0.06658      | 43.17         | 0.01474      | 0.01194     | 0.02372        | 0.9466                 | 0.006127     | 139.87  | -240179.251295 |
| IOTAUSDT     | 0.0006513     | 0.001387    | 0.075        | 56.02         | 0.0161       | 0.01543     | 0.07778        | 0.8304                 | 0.009629     | 1215.66 | -240179.250651 |
| DOTUSDT      | 0.0006444     | 0.001371    | 0.0695       | 57.52         | 0.008805     | 0.01129     | 0.02836        | 0.9173                 | 0.007558     | 1023.71 | -240179.250644 |
| RDNTUSDT     | 0.002586      | 0.001354    | 0.06397      | 31.38         | 0.01267      | 0.01047     | 0.01248        | 0.97                   | 0.003514     | 68.5    | -240179.252586 |
| SNXUSDT      | 0.0008953     | 0.001347    | 0.06312      | 64.15         | 0.01327      | 0.01404     | 0.02446        | 0.8688                 | 0.008639     | 1031.7  | -240179.250895 |
| MATICUSDT    | 0.0006917     | 0.001342    | 0.05033      | 57.1          | 0.01213      | 0.01827     | 0.01116        | 0.7993                 | 0.01221      | 962.71  | -240179.250692 |
| MKRUSDT      | 0.00103       | 0.001342    | 0.07496      | 53.13         | 0.01045      | 0.01842     | 0.03063        | 0.7904                 | 0.01258      | 1032.71 | -240179.25103  |
| ARBUSDT      | 0.001401      | 0.001336    | 0.05759      | 37.92         | 0.007322     | 0.007034    | 6.703e-05      | 0.9837                 | 0.001761     | 80.37   | -240179.251401 |
| ETCUSDT      | 0.0007754     | 0.001331    | 0.07269      | 70.12         | 0.01507      | 0.01841     | 0.05644        | 0.7522                 | 0.01298      | 1242.66 | -240179.250775 |
| OPUSDT       | 0.001009      | 0.001328    | 0.05777      | 54.93         | 0.01449      | 0.01389     | 0.02061        | 0.8602                 | 0.008292     | 376.41  | -240179.251009 |
| 1INCHUSDT    | 0.0005984     | 0.001314    | 0.07487      | 67.47         | 0.01489      | 0.01852     | 0.04378        | 0.8068                 | 0.01275      | 898.58  | -240179.250598 |
| BELUSDT      | 0.0008785     | 0.001305    | 0.07488      | 40.28         | 0.01999      | 0.01942     | 0.07276        | 0.788                  | 0.01263      | 935.71  | -240179.250879 |
| XLMUSDT      | 0.0005494     | 0.001301    | 0.07393      | 52.08         | 0.01365      | 0.01321     | 0.03205        | 0.8705                 | 0.00499      | 1239.66 | -240179.250549 |
| ZENUSDT      | 0.0009112     | 0.001285    | 0.07493      | 44.23         | 0.01555      | 0.01943     | 0.04427        | 0.7713                 | 0.01227      | 929.71  | -240179.250911 |
| AMBUSDT      | 0.002954      | 0.001281    | 0.05057      | 41.05         | 0.01659      | 0.01289     | 0.0377         | 0.9756                 | 0.00296      | 73.5    | -240179.252954 |
| RLCUSDT      | 0.0009537     | 0.001278    | 0.07269      | 39.42         | 0.01585      | 0.01979     | 0.05648        | 0.7595                 | 0.01471      | 1045.71 | -240179.250954 |
| HOTUSDT      | 0.0007019     | 0.001276    | 0.07483      | 70.82         | 0.01246      | 0.01984     | 0.08817        | 0.8056                 | 0.01373      | 803.71  | -240179.250702 |
| HIGHUSDT     | 0.001228      | 0.001263    | 0.06122      | 31.4          | 0.01925      | 0.01605     | 0.03554        | 0.9357                 | 0.006264     | 124.89  | -240179.251228 |
| KNCUSDT      | 0.0008026     | 0.001259    | 0.07081      | 32.48         | 0.01544      | 0.01906     | 0.05508        | 0.824                  | 0.01241      | 1084.63 | -240179.250803 |
| LUNA2USDT    | 0.001112      | 0.001259    | 0.06383      | 28.48         | 0.01142      | 0.01429     | 0.0702         | 0.8915                 | 0.01047      | 274.87  | -240179.251112 |
| OCEANUSDT    | 0.001036      | 0.001259    | 0.07491      | 25.77         | 0.01723      | 0.01767     | 0.06353        | 0.843                  | 0.01007      | 950.71  | -240179.251036 |
