# note: symbols with little price history are not optimized on their own; instead the best config from among the symbols with more price history is chosen.

+--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
|                                                                                            long                                                                                            |
+--------------+---------------+-------------+--------------+---------------+--------------+-------------+----------------+------------------------+--------------+---------+----------------+
| symbol       | adg_w_per_exp | adg_per_exp | exp_rts_mean | hrs_stuck_max | pa_dist_mean | pa_dist_std | loss_profit_rt | eqbal_rt_10_worst_mean | eqbal_rt_std | n_days  | score          |
| TOMOUSDT     | 0.001719      | 0.001815    | 0.06966      | 35.48         | 0.01527      | 0.01767     | 0.04453        | 0.8369                 | 0.01303      | 999.71  | -480179.301719 |
| SOLUSDT      | 0.001693      | 0.002395    | 0.06939      | 53.4          | 0.01067      | 0.01532     | 0.02625        | 0.7688                 | 0.0106       | 1027.71 | -480179.301693 |
| RENUSDT      | 0.001692      | 0.001554    | 0.06965      | 55.27         | 0.01851      | 0.01972     | 0.03094        | 0.8067                 | 0.01213      | 998.71  | -480179.301692 |
| CFXUSDT      | 0.001684      | 0.002218    | 0.0509       | 23.2          | 0.01228      | 0.01055     | 0.02469        | 0.9466                 | 0.004202     | 138.39  | -480179.301684 |
| CELRUSDT     | 0.001657      | 0.002505    | 0.06647      | 63.75         | 0.01627      | 0.01544     | 0.05838        | 0.8571                 | 0.008849     | 831.71  | -480179.301657 |
| ATOMUSDT     | 0.001649      | 0.001377    | 0.06795      | 66.72         | 0.01415      | 0.01685     | 0.01886        | 0.7985                 | 0.006781     | 1247.49 | -480179.301649 |
| RDNTUSDT     | 0.001639      | 0.00156     | 0.06797      | 43.33         | 0.01399      | 0.0122      | 0.01267        | 0.9439                 | 0.006479     | 94.5    | -480179.301639 |
| BANDUSDT     | 0.001632      | 0.002029    | 0.06987      | 78.38         | 0.01557      | 0.0181      | 0.01239        | 0.7943                 | 0.01132      | 1074.71 | -480179.301632 |
| LRCUSDT      | 0.001626      | 0.00204     | 0.06904      | 84.28         | 0.01148      | 0.0149      | 0.006436       | 0.8329                 | 0.009441     | 992.7   | -480179.301626 |
| 1000LUNCUSDT | 0.00162       | 0.001841    | 0.04129      | 54.8          | 0.008834     | 0.008368    | 0.02504        | 0.9234                 | 0.004014     | 302.46  | -480179.30162  |
| DGBUSDT      | 0.001593      | 0.001928    | 0.06997      | 47.07         | 0.01321      | 0.0194      | 0.04808        | 0.7685                 | 0.01248      | 808.85  | -480179.301593 |
| RLCUSDT      | 0.00159       | 0.002598    | 0.06446      | 49.62         | 0.01103      | 0.01715     | 0.01021        | 0.8261                 | 0.01209      | 1072.71 | -480179.30159  |
| MTLUSDT      | 0.001572      | 0.001687    | 0.06728      | 60.13         | 0.01625      | 0.0166      | 0.03856        | 0.8099                 | 0.00942      | 829.71  | -480179.301572 |
| OMGUSDT      | 0.001518      | 0.002022    | 0.06604      | 34.52         | 0.01142      | 0.01187     | 0.03697        | 0.8663                 | 0.007584     | 1101.62 | -480179.301518 |
| ZRXUSDT      | 0.001496      | 0.00143     | 0.06832      | 49.92         | 0.01777      | 0.01726     | 0.0589         | 0.8042                 | 0.01025      | 1109.62 | -480179.301496 |
| LINKUSDT     | 0.001495      | 0.001841    | 0.06812      | 75.82         | 0.01266      | 0.01858     | 0.0156         | 0.7719                 | 0.01144      | 1268.66 | -480179.301495 |
| WAVESUSDT    | 0.00149       | 0.001966    | 0.06985      | 29.98         | 0.01267      | 0.0178      | 0.02762        | 0.7788                 | 0.01244      | 1060.71 | -480179.30149  |
| DOTUSDT      | 0.001482      | 0.002243    | 0.06082      | 57.52         | 0.009314     | 0.01314     | 0.005841       | 0.8147                 | 0.008901     | 1050.71 | -480179.301482 |
| CRVUSDT      | 0.001481      | 0.001519    | 0.06104      | 79.68         | 0.01337      | 0.0191      | 0.01144        | 0.7983                 | 0.01137      | 1040.71 | -480179.301481 |
| INJUSDT      | 0.00148       | 0.001581    | 0.0374       | 53.33         | 0.009527     | 0.008137    | 0.03668        | 0.9536                 | 0.002995     | 325.88  | -480179.30148  |
| ALICEUSDT    | 0.00148       | 0.001849    | 0.06904      | 46.85         | 0.01234      | 0.01633     | 0.007001       | 0.8142                 | 0.0101       | 844.87  | -480179.30148  |
| MANAUSDT     | 0.001473      | 0.002266    | 0.06061      | 76.92         | 0.01         | 0.01599     | 0.03324        | 0.7694                 | 0.01078      | 845.71  | -480179.301473 |
| IOSTUSDT     | 0.00147       | 0.001179    | 0.06881      | 48.57         | 0.01673      | 0.01612     | 0.05907        | 0.8209                 | 0.008563     | 1233.66 | -480179.30147  |
| CHZUSDT      | 0.001465      | 0.002191    | 0.05956      | 59.3          | 0.01049      | 0.01721     | 0.009384       | 0.7639                 | 0.009278     | 898.71  | -480179.301465 |
| MAGICUSDT    | 0.001465      | 0.002241    | 0.03633      | 57.32         | 0.009575     | 0.007955    | 0.03276        | 0.9691                 | 0.002286     | 164.87  | -480179.301465 |
| HFTUSDT      | 0.001464      | 0.001362    | 0.06563      | 40.93         | 0.008778     | 0.007831    | 0.05139        | 0.9551                 | 0.004284     | 93.5    | -480179.301464 |
| HIGHUSDT     | 0.001451      | 0.001793    | 0.03843      | 32.75         | 0.01204      | 0.01037     | 0.01135        | 0.9627                 | 0.002714     | 151.89  | -480179.301451 |
| COTIUSDT     | 0.001444      | 0.002305    | 0.05921      | 45.32         | 0.01025      | 0.01279     | 0.04682        | 0.8002                 | 0.008071     | 850.71  | -480179.301444 |
| ALGOUSDT     | 0.001441      | 0.001659    | 0.06592      | 27.32         | 0.01161      | 0.01356     | 0.03529        | 0.8441                 | 0.007852     | 1117.62 | -480179.301441 |
| BELUSDT      | 0.001438      | 0.001613    | 0.0695       | 56.38         | 0.01206      | 0.01888     | 0.06541        | 0.793                  | 0.01216      | 962.71  | -480179.301438 |
| LQTYUSDT     | 0.001437      | 0.001382    | 0.06114      | 40.63         | 0.01421      | 0.01401     | 0.01721        | 0.9648                 | 0.003868     | 120.5   | -480179.301437 |
| MATICUSDT    | 0.001436      | 0.002451    | 0.06706      | 48.35         | 0.01041      | 0.01555     | 0.02496        | 0.8535                 | 0.01079      | 989.71  | -480179.301436 |
| LINAUSDT     | 0.001424      | 0.00144     | 0.05998      | 59.12         | 0.01601      | 0.01991     | 0.03395        | 0.7692                 | 0.01275      | 841.71  | -480179.301424 |
| RVNUSDT      | 0.001422      | 0.002265    | 0.06944      | 37.55         | 0.01073      | 0.01381     | 0.0161         | 0.8084                 | 0.008854     | 865.71  | -480179.301422 |
| SFPUSDT      | 0.001406      | 0.001204    | 0.06984      | 38.05         | 0.01898      | 0.01942     | 0.03453        | 0.8829                 | 0.006726     | 864.71  | -480179.301406 |
| RUNEUSDT     | 0.001372      | 0.002065    | 0.06912      | 56.63         | 0.01187      | 0.01674     | 0.01616        | 0.7871                 | 0.01052      | 1037.7  | -480179.301372 |
| REEFUSDT     | 0.001352      | 0.001548    | 0.06738      | 46.68         | 0.01263      | 0.0194      | 0.05342        | 0.8218                 | 0.01328      | 866.7   | -480179.301352 |
| ICXUSDT      | 0.001346      | 0.001903    | 0.06522      | 23.42         | 0.01091      | 0.01149     | 0.05432        | 0.8312                 | 0.007923     | 1026.71 | -480179.301346 |
| ANKRUSDT     | 0.001342      | 0.001819    | 0.05792      | 65.98         | 0.01023      | 0.0128      | 0.05143        | 0.809                  | 0.008305     | 893.71  | -480179.301342 |
| UNIUSDT      | 0.001342      | 0.001882    | 0.06239      | 56.15         | 0.01029      | 0.01562     | 0.02504        | 0.7819                 | 0.009743     | 1023.71 | -480179.301342 |
| HBARUSDT     | 0.001336      | 0.001711    | 0.06338      | 50.85         | 0.011        | 0.01265     | 0.02256        | 0.8309                 | 0.008052     | 843.71  | -480179.301336 |
| AAVEUSDT     | 0.001333      | 0.001853    | 0.06984      | 79.85         | 0.01442      | 0.01917     | 0.04592        | 0.835                  | 0.0121       | 995.71  | -480179.301333 |
| OPUSDT       | 0.00131       | 0.001918    | 0.05302      | 60.07         | 0.01238      | 0.01198     | 0.02132        | 0.9147                 | 0.006154     | 402.41  | -480179.30131  |
| XRPUSDT      | 0.001305      | 0.001666    | 0.07         | 57.37         | 0.01077      | 0.01077     | 0.01747        | 0.8909                 | 0.005851     | 1279.65 | -480179.301305 |
| MINAUSDT     | 0.001299      | 0.001466    | 0.06423      | 40.4          | 0.007599     | 0.007189    | 0.0221         | 0.9617                 | 0.003632     | 151.54  | -480179.301299 |
| BNXUSDT      | 0.001295      | 0.001264    | 0.04789      | 34.63         | 0.01913      | 0.01734     | 0.05658        | 0.9436                 | 0.004255     | 136.38  | -480179.301295 |
| TUSDT        | 0.00129       | 0.001485    | 0.03869      | 42.1          | 0.007953     | 0.006937    | 0.04569        | 0.9843                 | 0.001361     | 157.46  | -480179.30129  |
| STXUSDT      | 0.001287      | 0.001634    | 0.0638       | 65.82         | 0.01187      | 0.009853    | 0.0174         | 0.9598                 | 0.003748     | 137.39  | -480179.301287 |
| ZENUSDT      | 0.001278      | 0.001882    | 0.06942      | 44.23         | 0.0143       | 0.01784     | 0.06101        | 0.7758                 | 0.01148      | 956.71  | -480179.301278 |
| OGNUSDT      | 0.00126       | 0.001432    | 0.06823      | 52.17         | 0.01966      | 0.01869     | 0.05581        | 0.8457                 | 0.007278     | 828.71  | -480179.30126  |
| OCEANUSDT    | 0.001254      | 0.001656    | 0.06926      | 39.55         | 0.01463      | 0.01768     | 0.01282        | 0.8083                 | 0.01094      | 977.71  | -480179.301254 |
| SPELLUSDT    | 0.001251      | 0.001244    | 0.06306      | 48.0          | 0.009181     | 0.01054     | 0.01408        | 0.9265                 | 0.006807     | 305.5   | -480179.301251 |
| THETAUSDT    | 0.00125       | 0.001914    | 0.06952      | 53.38         | 0.01145      | 0.0159      | 0.02174        | 0.7879                 | 0.01039      | 1137.66 | -480179.30125  |
| FETUSDT      | 0.001245      | 0.001577    | 0.04033      | 53.15         | 0.009262     | 0.00762     | 0.05798        | 0.9608                 | 0.002829     | 172.89  | -480179.301245 |
| SANDUSDT     | 0.001244      | 0.002129    | 0.06907      | 58.97         | 0.01123      | 0.01707     | 0.04384        | 0.7831                 | 0.0115       | 894.71  | -480179.301244 |
| ARBUSDT      | 0.00124       | 0.001489    | 0.06804      | 48.22         | 0.007951     | 0.007857    | 0.001412       | 0.9696                 | 0.002903     | 107.37  | -480179.30124  |
| ETHUSDT      | 0.001224      | 0.001083    | 0.0699       | 64.9          | 0.0123       | 0.0122      | 0.04242        | 0.9017                 | 0.005384     | 1285.0  | -480179.301224 |
| NEARUSDT     | 0.001222      | 0.002084    | 0.06809      | 75.7          | 0.01183      | 0.01393     | 0.06294        | 0.8452                 | 0.009568     | 996.66  | -480179.301222 |
| SKLUSDT      | 0.001218      | 0.002014    | 0.0586       | 46.55         | 0.01371      | 0.01891     | 0.04061        | 0.8066                 | 0.01259      | 942.68  | -480179.301218 |
| EGLDUSDT     | 0.001194      | 0.001647    | 0.06415      | 58.22         | 0.01062      | 0.01616     | 0.01589        | 0.8178                 | 0.01112      | 1027.71 | -480179.301194 |
| SNXUSDT      | 0.001191      | 0.001784    | 0.06137      | 63.23         | 0.01485      | 0.01818     | 0.0189         | 0.8054                 | 0.01212      | 1058.7  | -480179.301191 |
| PHBUSDT      | 0.001188      | 0.001469    | 0.06943      | 42.78         | 0.01085      | 0.01319     | 0.02173        | 0.8885                 | 0.009208     | 142.39  | -480179.301188 |
| FILUSDT      | 0.00117       | 0.00139     | 0.06182      | 57.9          | 0.01004      | 0.01868     | 0.06218        | 0.7942                 | 0.01303      | 995.75  | -480179.30117  |
| ASTRUSDT     | 0.001167      | 0.001562    | 0.06178      | 32.42         | 0.00822      | 0.007424    | 0.001547       | 0.9686                 | 0.00281      | 144.89  | -480179.301167 |
| UNFIUSDT     | 0.001165      | 0.001311    | 0.06555      | 53.68         | 0.01951      | 0.01963     | 0.02283        | 0.818                  | 0.008193     | 869.71  | -480179.301165 |
| ENJUSDT      | 0.001164      | 0.001008    | 0.05817      | 58.7          | 0.01969      | 0.01926     | 0.03293        | 0.8709                 | 0.007038     | 1012.71 | -480179.301164 |
| DASHUSDT     | 0.001161      | 0.001256    | 0.06728      | 46.98         | 0.01532      | 0.01835     | 0.05881        | 0.7752                 | 0.01298      | 1250.66 | -480179.301161 |
| 1000SHIBUSDT | 0.001152      | 0.001845    | 0.05928      | 77.62         | 0.008435     | 0.01064     | 0.01105        | 0.8613                 | 0.006731     | 789.26  | -480179.301152 |
| CTSIUSDT     | 0.001151      | 0.001355    | 0.05376      | 77.23         | 0.01621      | 0.01895     | 0.03805        | 0.8258                 | 0.01215      | 620.85  | -480179.301151 |
| MKRUSDT      | 0.00115       | 0.001379    | 0.06985      | 53.15         | 0.01243      | 0.01649     | 0.03664        | 0.8364                 | 0.0103       | 1059.71 | -480179.30115  |
| KAVAUSDT     | 0.001148      | 0.001138    | 0.06992      | 49.38         | 0.01801      | 0.01935     | 0.05544        | 0.8515                 | 0.01147      | 1075.7  | -480179.301148 |
| BLZUSDT      | 0.001145      | 0.001172    | 0.05799      | 67.1          | 0.01424      | 0.0179      | 0.01098        | 0.7884                 | 0.009648     | 1024.7  | -480179.301145 |
| XMRUSDT      | 0.001143      | 0.001204    | 0.06867      | 42.9          | 0.009158     | 0.009649    | 0.009965       | 0.8856                 | 0.005263     | 1251.66 | -480179.301143 |
| SUSHIUSDT    | 0.001142      | 0.00222     | 0.05055      | 48.63         | 0.009753     | 0.0107      | 0.04214        | 0.887                  | 0.006715     | 1037.71 | -480179.301142 |
| AVAXUSDT     | 0.001138      | 0.001677    | 0.05574      | 58.7          | 0.01222      | 0.01885     | 0.03159        | 0.7662                 | 0.01268      | 1018.71 | -480179.301138 |
| ALPHAUSDT    | 0.001137      | 0.001457    | 0.06986      | 58.6          | 0.01727      | 0.01829     | 0.04238        | 0.7824                 | 0.01133      | 957.71  | -480179.301137 |
| RSRUSDT      | 0.001128      | 0.002007    | 0.04796      | 51.68         | 0.01236      | 0.01956     | 0.03279        | 0.7803                 | 0.0115       | 992.7   | -480179.301128 |
| AXSUSDT      | 0.001104      | 0.001462    | 0.06964      | 90.32         | 0.01629      | 0.01958     | 0.02427        | 0.8389                 | 0.01279      | 960.7   | -480179.301104 |
| FTMUSDT      | 0.001103      | 0.001922    | 0.06443      | 49.87         | 0.01495      | 0.01972     | 0.0338         | 0.7895                 | 0.01388      | 1017.71 | -480179.301103 |
| VETUSDT      | 0.001103      | 0.001056    | 0.07         | 49.45         | 0.01775      | 0.01681     | 0.06382        | 0.8233                 | 0.008639     | 1240.66 | -480179.301103 |
| LITUSDT      | 0.001088      | 0.001393    | 0.05308      | 49.55         | 0.01371      | 0.01704     | 0.01466        | 0.843                  | 0.01093      | 870.71  | -480179.301088 |
| COMPUSDT     | 0.001085      | 0.001504    | 0.06179      | 69.95         | 0.01182      | 0.0193      | 0.01733        | 0.8063                 | 0.01322      | 1103.62 | -480179.301085 |
| CTKUSDT      | 0.00108       | 0.00204     | 0.06995      | 52.2          | 0.0115       | 0.01056     | 0.01223        | 0.8563                 | 0.005504     | 961.71  | -480179.30108  |
| 1INCHUSDT    | 0.001068      | 0.001831    | 0.06822      | 65.83         | 0.01307      | 0.01871     | 0.06784        | 0.771                  | 0.01296      | 925.58  | -480179.301068 |
| TRBUSDT      | 0.001059      | 0.001507    | 0.06806      | 70.15         | 0.0198       | 0.01867     | 0.0622         | 0.821                  | 0.009553     | 1038.71 | -480179.301059 |
| ZILUSDT      | 0.001052      | 0.001801    | 0.03983      | 69.08         | 0.009824     | 0.01363     | 0.02569        | 0.8192                 | 0.007953     | 1115.62 | -480179.301052 |
| EOSUSDT      | 0.001046      | 0.00119     | 0.06998      | 67.02         | 0.01321      | 0.01483     | 0.03706        | 0.859                  | 0.009049     | 1277.66 | -480179.301046 |
| LUNA2USDT    | 0.001033      | 0.0009986   | 0.06509      | 24.9          | 0.01467      | 0.01329     | 0.06784        | 0.9312                 | 0.005403     | 301.87  | -480179.301033 |
| LDOUSDT      | 0.001032      | 0.001053    | 0.06383      | 57.08         | 0.01816      | 0.01686     | 0.04104        | 0.8206                 | 0.009787     | 289.5   | -480179.301032 |
| BATUSDT      | 0.001031      | 0.001036    | 0.06987      | 62.38         | 0.0191       | 0.01808     | 0.0674         | 0.8614                 | 0.01067      | 1241.66 | -480179.301031 |
| ICPUSDT      | 0.001025      | 0.001046    | 0.04066      | 44.88         | 0.007351     | 0.006412    | 0.02137        | 0.9688                 | 0.00219      | 284.89  | -480179.301025 |
| TRXUSDT      | 0.001016      | 0.0008982   | 0.0689       | 42.37         | 0.01124      | 0.01337     | 0.04023        | 0.8778                 | 0.004905     | 1270.66 | -480179.301016 |
| YFIUSDT      | 0.001012      | 0.001638    | 0.06709      | 36.27         | 0.01479      | 0.01447     | 0.07418        | 0.8406                 | 0.009055     | 1041.71 | -480179.301012 |
| APEUSDT      | 0.001003      | 0.001174    | 0.05905      | 56.65         | 0.01116      | 0.01104     | 0.008435       | 0.918                  | 0.006016     | 478.37  | -480179.301003 |
| DEFIUSDT     | 0.001001      | 0.001407    | 0.06213      | 48.7          | 0.01193      | 0.01147     | 0.03995        | 0.9058                 | 0.005535     | 1044.71 | -480179.301001 |
| APTUSDT      | 0.001         | 0.001528    | 0.05251      | 49.63         | 0.008091     | 0.008398    | 0.02512        | 0.9346                 | 0.004906     | 262.92  | -480179.301    |
| STMXUSDT     | 0.0009992     | 0.001257    | 0.06997      | 54.47         | 0.01503      | 0.01751     | 0.03916        | 0.8387                 | 0.01139      | 838.71  | -480179.300999 |
| AGIXUSDT     | 0.0009896     | 0.001697    | 0.06501      | 33.83         | 0.01027      | 0.009019    | 0.007347       | 0.943                  | 0.004893     | 142.4   | -480179.30099  |
| QNTUSDT      | 0.0009805     | 0.0009122   | 0.05945      | 87.65         | 0.0111       | 0.009691    | 0.06909        | 0.9538                 | 0.003506     | 261.89  | -480179.30098  |
| CHRUSDT      | 0.0009773     | 0.001521    | 0.06999      | 81.92         | 0.01443      | 0.01792     | 0.02027        | 0.8329                 | 0.01219      | 848.71  | -480179.300977 |
| ZECUSDT      | 0.0009712     | 0.001098    | 0.06716      | 48.02         | 0.01157      | 0.01384     | 0.04197        | 0.8422                 | 0.008649     | 1249.66 | -480179.300971 |
| BCHUSDT      | 0.0009634     | 0.000898    | 0.06748      | 60.0          | 0.01361      | 0.01452     | 0.03534        | 0.8835                 | 0.00589      | 1285.0  | -480179.300963 |
| JASMYUSDT    | 0.0009574     | 0.001424    | 0.0542       | 61.27         | 0.01062      | 0.009252    | 0.04824        | 0.9356                 | 0.004501     | 444.85  | -480179.300957 |
| PEOPLEUSDT   | 0.0009511     | 0.001209    | 0.04816      | 49.5          | 0.01413      | 0.0137      | 0.01138        | 0.9204                 | 0.004904     | 561.83  | -480179.300951 |
| KSMUSDT      | 0.0009513     | 0.001766    | 0.0594       | 65.95         | 0.01552      | 0.0164      | 0.0882         | 0.8003                 | 0.01018      | 997.71  | -480179.300951 |
| XLMUSDT      | 0.0009262     | 0.001005    | 0.06824      | 67.35         | 0.01479      | 0.01698     | 0.08687        | 0.8194                 | 0.007971     | 1265.66 | -480179.300926 |
| NEOUSDT      | 0.0009213     | 0.0008698   | 0.05896      | 62.87         | 0.01561      | 0.0195      | 0.02622        | 0.7635                 | 0.0107       | 1237.63 | -480179.300921 |
| QTUMUSDT     | 0.0009112     | 0.001051    | 0.05965      | 84.42         | 0.01453      | 0.01827     | 0.02172        | 0.7895                 | 0.01119      | 1234.66 | -480179.300911 |
| XTZUSDT      | 0.0009046     | 0.001124    | 0.06998      | 65.52         | 0.01603      | 0.01543     | 0.03582        | 0.8741                 | 0.009881     | 1248.66 | -480179.300905 |
| TLMUSDT      | 0.000905      | 0.001022    | 0.05796      | 19.33         | 0.008121     | 0.007432    | 0.03936        | 0.9832                 | 0.001725     | 100.48  | -480179.300905 |
| LTCUSDT      | 0.0008994     | 0.001005    | 0.06997      | 50.72         | 0.01408      | 0.01653     | 0.0301         | 0.8012                 | 0.01085      | 1276.66 | -480179.300899 |
| BALUSDT      | 0.0008852     | 0.001028    | 0.06276      | 48.95         | 0.01543      | 0.01861     | 0.02508        | 0.8295                 | 0.01127      | 1040.71 | -480179.300885 |
| ONTUSDT      | 0.0008723     | 0.001082    | 0.06997      | 40.88         | 0.0184       | 0.01958     | 0.07078        | 0.7821                 | 0.01324      | 1243.66 | -480179.300872 |
| CVXUSDT      | 0.000863      | 0.001026    | 0.0684       | 67.43         | 0.01181      | 0.01017     | 0.01832        | 0.957                  | 0.00304      | 289.49  | -480179.300863 |
| ARPAUSDT     | 0.0008534     | 0.0008826   | 0.04264      | 75.02         | 0.01485      | 0.01482     | 0.01235        | 0.9256                 | 0.003899     | 627.85  | -480179.300853 |
| SSVUSDT      | 0.0008364     | 0.000965    | 0.05152      | 39.45         | 0.01668      | 0.01818     | 0.02617        | 0.8917                 | 0.0118       | 134.5   | -480179.300836 |
| BLUEBIRDUSDT | 0.0008235     | 0.0008523   | 0.05318      | 44.3          | 0.007189     | 0.007221    | 0.0432         | 0.9809                 | 0.001431     | 248.5   | -480179.300824 |
| FOOTBALLUSDT | 0.0007976     | 0.0009994   | 0.03361      | 44.83         | 0.008586     | 0.007295    | 0.01723        | 0.9594                 | 0.002314     | 310.87  | -480179.300798 |
| STORJUSDT    | 0.0007858     | 0.001327    | 0.06932      | 67.43         | 0.01855      | 0.01804     | 0.08342        | 0.8083                 | 0.0107       | 1025.7  | -480179.300786 |
| SXPUSDT      | 0.0007819     | 0.001258    | 0.04488      | 55.28         | 0.01084      | 0.01529     | 0.0834         | 0.8281                 | 0.009343     | 1082.62 | -480179.300782 |
| ETCUSDT      | 0.000772      | 0.001251    | 0.06935      | 79.6          | 0.01448      | 0.01875     | 0.05823        | 0.7737                 | 0.01326      | 1269.66 | -480179.300772 |
| KNCUSDT      | 0.0007661     | 0.001251    | 0.06017      | 51.12         | 0.01354      | 0.0188      | 0.03651        | 0.8182                 | 0.01293      | 1111.63 | -480179.300766 |
| IOTAUSDT     | 0.0007614     | 0.001007    | 0.06789      | 56.02         | 0.01779      | 0.0168      | 0.074          | 0.8141                 | 0.009028     | 1242.66 | -480179.300761 |
| IMXUSDT      | 0.0007463     | 0.001232    | 0.03649      | 23.97         | 0.007515     | 0.008522    | 0.01121        | 0.9091                 | 0.00518      | 512.85  | -480179.300746 |
| GALAUSDT     | 0.000731      | 0.001216    | 0.04347      | 47.8          | 0.008014     | 0.01139     | 0.07124        | 0.8844                 | 0.008413     | 658.85  | -480179.300731 |
| PERPUSDT     | 0.0007146     | 0.001135    | 0.0698       | 43.32         | 0.008865     | 0.008254    | 0.02219        | 0.9484                 | 0.004462     | 124.5   | -480179.300715 |
| ONEUSDT      | 0.0006825     | 0.001421    | 0.04116      | 47.22         | 0.00859      | 0.01202     | 0.05952        | 0.8562                 | 0.008377     | 842.71  | -480179.300683 |
| BNBUSDT      | 0.0006802     | 0.0009406   | 0.06997      | 85.53         | 0.01363      | 0.01289     | 0.03676        | 0.8657                 | 0.006444     | 1244.66 | -480179.30068  |
| XEMUSDT      | 0.0006661     | 0.001017    | 0.05308      | 33.03         | 0.009593     | 0.01829     | 0.03338        | 0.823                  | 0.01208      | 857.71  | -480179.300666 |
| CELOUSDT     | 0.0006663     | 0.0007415   | 0.05036      | 64.55         | 0.01303      | 0.01516     | 0.01774        | 0.8393                 | 0.009358     | 649.85  | -480179.300666 |
| ROSEUSDT     | 0.0006624     | 0.001042    | 0.04643      | 23.82         | 0.007781     | 0.01189     | 0.01896        | 0.8635                 | 0.007694     | 554.85  | -480179.300662 |
| WOOUSDT      | 0.0006542     | 0.0008025   | 0.03031      | 53.87         | 0.01103      | 0.009665    | 0.006472       | 0.9307                 | 0.003963     | 456.85  | -480179.300654 |
| CKBUSDT      | 0.000653      | 0.0009169   | 0.05011      | 48.83         | 0.007911     | 0.006987    | 0.01358        | 0.958                  | 0.003965     | 130.5   | -480179.300653 |
| ANTUSDT      | 0.0006482     | 0.001001    | 0.03394      | 68.28         | 0.01392      | 0.01287     | 0.009665       | 0.9238                 | 0.003123     | 558.83  | -480179.300648 |
| GALUSDT      | 0.0006337     | 0.001382    | 0.03497      | 40.87         | 0.007227     | 0.006651    | 0.03269        | 0.9431                 | 0.003424     | 429.41  | -480179.300634 |
| ATAUSDT      | 0.0006213     | 0.0009452   | 0.03635      | 54.67         | 0.01685      | 0.01391     | 0.08647        | 0.9162                 | 0.003598     | 676.85  | -480179.300621 |
| DUSKUSDT     | 0.0005911     | 0.0008099   | 0.05774      | 49.0          | 0.01342      | 0.01321     | 0.01696        | 0.9013                 | 0.007977     | 547.85  | -480179.300591 |
| FLMUSDT      | 0.0005797     | 0.0008757   | 0.06816      | 55.05         | 0.01978      | 0.01825     | 0.07487        | 0.8546                 | 0.01068      | 1012.71 | -480179.30058  |
| API3USDT     | 0.000557      | 0.0008073   | 0.04436      | 46.73         | 0.01142      | 0.009767    | 0.005061       | 0.9425                 | 0.00308      | 501.85  | -480179.300557 |
| ADAUSDT      | 0.000489      | 0.0006882   | 0.05245      | 73.22         | 0.01237      | 0.01418     | 0.03229        | 0.8842                 | 0.009739     | 1254.66 | -480179.300489 |
| GMXUSDT      | 0.0004855     | 0.0009037   | 0.05815      | 34.85         | 0.009694     | 0.008055    | 0.0206         | 0.9636                 | 0.003276     | 141.39  | -480179.300486 |
