# note: symbols with little price history are not optimized on their own; instead the best config from among the symbols with more price history is chosen.
+---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
|                                                                                             long                                                                                            |
+---------------+---------------+-------------+--------------+---------------+--------------+-------------+----------------+------------------------+--------------+---------+----------------+
| symbol        | adg_w_per_exp | adg_per_exp | exp_rts_mean | hrs_stuck_max | pa_dist_mean | pa_dist_std | loss_profit_rt | eqbal_rt_10_worst_mean | eqbal_rt_std | n_days  | score          |
| MATICUSDT     | 0.001323      | 0.002408    | 0.06694      | 48.35         | 0.01032      | 0.01539     | 0.02644        | 0.8536                 | 0.01073      | 1018.71 | -480179.301323 |
| SKLUSDT       | 0.001317      | 0.002179    | 0.06869      | 54.3          | 0.01364      | 0.01802     | 0.02654        | 0.8103                 | 0.01143      | 971.68  | -480179.301317 |
| DASHUSDT      | 0.001317      | 0.001132    | 0.06948      | 51.83         | 0.01716      | 0.01868     | 0.03856        | 0.8317                 | 0.008431     | 1280.66 | -480179.301317 |
| RVNUSDT       | 0.001299      | 0.002215    | 0.07         | 37.55         | 0.01059      | 0.01359     | 0.01651        | 0.8085                 | 0.008742     | 895.71  | -480179.301299 |
| IDUSDT        | 0.001296      | 0.001388    | 0.06356      | 65.83         | 0.01227      | 0.0124      | 0.009351       | 0.9736                 | 0.002462     | 137.39  | -480179.301296 |
| AAVEUSDT      | 0.001294      | 0.001821    | 0.06745      | 79.85         | 0.01414      | 0.01986     | 0.0456         | 0.8149                 | 0.01243      | 1024.71 | -480179.301294 |
| STXUSDT       | 0.001291      | 0.001538    | 0.06656      | 26.93         | 0.01046      | 0.01069     | 0.03112        | 0.9141                 | 0.005141     | 167.39  | -480179.301291 |
| OPUSDT        | 0.001286      | 0.002589    | 0.06921      | 58.23         | 0.0133       | 0.01682     | 0.0374         | 0.8531                 | 0.01168      | 432.41  | -480179.301286 |
| UNIUSDT       | 0.001278      | 0.001856    | 0.06366      | 56.15         | 0.01019      | 0.01544     | 0.02446        | 0.7818                 | 0.009616     | 1052.71 | -480179.301278 |
| FTMUSDT       | 0.001276      | 0.002244    | 0.06467      | 59.73         | 0.01776      | 0.01862     | 0.04558        | 0.8094                 | 0.01184      | 1046.71 | -480179.301276 |
| TRBUSDT       | 0.001273      | 0.001558    | 0.06698      | 86.23         | 0.01942      | 0.01857     | 0.07436        | 0.8388                 | 0.008195     | 1067.71 | -480179.301273 |
| RDNTUSDT      | 0.001264      | 0.001527    | 0.06327      | 28.92         | 0.01175      | 0.01258     | 0.009114       | 0.9491                 | 0.005087     | 124.5   | -480179.301264 |
| QTUMUSDT      | 0.001264      | 0.001295    | 0.06667      | 45.9          | 0.01675      | 0.01757     | 0.0491         | 0.8429                 | 0.009825     | 1264.66 | -480179.301264 |
| SNXUSDT       | 0.001256      | 0.001751    | 0.06429      | 63.15         | 0.01485      | 0.01849     | 0.0193         | 0.7997                 | 0.0124       | 1088.7  | -480179.301256 |
| ASTRUSDT      | 0.001252      | 0.001422    | 0.05078      | 32.17         | 0.009401     | 0.008516    | 0.003996       | 0.9722                 | 0.00206      | 174.89  | -480179.301252 |
| ICXUSDT       | 0.001248      | 0.001871    | 0.0657       | 23.42         | 0.01083      | 0.01139     | 0.05445        | 0.8312                 | 0.007814     | 1055.71 | -480179.301248 |
| COMPUSDT      | 0.001246      | 0.001514    | 0.06509      | 43.95         | 0.01298      | 0.01886     | 0.03119        | 0.8196                 | 0.0123       | 1133.62 | -480179.301246 |
| BLZUSDT       | 0.00123       | 0.001215    | 0.06348      | 67.18         | 0.0136       | 0.0152      | 0.009151       | 0.8358                 | 0.007457     | 1053.7  | -480179.30123  |
| ZENUSDT       | 0.001227      | 0.001903    | 0.06979      | 44.33         | 0.01432      | 0.01777     | 0.05936        | 0.7748                 | 0.01143      | 985.71  | -480179.301227 |
| MINAUSDT      | 0.001227      | 0.001582    | 0.06539      | 18.33         | 0.009149     | 0.009429    | 0.04381        | 0.9171                 | 0.005207     | 181.54  | -480179.301227 |
| CRVUSDT       | 0.001219      | 0.001283    | 0.05151      | 79.7          | 0.01258      | 0.01735     | 0.008859       | 0.8                    | 0.00965      | 1069.71 | -480179.301219 |
| NEARUSDT      | 0.001212      | 0.002106    | 0.06981      | 78.73         | 0.01286      | 0.01697     | 0.04656        | 0.8427                 | 0.01154      | 1025.66 | -480179.301212 |
| HFTUSDT       | 0.001209      | 0.0007937   | 0.05821      | 23.37         | 0.01483      | 0.01328     | 0.02104        | 0.9574                 | 0.003354     | 123.5   | -480179.301209 |
| BCHUSDT       | 0.001206      | 0.001156    | 0.0699       | 43.02         | 0.01453      | 0.01678     | 0.05231        | 0.8572                 | 0.01004      | 1315.0  | -480179.301206 |
| REEFUSDT      | 0.001205      | 0.002207    | 0.03729      | 47.75         | 0.01052      | 0.01089     | 0.02119        | 0.865                  | 0.005267     | 896.7   | -480179.301205 |
| AVAXUSDT      | 0.001202      | 0.001767    | 0.06324      | 58.7          | 0.01172      | 0.01644     | 0.02631        | 0.7833                 | 0.01082      | 1047.71 | -480179.301202 |
| XLMUSDT       | 0.0012        | 0.001145    | 0.06754      | 44.98         | 0.01429      | 0.01662     | 0.01897        | 0.8083                 | 0.005964     | 1295.66 | -480179.3012   |
| NEOUSDT       | 0.001195      | 0.001135    | 0.05919      | 62.8          | 0.01477      | 0.01729     | 0.02852        | 0.8125                 | 0.009252     | 1267.63 | -480179.301195 |
| THETAUSDT     | 0.001188      | 0.00192     | 0.0676       | 53.38         | 0.01115      | 0.0157      | 0.02104        | 0.7868                 | 0.01026      | 1167.66 | -480179.301188 |
| LITUSDT       | 0.001188      | 0.001189    | 0.06939      | 45.32         | 0.01742      | 0.01874     | 0.03224        | 0.8417                 | 0.008937     | 899.71  | -480179.301188 |
| FILUSDT       | 0.001187      | 0.001427    | 0.06456      | 58.17         | 0.009948     | 0.01874     | 0.05821        | 0.7938                 | 0.01292      | 1024.75 | -480179.301187 |
| HBARUSDT      | 0.001171      | 0.001667    | 0.06213      | 50.85         | 0.01091      | 0.01249     | 0.02285        | 0.8309                 | 0.007914     | 873.71  | -480179.301171 |
| SPELLUSDT     | 0.001163      | 0.0009253   | 0.06514      | 37.13         | 0.01115      | 0.01055     | 0.03395        | 0.9333                 | 0.004663     | 335.5   | -480179.301163 |
| ZILUSDT       | 0.001154      | 0.002068    | 0.04953      | 43.47         | 0.009977     | 0.0143      | 0.05448        | 0.7866                 | 0.009339     | 1145.62 | -480179.301154 |
| SUSHIUSDT     | 0.001149      | 0.002224    | 0.05742      | 48.63         | 0.01027      | 0.01309     | 0.02663        | 0.8532                 | 0.008944     | 1066.71 | -480179.301149 |
| SANDUSDT      | 0.001139      | 0.002079    | 0.06795      | 58.97         | 0.01106      | 0.01681     | 0.04377        | 0.7831                 | 0.01133      | 923.71  | -480179.301139 |
| ONEUSDT       | 0.00113       | 0.002325    | 0.05817      | 34.65         | 0.01483      | 0.01926     | 0.04989        | 0.7919                 | 0.01164      | 872.71  | -480179.30113  |
| FETUSDT       | 0.001122      | 0.001548    | 0.06904      | 42.9          | 0.01174      | 0.01185     | 0.01191        | 0.9516                 | 0.004209     | 202.89  | -480179.301122 |
| GMXUSDT       | 0.001118      | 0.0008818   | 0.06533      | 55.25         | 0.01504      | 0.01266     | 0.07263        | 0.9802                 | 0.002707     | 171.39  | -480179.301118 |
| OGNUSDT       | 0.001109      | 0.001405    | 0.06646      | 52.17         | 0.01965      | 0.01866     | 0.05666        | 0.8409                 | 0.007255     | 858.71  | -480179.301109 |
| STMXUSDT      | 0.0011        | 0.00129     | 0.07         | 54.47         | 0.01509      | 0.0174      | 0.03608        | 0.8385                 | 0.01128      | 868.71  | -480179.3011   |
| LDOUSDT       | 0.001091      | 0.001187    | 0.04444      | 58.17         | 0.0136       | 0.01121     | 0.07076        | 0.9642                 | 0.002419     | 319.5   | -480179.301091 |
| RSRUSDT       | 0.001084      | 0.001963    | 0.04945      | 50.75         | 0.01224      | 0.01925     | 0.03381        | 0.7803                 | 0.01137      | 1021.7  | -480179.301084 |
| TUSDT         | 0.001083      | 0.001212    | 0.06903      | 27.18         | 0.009887     | 0.01177     | 0.03888        | 0.9038                 | 0.007089     | 187.46  | -480179.301083 |
| AXSUSDT       | 0.001082      | 0.001442    | 0.06903      | 90.32         | 0.01602      | 0.01936     | 0.02353        | 0.8389                 | 0.0126       | 989.7   | -480179.301082 |
| ALPHAUSDT     | 0.00107       | 0.001424    | 0.06944      | 58.6          | 0.01694      | 0.01813     | 0.0433         | 0.7825                 | 0.01121      | 986.71  | -480179.30107  |
| SXPUSDT       | 0.001067      | 0.001589    | 0.05981      | 70.73         | 0.01788      | 0.0172      | 0.03902        | 0.8648                 | 0.008332     | 1112.62 | -480179.301067 |
| LQTYUSDT      | 0.001065      | 0.001673    | 0.06348      | 21.0          | 0.01151      | 0.008962    | 0.04829        | 0.9619                 | 0.003331     | 150.5   | -480179.301065 |
| CHRUSDT       | 0.001056      | 0.002008    | 0.06975      | 41.88         | 0.01609      | 0.01834     | 0.03417        | 0.8374                 | 0.01231      | 878.71  | -480179.301056 |
| TLMUSDT       | 0.001055      | 0.0009041   | 0.05279      | 41.37         | 0.009158     | 0.009222    | 0.00736        | 0.9845                 | 0.001574     | 130.48  | -480179.301055 |
| LEVERUSDT     | 0.001055      | 0.0008325   | 0.06085      | 44.67         | 0.01655      | 0.01365     | 0.06566        | 0.9654                 | 0.004133     | 130.49  | -480179.301055 |
| BLURUSDT      | 0.001049      | 0.001136    | 0.06016      | 37.07         | 0.009321     | 0.00877     | 0.04032        | 0.9832                 | 0.001869     | 101.5   | -480179.301049 |
| 1000SHIBUSDT  | 0.001029      | 0.00203     | 0.05004      | 78.57         | 0.01006      | 0.018       | 0.02158        | 0.7905                 | 0.01182      | 819.26  | -480179.301029 |
| DEFIUSDT      | 0.001023      | 0.001422    | 0.06281      | 48.45         | 0.01169      | 0.01148     | 0.03854        | 0.8876                 | 0.005654     | 1074.71 | -480179.301023 |
| API3USDT      | 0.001019      | 0.001306    | 0.05605      | 72.58         | 0.01502      | 0.01429     | 0.02679        | 0.9442                 | 0.002981     | 531.85  | -480179.301019 |
| VETUSDT       | 0.001011      | 0.0009931   | 0.06986      | 67.88         | 0.017        | 0.01594     | 0.08971        | 0.8181                 | 0.007992     | 1270.66 | -480179.301011 |
| EOSUSDT       | 0.001003      | 0.001213    | 0.06951      | 66.28         | 0.01263      | 0.01294     | 0.008927       | 0.8932                 | 0.005198     | 1307.66 | -480179.301003 |
| AGIXUSDT      | 0.001002      | 0.0009947   | 0.0636       | 41.17         | 0.01775      | 0.01505     | 0.04756        | 0.962                  | 0.004254     | 172.4   | -480179.301002 |
| PHBUSDT       | 0.001001      | 0.001389    | 0.0687       | 19.98         | 0.01229      | 0.01387     | 0.05247        | 0.9045                 | 0.009272     | 172.39  | -480179.301001 |
| PENDLEUSDT    | 0.0009959     | 0.0007625   | 0.04934      | 25.87         | 0.01713      | 0.01603     | 0.043          | 0.9979                 | 0.0007232    | 10.89   | -480179.300996 |
| ZECUSDT       | 0.0009902     | 0.001098    | 0.06793      | 48.02         | 0.01142      | 0.01373     | 0.04128        | 0.8418                 | 0.008584     | 1279.66 | -480179.30099  |
| WOOUSDT       | 0.0009845     | 0.001715    | 0.06232      | 27.9          | 0.0136       | 0.0197      | 0.08221        | 0.7811                 | 0.0147       | 486.85  | -480179.300984 |
| CFXUSDT       | 0.0009773     | 0.00202     | 0.06469      | 23.2          | 0.01147      | 0.01003     | 0.02491        | 0.9459                 | 0.004131     | 168.39  | -480179.300977 |
| 1INCHUSDT     | 0.0009624     | 0.001475    | 0.05991      | 47.18         | 0.01264      | 0.01839     | 0.03562        | 0.7879                 | 0.01212      | 954.58  | -480179.300962 |
| 1000LUNCUSDT  | 0.0009496     | 0.001277    | 0.05223      | 54.9          | 0.008843     | 0.009225    | 0.02101        | 0.9131                 | 0.005403     | 332.46  | -480179.30095  |
| BATUSDT       | 0.0009317     | 0.001024    | 0.06988      | 62.38         | 0.019        | 0.01805     | 0.06844        | 0.8612                 | 0.01073      | 1271.66 | -480179.300932 |
| BALUSDT       | 0.0009097     | 0.00103     | 0.06244      | 48.95         | 0.01512      | 0.01838     | 0.02441        | 0.8295                 | 0.01111      | 1070.71 | -480179.30091  |
| BNBUSDT       | 0.000909      | 0.0009421   | 0.06919      | 91.73         | 0.01202      | 0.01449     | 0.0162         | 0.8988                 | 0.00579      | 1274.66 | -480179.300909 |
| PEOPLEUSDT    | 0.0009082     | 0.001197    | 0.04924      | 49.5          | 0.01387      | 0.01355     | 0.01118        | 0.9205                 | 0.004833     | 591.83  | -480179.300908 |
| ETCUSDT       | 0.000906      | 0.001756    | 0.0699       | 63.18         | 0.01263      | 0.01627     | 0.06902        | 0.8127                 | 0.01001      | 1299.66 | -480179.300906 |
| MAGICUSDT     | 0.0009031     | 0.001479    | 0.05037      | 57.28         | 0.01148      | 0.01231     | 0.02881        | 0.9252                 | 0.007064     | 194.87  | -480179.300903 |
| HIGHUSDT      | 0.0009007     | 0.001376    | 0.04001      | 31.6          | 0.009642     | 0.009235    | 0.005724       | 0.9443                 | 0.004275     | 181.89  | -480179.300901 |
| KNCUSDT       | 0.000892      | 0.001524    | 0.05518      | 33.88         | 0.01537      | 0.01738     | 0.02661        | 0.7965                 | 0.009933     | 1141.63 | -480179.300892 |
| IOTAUSDT      | 0.0008865     | 0.0009236   | 0.06974      | 56.95         | 0.01714      | 0.01847     | 0.03436        | 0.8258                 | 0.0102       | 1272.66 | -480179.300886 |
| YFIUSDT       | 0.0008794     | 0.001592    | 0.06564      | 36.27         | 0.01469      | 0.01457     | 0.07588        | 0.8405                 | 0.009186     | 1071.71 | -480179.300879 |
| STORJUSDT     | 0.0008485     | 0.001543    | 0.03686      | 70.6          | 0.01448      | 0.01852     | 0.07516        | 0.7995                 | 0.01051      | 1054.7  | -480179.300849 |
| KEYUSDT       | 0.0008453     | 0.001354    | 0.03771      | 39.67         | 0.007627     | 0.007935    | 0.01711        | 0.9502                 | 0.00417      | 75.5    | -480179.300845 |
| DUSKUSDT      | 0.0008407     | 0.001677    | 0.05822      | 48.15         | 0.01432      | 0.01609     | 0.03473        | 0.8408                 | 0.009354     | 577.85  | -480179.300841 |
| XTZUSDT       | 0.0008388     | 0.001129    | 0.0698       | 65.52         | 0.01591      | 0.01546     | 0.03593        | 0.8709                 | 0.009969     | 1278.66 | -480179.300839 |
| ACHUSDT       | 0.0008296     | 0.001254    | 0.06639      | 23.3          | 0.01382      | 0.01213     | 0.06966        | 0.9313                 | 0.007295     | 166.39  | -480179.30083  |
| CELOUSDT      | 0.0008289     | 0.001176    | 0.06463      | 42.75         | 0.0146       | 0.0133      | 0.04927        | 0.9051                 | 0.008002     | 679.85  | -480179.300829 |
| ONTUSDT       | 0.0008231     | 0.001083    | 0.06926      | 40.88         | 0.01793      | 0.01857     | 0.07936        | 0.7914                 | 0.01224      | 1273.66 | -480179.300823 |
| QNTUSDT       | 0.0008141     | 0.0006701   | 0.0659       | 26.83         | 0.01178      | 0.01104     | 0.06297        | 0.9602                 | 0.003324     | 291.89  | -480179.300814 |
| KSMUSDT       | 0.000807      | 0.00172     | 0.058        | 65.95         | 0.01531      | 0.01627     | 0.08983        | 0.8                    | 0.01004      | 1026.71 | -480179.300807 |
| UMAUSDT       | 0.0007671     | 0.0006724   | 0.02728      | 41.57         | 0.01049      | 0.009225    | 0.03901        | 0.9906                 | 0.0009412    | 89.48   | -480179.300767 |
| APEUSDT       | 0.0007642     | 0.001266    | 0.0493       | 56.02         | 0.01081      | 0.01106     | 0.02884        | 0.8779                 | 0.006197     | 508.37  | -480179.300764 |
| FXSUSDT       | 0.000757      | 0.001052    | 0.04098      | 37.6          | 0.01252      | 0.0111      | 0.06434        | 0.928                  | 0.004496     | 199.87  | -480179.300757 |
| ARPAUSDT      | 0.0007321     | 0.0008268   | 0.04765      | 74.98         | 0.01087      | 0.009933    | 0.007936       | 0.9329                 | 0.004703     | 657.85  | -480179.300732 |
| BNXUSDT       | 0.0007125     | 0.001121    | 0.04673      | 34.63         | 0.01783      | 0.01648     | 0.05933        | 0.9434                 | 0.0039       | 166.38  | -480179.300713 |
| IMXUSDT       | 0.0006821     | 0.001251    | 0.03693      | 23.97         | 0.007364     | 0.008007    | 0.006794       | 0.9142                 | 0.004733     | 542.85  | -480179.300682 |
| BTCUSDT       | 0.0006605     | 0.0007995   | 0.05112      | 72.93         | 0.008884     | 0.01012     | 0.05433        | 0.8783                 | 0.004389     | 1315.0  | -480179.300661 |
| SSVUSDT       | 0.000653      | 0.000891    | 0.04652      | 39.45         | 0.01502      | 0.01703     | 0.02363        | 0.8917                 | 0.0107       | 164.5   | -480179.300653 |
| XEMUSDT       | 0.0006465     | 0.001059    | 0.0558       | 33.03         | 0.009604     | 0.01814     | 0.01974        | 0.82                   | 0.01195      | 887.71  | -480179.300647 |
| XRPUSDT       | 0.0006424     | 0.001218    | 0.04217      | 46.18         | 0.01005      | 0.01062     | 0.07012        | 0.8701                 | 0.005601     | 1309.65 | -480179.300642 |
| PERPUSDT      | 0.000635      | 0.0009402   | 0.06828      | 31.15         | 0.008441     | 0.007996    | 0.03332        | 0.9483                 | 0.005217     | 154.5   | -480179.300635 |
