+--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
|                                                                                            long                                                                                            |
+--------------+---------------+-------------+--------------+---------------+--------------+-------------+----------------+------------------------+--------------+---------+----------------+
| symbol       | adg_w_per_exp | adg_per_exp | exp_rts_mean | hrs_stuck_max | pa_dist_mean | pa_dist_std | loss_profit_rt | eqbal_rt_10_worst_mean | eqbal_rt_std | n_days  | score          |
| ZENUSDT      | 0.001261      | 0.001751    | 0.07         | 44.22         | 0.01497      | 0.01835     | 0.07303        | 0.7795                 | 0.01196      | 941.71  | -480179.301261 |
| KSMUSDT      | 0.001019      | 0.00175     | 0.05739      | 65.95         | 0.01553      | 0.01638     | 0.08776        | 0.8014                 | 0.0101       | 982.71  | -480179.301019 |
| ZILUSDT      | 0.001045      | 0.001745    | 0.03721      | 69.27         | 0.009761     | 0.01364     | 0.02725        | 0.8192                 | 0.007931     | 1100.62 | -480179.301045 |
| HBARUSDT     | 0.001409      | 0.001727    | 0.06402      | 50.85         | 0.01106      | 0.01276     | 0.02283        | 0.8309                 | 0.008123     | 828.71  | -480179.301409 |
| RLCUSDT      | 0.00123       | 0.001717    | 0.05293      | 42.78         | 0.01265      | 0.01585     | 0.03661        | 0.8326                 | 0.01095      | 1057.71 | -480179.30123  |
| DGBUSDT      | 0.001153      | 0.001712    | 0.06997      | 47.42         | 0.01369      | 0.01885     | 0.05431        | 0.7812                 | 0.01266      | 793.85  | -480179.301153 |
| YFIUSDT      | 0.00104       | 0.00169     | 0.06369      | 36.27         | 0.01471      | 0.01425     | 0.06938        | 0.8438                 | 0.008494     | 1026.71 | -480179.30104  |
| SNXUSDT      | 0.001092      | 0.001683    | 0.05256      | 64.2          | 0.01349      | 0.01406     | 0.03669        | 0.8621                 | 0.008667     | 1043.7  | -480179.301092 |
| ZRXUSDT      | 0.001069      | 0.001679    | 0.05101      | 63.05         | 0.01252      | 0.01873     | 0.06036        | 0.8035                 | 0.01222      | 1094.62 | -480179.301069 |
| XRPUSDT      | 0.001372      | 0.001676    | 0.06999      | 57.37         | 0.0108       | 0.01077     | 0.01734        | 0.8916                 | 0.005838     | 1264.65 | -480179.301372 |
| MTLUSDT      | 0.001599      | 0.001664    | 0.06627      | 60.13         | 0.0161       | 0.01627     | 0.03793        | 0.8087                 | 0.008765     | 814.71  | -480179.301599 |
| ALGOUSDT     | 0.001473      | 0.00166     | 0.06841      | 27.3          | 0.01169      | 0.01368     | 0.03529        | 0.8441                 | 0.008024     | 1102.62 | -480179.301473 |
| OCEANUSDT    | 0.00128       | 0.001659    | 0.06965      | 39.55         | 0.01473      | 0.01779     | 0.01304        | 0.8084                 | 0.01101      | 962.71  | -480179.30128  |
| AVAXUSDT     | 0.001149      | 0.001658    | 0.05629      | 58.7          | 0.01241      | 0.01958     | 0.03517        | 0.7632                 | 0.01323      | 1003.71 | -480179.301149 |
| SKLUSDT      | 0.001088      | 0.00165     | 0.06868      | 35.5          | 0.01473      | 0.01681     | 0.06317        | 0.8399                 | 0.0113       | 927.68  | -480179.301088 |
| BELUSDT      | 0.001472      | 0.001609    | 0.06944      | 56.38         | 0.01212      | 0.01891     | 0.06839        | 0.7937                 | 0.01219      | 947.71  | -480179.301472 |
| ASTRUSDT     | 0.001635      | 0.001587    | 0.05094      | 32.17         | 0.009428     | 0.008525    | 0.00361        | 0.9724                 | 0.002198     | 129.89  | -480179.301635 |
| 1000LUNCUSDT | 0.001286      | 0.001585    | 0.02867      | 54.82         | 0.008652     | 0.008386    | 0.02456        | 0.9242                 | 0.003339     | 287.46  | -480179.301286 |
| REEFUSDT     | 0.001363      | 0.001552    | 0.06785      | 46.68         | 0.01271      | 0.01954     | 0.05428        | 0.8217                 | 0.0134       | 851.7   | -480179.301363 |
| COCOSUSDT    | 0.000303      | 0.001551    | 0.04228      | 23.58         | 0.009153     | 0.009394    | 0.02307        | 0.9815                 | 0.001914     | 122.38  | -480179.300303 |
| CHRUSDT      | 0.0009877     | 0.001527    | 0.06975      | 81.92         | 0.0145       | 0.01807     | 0.02032        | 0.8329                 | 0.01228      | 833.71  | -480179.300988 |
| RENUSDT      | 0.001743      | 0.001524    | 0.0695       | 55.1          | 0.01849      | 0.01986     | 0.03498        | 0.8063                 | 0.01223      | 983.71  | -480179.301743 |
| WAVESUSDT    | 0.001156      | 0.001508    | 0.0622       | 27.93         | 0.01237      | 0.01912     | 0.04522        | 0.7822                 | 0.01336      | 1045.71 | -480179.301156 |
| COMPUSDT     | 0.001061      | 0.001505    | 0.06233      | 69.95         | 0.01183      | 0.0194      | 0.01782        | 0.8063                 | 0.01331      | 1088.62 | -480179.301061 |
| TRBUSDT      | 0.001086      | 0.001498    | 0.06294      | 70.47         | 0.01979      | 0.01859     | 0.05522        | 0.8178                 | 0.009008     | 1023.71 | -480179.301086 |
| BNXUSDT      | 0.002018      | 0.001493    | 0.06588      | 52.65         | 0.01414      | 0.01274     | 0.07038        | 0.9335                 | 0.007448     | 121.38  | -480179.302018 |
| TUSDT        | 0.001464      | 0.001489    | 0.03978      | 42.1          | 0.007855     | 0.006775    | 0.04349        | 0.9843                 | 0.001369     | 142.46  | -480179.301464 |
| RSRUSDT      | 0.001052      | 0.001488    | 0.0464       | 63.33         | 0.01193      | 0.01316     | 0.02249        | 0.8902                 | 0.007449     | 977.7   | -480179.301052 |
| TRUUSDT      | 0.001255      | 0.001484    | 0.04327      | 14.3          | 0.0109       | 0.009697    | 0.0326         | 0.9724                 | 0.00234      | 108.5   | -480179.301255 |
| MINAUSDT     | 0.001423      | 0.001469    | 0.05663      | 40.4          | 0.007518     | 0.006985    | 0.01809        | 0.9643                 | 0.00311      | 136.54  | -480179.301423 |
| ALPHAUSDT    | 0.00115       | 0.001455    | 0.06917      | 58.6          | 0.0173       | 0.01829     | 0.04224        | 0.7867                 | 0.01133      | 942.71  | -480179.30115  |
| RDNTUSDT     | 0.001466      | 0.001455    | 0.06207      | 32.22         | 0.01506      | 0.0183      | 0.01722        | 0.8932                 | 0.01071      | 79.5    | -480179.301466 |
| HFTUSDT      | 0.00121       | 0.001453    | 0.04247      | 22.67         | 0.01         | 0.009132    | 0.02294        | 0.982                  | 0.001726     | 78.5    | -480179.30121  |
| APTUSDT      | 0.001116      | 0.001448    | 0.05679      | 51.88         | 0.008743     | 0.008414    | 0.003709       | 0.9339                 | 0.004559     | 247.92  | -480179.301116 |
| AMBUSDT      | 0.001202      | 0.001435    | 0.05137      | 41.35         | 0.01593      | 0.01181     | 0.02561        | 0.9722                 | 0.002912     | 85.5    | -480179.301202 |
| CFXUSDT      | 0.001577      | 0.001411    | 0.03398      | 63.9          | 0.01582      | 0.01301     | 0.01191        | 0.9755                 | 0.002442     | 123.39  | -480179.301577 |
| JASMYUSDT    | 0.001215      | 0.001395    | 0.0366       | 61.22         | 0.01036      | 0.009196    | 0.04222        | 0.9297                 | 0.003671     | 429.85  | -480179.301215 |
| FILUSDT      | 0.001214      | 0.001395    | 0.0633       | 57.9          | 0.0101       | 0.01879     | 0.06373        | 0.7942                 | 0.01313      | 980.75  | -480179.301214 |
| ATOMUSDT     | 0.001684      | 0.001382    | 0.06826      | 66.72         | 0.01426      | 0.01701     | 0.01875        | 0.7988                 | 0.00692      | 1232.49 | -480179.301684 |
| LQTYUSDT     | 0.0015        | 0.001381    | 0.06422      | 40.63         | 0.0147       | 0.01436     | 0.01933        | 0.9648                 | 0.004106     | 105.5   | -480179.3015   |
| MKRUSDT      | 0.001156      | 0.001378    | 0.06986      | 53.15         | 0.01247      | 0.01656     | 0.03689        | 0.8364                 | 0.01037      | 1044.71 | -480179.301156 |
| CELOUSDT     | 0.0008284     | 0.001375    | 0.05552      | 55.42         | 0.01075      | 0.01339     | 0.06415        | 0.8661                 | 0.008652     | 634.85  | -480179.300828 |
| DEFIUSDT     | 0.0009405     | 0.001374    | 0.06098      | 48.7          | 0.0121       | 0.01222     | 0.04044        | 0.8784                 | 0.00653      | 1029.71 | -480179.300941 |
| CRVUSDT      | 0.001079      | 0.001372    | 0.06806      | 49.37         | 0.01904      | 0.01978     | 0.06796        | 0.7847                 | 0.01203      | 1025.71 | -480179.301079 |
| STORJUSDT    | 0.0008329     | 0.001343    | 0.06964      | 67.43         | 0.01847      | 0.01804     | 0.08151        | 0.8084                 | 0.01076      | 1010.7  | -480179.300833 |
| SXPUSDT      | 0.0007003     | 0.001336    | 0.04747      | 33.42         | 0.01095      | 0.0152      | 0.08641        | 0.8412                 | 0.01023      | 1067.62 | -480179.3007   |
| LINAUSDT     | 0.001286      | 0.001335    | 0.06201      | 59.03         | 0.01692      | 0.01967     | 0.04353        | 0.7896                 | 0.01276      | 826.71  | -480179.301286 |
| XMRUSDT      | 0.001076      | 0.001329    | 0.06993      | 52.58         | 0.01007      | 0.01501     | 0.01389        | 0.8114                 | 0.01077      | 1236.66 | -480179.301076 |
| ENJUSDT      | 0.001151      | 0.001322    | 0.07         | 57.23         | 0.01717      | 0.01541     | 0.03017        | 0.8587                 | 0.007289     | 997.71  | -480179.301151 |
| AXSUSDT      | 0.0009951     | 0.00132     | 0.06549      | 90.32         | 0.01647      | 0.01949     | 0.02457        | 0.8387                 | 0.01263      | 945.7   | -480179.300995 |
| SFPUSDT      | 0.001434      | 0.001314    | 0.06976      | 39.65         | 0.0189       | 0.01999     | 0.02816        | 0.8467                 | 0.007722     | 849.71  | -480179.301434 |
| UNFIUSDT     | 0.001176      | 0.001314    | 0.06481      | 53.68         | 0.01962      | 0.0197      | 0.02274        | 0.818                  | 0.008233     | 854.71  | -480179.301176 |
| PEOPLEUSDT   | 0.0008322     | 0.001313    | 0.06836      | 47.03         | 0.0161       | 0.01804     | 0.02073        | 0.8595                 | 0.01164      | 546.83  | -480179.300832 |
| WOOUSDT      | 0.0009003     | 0.001305    | 0.06495      | 23.3          | 0.01353      | 0.01828     | 0.06755        | 0.8548                 | 0.01343      | 441.85  | -480179.3009   |
| SPELLUSDT    | 0.001227      | 0.001287    | 0.06411      | 24.97         | 0.008073     | 0.007       | 0.01189        | 0.9543                 | 0.003155     | 290.5   | -480179.301227 |
| FETUSDT      | 0.001774      | 0.001278    | 0.05825      | 39.65         | 0.01433      | 0.01145     | 0.04064        | 0.9556                 | 0.004296     | 157.89  | -480179.301774 |
| ROSEUSDT     | 0.0009146     | 0.001265    | 0.06285      | 23.58         | 0.01119      | 0.01497     | 0.04892        | 0.8602                 | 0.01047      | 539.85  | -480179.300915 |
| KNCUSDT      | 0.0008084     | 0.00126     | 0.06109      | 51.12         | 0.01355      | 0.01874     | 0.03659        | 0.8228                 | 0.01291      | 1096.63 | -480179.300808 |
| ETCUSDT      | 0.000767      | 0.001253    | 0.06969      | 79.6          | 0.01455      | 0.01893     | 0.05949        | 0.7734                 | 0.01341      | 1254.66 | -480179.300767 |
| OGNUSDT      | 0.0009497     | 0.001246    | 0.06445      | 52.38         | 0.01878      | 0.0177      | 0.05864        | 0.8608                 | 0.006752     | 813.71  | -480179.30095  |
| ETHUSDT      | 0.000957      | 0.001238    | 0.06885      | 22.25         | 0.01151      | 0.01102     | 0.06852        | 0.8414                 | 0.006641     | 1270.0  | -480179.300957 |
| EOSUSDT      | 0.0008976     | 0.001237    | 0.06835      | 59.4          | 0.01161      | 0.01068     | 0.01921        | 0.8883                 | 0.005797     | 1262.66 | -480179.300898 |
| DASHUSDT     | 0.001084      | 0.001229    | 0.06812      | 46.98         | 0.01539      | 0.0181      | 0.0612         | 0.784                  | 0.01299      | 1235.66 | -480179.301084 |
| STMXUSDT     | 0.001011      | 0.00122     | 0.06999      | 55.9          | 0.01567      | 0.01869     | 0.04014        | 0.8357                 | 0.01227      | 823.71  | -480179.301011 |
| SSVUSDT      | 0.001356      | 0.001211    | 0.05666      | 28.58         | 0.01982      | 0.01645     | 0.02905        | 0.9404                 | 0.005879     | 119.5   | -480179.301356 |
| ONEUSDT      | 0.0006454     | 0.001164    | 0.03385      | 63.02         | 0.01191      | 0.01347     | 0.09426        | 0.834                  | 0.007381     | 827.71  | -480179.300645 |
| XTZUSDT      | 0.0009426     | 0.001124    | 0.06995      | 65.52         | 0.01604      | 0.01549     | 0.03623        | 0.8741                 | 0.01         | 1233.66 | -480179.300943 |
| ICPUSDT      | 0.001179      | 0.001116    | 0.0538       | 46.72         | 0.007532     | 0.007458    | 0.01911        | 0.9488                 | 0.003767     | 269.89  | -480179.301179 |
| IOSTUSDT     | 0.0008281     | 0.001109    | 0.06871      | 50.6          | 0.01235      | 0.01557     | 0.01661        | 0.8165                 | 0.01062      | 1218.66 | -480179.300828 |
| KAVAUSDT     | 0.001105      | 0.001101    | 0.06805      | 49.38         | 0.01801      | 0.01938     | 0.0589         | 0.8516                 | 0.01148      | 1060.7  | -480179.301105 |
| ZECUSDT      | 0.0009855     | 0.001096    | 0.06483      | 48.02         | 0.0115       | 0.01365     | 0.04278        | 0.8456                 | 0.008469     | 1234.66 | -480179.300985 |
| ONTUSDT      | 0.0009031     | 0.001081    | 0.06987      | 40.88         | 0.01845      | 0.01969     | 0.07106        | 0.7822                 | 0.01335      | 1228.66 | -480179.300903 |
| GALAUSDT     | 0.0005358     | 0.001069    | 0.07935      | 30.65         | 0.01706      | 0.0385      | 0.1078         | 0.7639                 | 0.02491      | 643.85  | -479209.356312 |
| TLMUSDT      | 0.0009147     | 0.001056    | 0.06016      | 19.23         | 0.008185     | 0.007454    | 0.04032        | 0.9845                 | 0.001736     | 85.48   | -480179.300915 |
| FOOTBALLUSDT | 0.0009093     | 0.00105     | 0.03189      | 44.83         | 0.008432     | 0.007122    | 0.01605        | 0.9674                 | 0.001918     | 295.87  | -480179.300909 |
| LUNA2USDT    | 0.001231      | 0.001048    | 0.06078      | 37.9          | 0.01351      | 0.01409     | 0.03526        | 0.9016                 | 0.008321     | 286.87  | -480179.301231 |
| QTUMUSDT     | 0.0009042     | 0.001045    | 0.05961      | 84.42         | 0.01454      | 0.01832     | 0.0223         | 0.7896                 | 0.01123      | 1219.66 | -480179.300904 |
| BATUSDT      | 0.001053      | 0.001041    | 0.06991      | 62.38         | 0.01917      | 0.01815     | 0.06752        | 0.8616                 | 0.01071      | 1226.66 | -480179.301053 |
| LDOUSDT      | 0.001297      | 0.00104     | 0.0638       | 58.45         | 0.01782      | 0.01515     | 0.03964        | 0.8801                 | 0.007166     | 274.5   | -480179.301297 |
| BLZUSDT      | 0.0007635     | 0.001038    | 0.06948      | 53.05         | 0.01802      | 0.01927     | 0.03977        | 0.8141                 | 0.01179      | 1009.7  | -480179.300764 |
| PHBUSDT      | 0.0009987     | 0.001037    | 0.06862      | 40.82         | 0.01968      | 0.01547     | 0.07711        | 0.9562                 | 0.005222     | 127.39  | -480179.300999 |
| QNTUSDT      | 0.001107      | 0.001036    | 0.0601       | 87.65         | 0.01144      | 0.009888    | 0.05557        | 0.9545                 | 0.003476     | 246.89  | -480179.301107 |
| ARBUSDT      | 0.001462      | 0.001034    | 0.03534      | 48.47         | 0.01228      | 0.01088     | 0.08238        | 0.9829                 | 0.001718     | 92.37   | -480179.301462 |
| CKBUSDT      | 0.0008228     | 0.00103     | 0.05268      | 48.82         | 0.01018      | 0.009712    | 0.005958       | 0.9485                 | 0.004896     | 115.5   | -480179.300823 |
| LITUSDT      | 0.0009772     | 0.001019    | 0.06448      | 39.83         | 0.01705      | 0.01699     | 0.02366        | 0.8772                 | 0.007067     | 855.71  | -480179.300977 |
| ARUSDT       | 0.0004288     | 0.001016    | 0.07108      | 50.2          | 0.01942      | 0.01904     | 0.1372         | 0.8655                 | 0.01291      | 633.85  | -476460.238543 |
| ARPAUSDT     | 0.0009342     | 0.001013    | 0.06522      | 75.62         | 0.01345      | 0.0195      | 0.01583        | 0.8039                 | 0.01337      | 612.85  | -480179.300934 |
| IOTAUSDT     | 0.0007852     | 0.0009946   | 0.06901      | 56.02         | 0.01764      | 0.01657     | 0.07293        | 0.822                  | 0.008611     | 1227.66 | -480179.300785 |
| GMXUSDT      | 0.0008933     | 0.0009761   | 0.0642       | 34.85         | 0.009977     | 0.008197    | 0.02094        | 0.9627                 | 0.003555     | 126.39  | -480179.300893 |
| XLMUSDT      | 0.000911      | 0.000976    | 0.06528      | 60.73         | 0.01467      | 0.01716     | 0.08755        | 0.8171                 | 0.007976     | 1250.66 | -480179.300911 |
| ANTUSDT      | 0.0005941     | 0.0009738   | 0.02972      | 71.3          | 0.0136       | 0.01239     | 0.00735        | 0.9148                 | 0.003257     | 543.83  | -480179.300594 |
| LTCUSDT      | 0.0008137     | 0.0009553   | 0.06998      | 50.02         | 0.01474      | 0.0172      | 0.06327        | 0.7977                 | 0.01085      | 1261.66 | -480179.300814 |
| LEVERUSDT    | 0.0004674     | 0.0009522   | 0.06766      | 44.67         | 0.01749      | 0.01446     | 0.05309        | 0.9656                 | 0.00479      | 85.49   | -480179.300467 |
| BNBUSDT      | 0.000719      | 0.0009521   | 0.07         | 85.5          | 0.01359      | 0.01283     | 0.03504        | 0.8714                 | 0.006316     | 1229.66 | -480179.300719 |
| XEMUSDT      | 0.000648      | 0.0009355   | 0.04811      | 33.78         | 0.009182     | 0.01715     | 0.03183        | 0.8232                 | 0.01105      | 842.71  | -480179.300648 |
| C98USDT      | 4.92e-05      | 0.0009216   | 0.119        | 58.12         | 0.02016      | 0.03044     | 0.1964         | 0.8395                 | 0.02188      | 668.85  | -470429.609915 |
| BALUSDT      | 0.0007099     | 0.000907    | 0.06189      | 27.28         | 0.01497      | 0.01625     | 0.08347        | 0.84                   | 0.009991     | 1025.71 | -480179.30071  |
| TRXUSDT      | 0.001064      | 0.0009048   | 0.06945      | 42.37         | 0.01133      | 0.01343     | 0.0403         | 0.8779                 | 0.004927     | 1255.66 | -480179.301064 |
| 1000XECUSDT  | 0.0005267     | 0.0008928   | 0.08445      | 67.53         | 0.01666      | 0.02183     | 0.07193        | 0.7779                 | 0.01646      | 644.85  | -480160.885842 |
| BCHUSDT      | 0.0009523     | 0.0008912   | 0.06673      | 60.0          | 0.01354      | 0.01451     | 0.03476        | 0.8814                 | 0.005941     | 1270.0  | -480179.300952 |
| BLUEBIRDUSDT | 0.001021      | 0.0008594   | 0.0534       | 44.0          | 0.007215     | 0.007317    | 0.0404         | 0.9809                 | 0.001466     | 233.5   | -480179.301021 |
| VETUSDT      | 0.0006943     | 0.0008563   | 0.05444      | 71.55         | 0.01595      | 0.01745     | 0.03206        | 0.8093                 | 0.01002      | 1225.66 | -480179.300694 |
| IOTXUSDT     | 0.0008024     | 0.0008437   | 0.09487      | 34.68         | 0.01716      | 0.02304     | 0.06768        | 0.7929                 | 0.01651      | 680.85  | -480148.633216 |
| FXSUSDT      | 0.0002344     | 0.0008378   | 0.08588      | 29.6          | 0.01231      | 0.0187      | 0.06011        | 0.8885                 | 0.01399      | 154.87  | -480179.141393 |
| CTSIUSDT     | 0.0007114     | 0.000837    | 0.0465       | 25.52         | 0.01495      | 0.01707     | 0.08763        | 0.8163                 | 0.01006      | 605.85  | -480179.300711 |
| NEOUSDT      | 0.0009153     | 0.0008319   | 0.05628      | 54.88         | 0.01583      | 0.01968     | 0.02739        | 0.763                  | 0.01077      | 1222.63 | -480179.300915 |
| ATAUSDT      | 0.0006916     | 0.0008316   | 0.0518       | 53.78         | 0.01599      | 0.01635     | 0.02603        | 0.8501                 | 0.007875     | 661.85  | -480179.300692 |
