+----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
|                                                                                                long                                                                                                |
+--------------+---------------------------+---------------+------------------+-----------------+-------------------+------------------------------+-----------------+---------+---------------------+
| symbol       | adg_weighted_per_exposure | hrs_stuck_max | pa_distance_mean | pa_distance_std | loss_profit_ratio | eqbal_ratio_mean_of_10_worst | eqbal_ratio_std | n_days  | score               |
| ARPAUSDT     | 0.004479                  | 32.9          | 0.01285          | 0.02953         | 0.1888            | 0.7532                       | 0.02999         | 539.85  | -16007.004479152085 |
| FOOTBALLUSDT | 0.004451                  | 32.07         | 0.01724          | 0.0232          | 0.1248            | 0.8595                       | 0.02343         | 222.87  | -16007.004450681015 |
| RENUSDT      | 0.004286                  | 93.15         | 0.02134          | 0.0269          | 0.01821           | 0.7863                       | 0.02607         | 910.71  | -16007.004286398573 |
| QNTUSDT      | 0.004274                  | 39.48         | 0.01113          | 0.01428         | 0.04486           | 0.9493                       | 0.01453         | 173.89  | -16007.004273725921 |
| ZENUSDT      | 0.004207                  | 57.9          | 0.02095          | 0.02638         | 0.09099           | 0.8047                       | 0.02856         | 868.71  | -16007.004207267084 |
| GTCUSDT      | 0.004074                  | 24.72         | 0.01959          | 0.02596         | 0.04171           | 0.7839                       | 0.0272          | 669.85  | -16007.004073755197 |
| ENSUSDT      | 0.003968                  | 41.98         | 0.02009          | 0.02704         | 0.2592            | 0.8591                       | 0.02725         | 497.85  | -16007.00396774715  |
| CHRUSDT      | 0.003849                  | 46.13         | 0.01836          | 0.02352         | 0.04467           | 0.8173                       | 0.0229          | 760.71  | -16007.003849208479 |
| ANKRUSDT     | 0.003806                  | 75.95         | 0.01297          | 0.02653         | 0.2151            | 0.8139                       | 0.02646         | 805.71  | -16007.003806023946 |
| BLUEBIRDUSDT | 0.003684                  | 28.67         | 0.006415         | 0.006843        | 0.2378            | 0.9843                       | 0.006377        | 160.5   | -16007.003684469499 |
| BLZUSDT      | 0.003678                  | 69.28         | 0.02012          | 0.02661         | 0.05309           | 0.7076                       | 0.02839         | 936.7   | -16007.003678325804 |
| ICXUSDT      | 0.003633                  | 49.67         | 0.01852          | 0.02485         | 0.1881            | 0.7706                       | 0.02502         | 938.71  | -16007.003632656997 |
| WOOUSDT      | 0.003632                  | 67.67         | 0.0132           | 0.01268         | 0.2053            | 0.9616                       | 0.008592        | 368.85  | -16007.003632280976 |
| UNFIUSDT     | 0.003604                  | 50.58         | 0.02038          | 0.02795         | 0.2278            | 0.8734                       | 0.01264         | 781.71  | -16007.003604020283 |
| REEFUSDT     | 0.003505                  | 85.98         | 0.0124           | 0.02001         | 0.2693            | 0.9356                       | 0.01761         | 778.7   | -16007.0035053604   |
| ROSEUSDT     | 0.003423                  | 64.3          | 0.01949          | 0.02567         | 0.1799            | 0.805                        | 0.02297         | 466.85  | -16007.003423332368 |
| LPTUSDT      | 0.003418                  | 70.23         | 0.02569          | 0.02217         | 0.06557           | 0.8707                       | 0.01718         | 516.85  | -16007.003417904372 |
| BAKEUSDT     | 0.003394                  | 22.78         | 0.01374          | 0.02057         | 0.1607            | 0.7828                       | 0.0257          | 692.71  | -16007.003394119442 |
| ICPUSDT      | 0.003393                  | 82.88         | 0.00923          | 0.01435         | 0.2996            | 0.9832                       | 0.01165         | 196.89  | -16007.003393075458 |
| APEUSDT      | 0.003374                  | 55.65         | 0.0229           | 0.02476         | 0.2988            | 0.8786                       | 0.02257         | 390.37  | -16007.003373633139 |
| OCEANUSDT    | 0.003338                  | 58.25         | 0.01904          | 0.02351         | 0.1978            | 0.8542                       | 0.02212         | 889.71  | -16007.003338455288 |
| ARUSDT       | 0.003298                  | 42.95         | 0.02104          | 0.02782         | 0.03239           | 0.823                        | 0.0269          | 560.85  | -16007.00329811882  |
| DGBUSDT      | 0.003226                  | 79.88         | 0.02019          | 0.02542         | 0.1292            | 0.7988                       | 0.02516         | 720.85  | -16007.003226275694 |
| SFPUSDT      | 0.003226                  | 49.22         | 0.01622          | 0.02149         | 0.1842            | 0.9358                       | 0.008437        | 776.71  | -16007.00322568827  |
| 1000XECUSDT  | 0.003214                  | 84.58         | 0.01546          | 0.02428         | 0.05199           | 0.8493                       | 0.02446         | 571.85  | -16007.003214050237 |
| IMXUSDT      | 0.003182                  | 33.02         | 0.0113           | 0.0122          | 0.1838            | 0.9422                       | 0.009488        | 424.85  | -16007.003182351706 |
| STMXUSDT     | 0.003178                  | 52.12         | 0.01856          | 0.02532         | 0.1377            | 0.7591                       | 0.02671         | 750.71  | -16007.003177506747 |
| ANTUSDT      | 0.003074                  | 59.3          | 0.0161           | 0.02206         | 0.245             | 0.9502                       | 0.0173          | 470.83  | -16007.003073687898 |
| DENTUSDT     | 0.003059                  | 34.18         | 0.02009          | 0.02558         | 0.0374            | 0.7716                       | 0.02734         | 748.83  | -16007.003059255767 |
| ONEUSDT      | 0.003025                  | 84.95         | 0.01778          | 0.02098         | 0.2479            | 0.9143                       | 0.01358         | 754.71  | -16007.00302512107  |
| RLCUSDT      | 0.003009                  | 78.88         | 0.02091          | 0.02273         | 0.05172           | 0.8716                       | 0.01716         | 984.71  | -16007.003009131273 |
| MTLUSDT      | 0.002997                  | 66.5          | 0.01375          | 0.0283          | 0.2141            | 0.7161                       | 0.02791         | 741.71  | -16007.00299661942  |
| ZRXUSDT      | 0.002906                  | 22.35         | 0.01667          | 0.02373         | 0.1431            | 0.76                         | 0.02524         | 1021.62 | -16007.002906000773 |
| KAVAUSDT     | 0.002885                  | 47.8          | 0.01449          | 0.02465         | 0.1847            | 0.7891                       | 0.02616         | 987.7   | -16007.002885068148 |
| PEOPLEUSDT   | 0.002872                  | 44.82         | 0.01871          | 0.0248          | 0.01204           | 0.902                        | 0.008793        | 473.83  | -16007.002871875986 |
| ALPHAUSDT    | 0.002799                  | 33.62         | 0.01785          | 0.0188          | 0.2067            | 0.8952                       | 0.01656         | 869.71  | -16007.00279914213  |
| ALICEUSDT    | 0.002778                  | 50.73         | 0.01523          | 0.02242         | 0.2241            | 0.7945                       | 0.02368         | 756.87  | -16007.002777962945 |
| GRTUSDT      | 0.002766                  | 44.45         | 0.01628          | 0.02316         | 0.08838           | 0.7432                       | 0.02572         | 843.71  | -16007.00276644023  |
| XEMUSDT      | 0.002752                  | 82.27         | 0.01836          | 0.02578         | 0.1543            | 0.8233                       | 0.02443         | 769.71  | -16007.002752484754 |
| ENJUSDT      | 0.002687                  | 60.13         | 0.01605          | 0.02713         | 0.1793            | 0.7781                       | 0.02699         | 924.71  | -16007.00268707567  |
| HOTUSDT      | 0.002682                  | 21.78         | 0.009387         | 0.0213          | 0.2505            | 0.806                        | 0.02078         | 742.71  | -16007.002681887665 |
| STORJUSDT    | 0.002651                  | 21.72         | 0.01849          | 0.02705         | 0.03092           | 0.7892                       | 0.02976         | 937.7   | -16007.002651012117 |
| CRVUSDT      | 0.002643                  | 68.08         | 0.01625          | 0.02064         | 0.2588            | 0.9106                       | 0.01614         | 952.71  | -16007.002643119566 |
| MASKUSDT     | 0.002617                  | 48.03         | 0.0243           | 0.02949         | 0.02312           | 0.8047                       | 0.02435         | 592.85  | -16007.002616610109 |
| OGNUSDT      | 0.002587                  | 50.48         | 0.0226           | 0.02554         | 0.05753           | 0.8781                       | 0.01041         | 740.71  | -16007.002587317744 |
| CTKUSDT      | 0.002549                  | 65.97         | 0.01362          | 0.02676         | 0.2956            | 0.8129                       | 0.0287          | 873.71  | -16007.002549424353 |
| C98USDT      | 0.002548                  | 39.58         | 0.0173           | 0.02041         | 0.08759           | 0.8371                       | 0.01899         | 595.85  | -16007.002547713651 |
| AVAXUSDT     | 0.002524                  | 85.77         | 0.02083          | 0.02781         | 0.1581            | 0.7599                       | 0.02892         | 930.71  | -16007.002523619958 |
| DYDXUSDT     | 0.00252                   | 31.48         | 0.01672          | 0.02654         | 0.1484            | 0.8285                       | 0.02554         | 578.85  | -16007.002519799084 |
| DASHUSDT     | 0.002507                  | 79.85         | 0.0176           | 0.01856         | 0.1627            | 0.8748                       | 0.01447         | 1162.66 | -16007.002506860139 |
| 1INCHUSDT    | 0.0025                    | 50.67         | 0.01459          | 0.02638         | 0.2147            | 0.7218                       | 0.02792         | 837.58  | -16007.00249990706  |
| ONTUSDT      | 0.002344                  | 55.57         | 0.01842          | 0.02832         | 0.1633            | 0.755                        | 0.02917         | 1155.66 | -16007.002343811604 |
| TRBUSDT      | 0.002117                  | 58.85         | 0.01296          | 0.0137          | 0.2184            | 0.8943                       | 0.01029         | 950.71  | -16007.002117469121 |
| DEFIUSDT     | 0.002096                  | 71.98         | 0.01815          | 0.01966         | 0.1214            | 0.8808                       | 0.01548         | 956.71  | -16007.00209629823  |
| IOTXUSDT     | 0.002092                  | 23.15         | 0.02048          | 0.0236          | 0.09676           | 0.8322                       | 0.01864         | 607.85  | -16007.002091943265 |
| KLAYUSDT     | 0.002081                  | 80.23         | 0.01284          | 0.01442         | 0.04855           | 0.8908                       | 0.00905         | 546.85  | -16007.002081070052 |
| YFIUSDT      | 0.002075                  | 13.98         | 0.01384          | 0.01999         | 0.07927           | 0.7318                       | 0.02335         | 953.71  | -16007.00207527155  |
| APTUSDT      | 0.002003                  | 30.93         | 0.02134          | 0.02164         | 0.05981           | 0.9275                       | 0.01271         | 174.92  | -16007.00200255288  |
| SKLUSDT      | 0.001999                  | 75.73         | 0.02059          | 0.029           | 0.09383           | 0.7718                       | 0.0268          | 854.68  | -16007.001998850661 |
| HBARUSDT     | 0.001981                  | 17.88         | 0.01286          | 0.01302         | 0.2266            | 0.9083                       | 0.005533        | 755.71  | -16007.001981321628 |
| IOTAUSDT     | 0.001926                  | 80.47         | 0.02046          | 0.02982         | 0.05565           | 0.6902                       | 0.02677         | 1154.66 | -16007.001926256584 |
| ALGOUSDT     | 0.001886                  | 78.87         | 0.0119           | 0.01649         | 0.2307            | 0.9678                       | 0.01077         | 1029.62 | -16007.001886494865 |
| NEOUSDT      | 0.001866                  | 54.97         | 0.01388          | 0.01584         | 0.2293            | 0.9046                       | 0.01237         | 1149.63 | -16007.001866264618 |
| IOSTUSDT     | 0.001852                  | 75.63         | 0.01577          | 0.02745         | 0.1226            | 0.7793                       | 0.02641         | 1145.66 | -16007.001851823909 |
| 1000SHIBUSDT | 0.001847                  | 26.73         | 0.01231          | 0.01829         | 0.2642            | 0.936                        | 0.006986        | 701.26  | -16007.001847421016 |
| KNCUSDT      | 0.001813                  | 48.12         | 0.02061          | 0.02891         | 0.1569            | 0.7462                       | 0.02999         | 1023.63 | -16007.001813110968 |
| RSRUSDT      | 0.001803                  | 55.95         | 0.01836          | 0.01765         | 0.09515           | 0.8623                       | 0.01175         | 904.7   | -16007.00180311231  |
| UNIUSDT      | 0.001708                  | 51.78         | 0.01479          | 0.0168          | 0.2434            | 0.9188                       | 0.01195         | 935.71  | -16007.001707623946 |
| EOSUSDT      | 0.001708                  | 51.25         | 0.0153           | 0.02276         | 0.1268            | 0.7756                       | 0.0217          | 1189.66 | -16007.001707573254 |
| COMPUSDT     | 0.001688                  | 84.78         | 0.02036          | 0.02206         | 0.02251           | 0.8569                       | 0.0157          | 1015.62 | -16007.001687730415 |
| LTCUSDT      | 0.001674                  | 77.7          | 0.01934          | 0.02919         | 0.2173            | 0.7866                       | 0.02828         | 1188.66 | -16007.001674303538 |
| TOMOUSDT     | 0.001669                  | 70.23         | 0.01049          | 0.009519        | 0.2288            | 0.9649                       | 0.004833        | 911.71  | -16007.00166850067  |
| BATUSDT      | 0.00164                   | 60.22         | 0.0126           | 0.01397         | 0.3               | 0.9107                       | 0.009261        | 1153.66 | -16007.001639700567 |
| ZECUSDT      | 0.001612                  | 51.47         | 0.01923          | 0.02518         | 0.192             | 0.7557                       | 0.02672         | 1161.66 | -16007.001611870342 |
| KSMUSDT      | 0.001607                  | 50.58         | 0.01466          | 0.01714         | 0.2752            | 0.9011                       | 0.01584         | 909.71  | -16007.001606683945 |
| OPUSDT       | 0.001599                  | 30.62         | 0.01879          | 0.01992         | 0.2442            | 0.9437                       | 0.006117        | 314.41  | -16007.001598723466 |
| QTUMUSDT     | 0.001593                  | 64.5          | 0.02117          | 0.02991         | 0.05171           | 0.7753                       | 0.02268         | 1146.66 | -16007.001592633067 |
| THETAUSDT    | 0.001549                  | 48.67         | 0.02674          | 0.02907         | 0.09263           | 0.8135                       | 0.02082         | 1049.66 | -16007.001549036038 |
| SNXUSDT      | 0.001543                  | 31.68         | 0.01881          | 0.02814         | 0.1949            | 0.7286                       | 0.02703         | 970.7   | -16007.001543068276 |
| XMRUSDT      | 0.001466                  | 54.82         | 0.01368          | 0.01957         | 0.09997           | 0.8443                       | 0.01892         | 1163.66 | -16007.001466126982 |
| NEARUSDT     | 0.001457                  | 40.82         | 0.01988          | 0.02009         | 0.1137            | 0.8531                       | 0.01653         | 908.66  | -16007.00145746109  |
| MKRUSDT      | 0.001447                  | 23.93         | 0.01917          | 0.01742         | 0.09101           | 0.9057                       | 0.01014         | 971.71  | -16007.001446821203 |
| CELRUSDT     | 0.001406                  | 70.47         | 0.01684          | 0.01686         | 0.04078           | 0.9269                       | 0.007306        | 743.71  | -16007.001405928466 |
| SUSHIUSDT    | 0.001405                  | 54.67         | 0.02178          | 0.02307         | 0.08678           | 0.8959                       | 0.01062         | 949.71  | -16007.001405065355 |
| FLMUSDT      | 0.001384                  | 78.17         | 0.01613          | 0.01674         | 0.2147            | 0.9351                       | 0.01316         | 924.71  | -16007.00138380628  |
| SXPUSDT      | 0.001354                  | 27.47         | 0.01571          | 0.01841         | 0.2702            | 0.926                        | 0.00619         | 994.62  | -16007.001354126907 |
| STGUSDT      | 0.001326                  | 81.85         | 0.02113          | 0.0278          | 0.04307           | 0.8527                       | 0.02207         | 229.5   | -16007.001326441488 |
| ATOMUSDT     | 0.001299                  | 72.58         | 0.01319          | 0.02976         | 0.2746            | 0.7255                       | 0.02694         | 1159.49 | -16007.00129947826  |
| LINKUSDT     | 0.001264                  | 84.93         | 0.02027          | 0.02925         | 0.1058            | 0.7279                       | 0.02903         | 1180.66 | -16007.001264392296 |
| COTIUSDT     | 0.001262                  | 42.5          | 0.01284          | 0.01173         | 0.1535            | 0.9424                       | 0.007773        | 762.71  | -16007.001261915495 |
| CHZUSDT      | 0.001166                  | 23.5          | 0.01129          | 0.01275         | 0.1821            | 0.8833                       | 0.01285         | 810.71  | -16007.001165682494 |
| TRXUSDT      | 0.001085                  | 75.02         | 0.01369          | 0.01637         | 0.0934            | 0.9017                       | 0.008031        | 1182.66 | -16007.001085143871 |
| OMGUSDT      | 0.001082                  | 60.98         | 0.0235           | 0.02834         | 0.1744            | 0.6843                       | 0.02852         | 1013.62 | -16007.001082431969 |
| MANAUSDT     | 0.001082                  | 43.97         | 0.01282          | 0.01895         | 0.2841            | 0.9077                       | 0.005684        | 757.71  | -16007.001082339448 |
| LRCUSDT      | 0.001048                  | 33.33         | 0.01646          | 0.02119         | 0.06936           | 0.802                        | 0.01886         | 904.7   | -16007.001048086328 |
| MATICUSDT    | 0.0009805                 | 48.28         | 0.01477          | 0.01863         | 0.2685            | 0.8863                       | 0.009728        | 901.71  | -16007.000980514189 |
| BELUSDT      | 0.0009767                 | 69.0          | 0.02409          | 0.02972         | 0.04726           | 0.8404                       | 0.01246         | 874.71  | -16007.000976703115 |
| SANDUSDT     | 0.0009651                 | 37.73         | 0.01541          | 0.01711         | 0.05918           | 0.868                        | 0.01232         | 806.71  | -16007.000965087274 |
| SOLUSDT      | 0.0009274                 | 42.75         | 0.0176           | 0.01938         | 0.2573            | 0.8719                       | 0.01418         | 939.71  | -16007.000927399997 |
| RVNUSDT      | 0.0009059                 | 40.1          | 0.0245           | 0.0295          | 0.1697            | 0.8011                       | 0.02984         | 777.71  | -16007.000905891036 |
| XTZUSDT      | 0.0008776                 | 74.98         | 0.0102           | 0.01375         | 0.2642            | 0.9345                       | 0.01091         | 1160.66 | -16007.00087762477  |
| BCHUSDT      | 0.0008287                 | 55.95         | 0.02206          | 0.0283          | 0.2557            | 0.8031                       | 0.02485         | 1197.0  | -16007.000828736804 |
| FILUSDT      | 0.0007947                 | 47.65         | 0.01477          | 0.01843         | 0.1483            | 0.8516                       | 0.01331         | 907.75  | -16007.000794709631 |
| BALUSDT      | 0.0007827                 | 86.08         | 0.01513          | 0.01327         | 0.2858            | 0.9568                       | 0.007316        | 952.71  | -16007.00078266926  |
| XLMUSDT      | 0.0007308                 | 34.42         | 0.01355          | 0.02839         | 0.2725            | 0.7217                       | 0.02933         | 1177.66 | -16007.000730803455 |
| GALAUSDT     | 0.0006635                 | 68.97         | 0.02384          | 0.02935         | 0.2117            | 0.9106                       | 0.006486        | 570.85  | -16007.000663503932 |
| BTCUSDT      | 0.0006532                 | 86.98         | 0.009039         | 0.008398        | 0.2599            | 0.9639                       | 0.004013        | 1197.0  | -16007.000653238669 |
| RUNEUSDT     | 0.0006471                 | 65.12         | 0.02429          | 0.02312         | 0.1531            | 0.8948                       | 0.01204         | 949.7   | -16007.000647096109 |
| BANDUSDT     | 0.0006053                 | 77.3          | 0.01128          | 0.0108          | 0.2202            | 0.9492                       | 0.001802        | 986.71  | -16007.00060525319  |
| ZILUSDT      | 0.000598                  | 95.08         | 0.01888          | 0.02447         | 0.2302            | 0.9396                       | 0.005467        | 1027.62 | -16007.000597978149 |
| XRPUSDT      | 0.0005187                 | 54.52         | 0.01852          | 0.02395         | 0.1709            | 0.7552                       | 0.01805         | 1191.65 | -16007.000518676694 |
| WAVESUSDT    | 0.0005173                 | 62.12         | 0.02455          | 0.0299          | 0.07755           | 0.7241                       | 0.02704         | 972.71  | -16007.000517312576 |
| DOGEUSDT     | 0.0004939                 | 32.95         | 0.009624         | 0.01137         | 0.1253            | 0.8719                       | 0.005704        | 1005.62 | -16007.000493945365 |
| BTCDOMUSDT   | 0.0004575                 | 46.6          | 0.004584         | 0.00444         | 0.1689            | 0.966                        | 0.003071        | 659.85  | -16007.00045745376  |
| AXSUSDT      | 0.0004467                 | 86.55         | 0.01726          | 0.01844         | 0.2393            | 0.8953                       | 0.00497         | 872.7   | -16007.00044671508  |
| DOTUSDT      | 0.0003902                 | 33.68         | 0.008889         | 0.007761        | 0.2232            | 0.9651                       | 0.002221        | 962.71  | -16007.000390207802 |
| ETHUSDT      | 0.0003785                 | 49.3          | 0.006445         | 0.005703        | 0.2696            | 0.9772                       | 0.002034        | 1197.0  | -16007.000378541234 |
| ADAUSDT      | 0.000378                  | 53.83         | 0.0096           | 0.008721        | 0.2306            | 0.9641                       | 0.003307        | 1166.66 | -16007.00037800637  |
| VETUSDT      | 0.0003595                 | 84.18         | 0.01301          | 0.01256         | 0.2881            | 0.957                        | 0.007469        | 1152.66 | -16007.000359480604 |
| AAVEUSDT     | 0.000248                  | 72.23         | 0.01157          | 0.01049         | 0.21              | 0.9438                       | 0.003479        | 907.71  | -16007.000247952128 |
| ETCUSDT      | 0.0001994                 | 41.78         | 0.009825         | 0.008828        | 0.2781            | 0.9687                       | 0.00083         | 1181.66 | -16007.000199406408 |
| BNBUSDT      | 0.0001884                 | 95.67         | 0.007467         | 0.006868        | 0.2829            | 0.9613                       | 0.00123         | 1156.66 | -16007.000188433223 |
| EGLDUSDT     | 0.0001508                 | 59.32         | 0.01177          | 0.01192         | 0.2496            | 0.8994                       | 0.006154        | 939.71  | -16007.000150782143 |
| GMTUSDT      | 0.001547                  | 13.5          | 0.0267           | 0.03967         | 0.219             | 0.8344                       | 0.01673         | 392.83  | -15997.33010629152  |
| FTMUSDT      | 0.0001401                 | 37.78         | 0.01116          | 0.01124         | 0.3232            | 0.9317                       | 0.004276        | 929.71  | -15774.624543886923 |
+--------------+---------------------------+---------------+------------------+-----------------+-------------------+------------------------------+-----------------+---------+---------------------+

