+-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
|                                                                                               long                                                                                              |
+-----------+---------------------------+---------------+------------------+-----------------+-------------------+------------------------------+-----------------+---------+---------------------+
| symbol    | adg_weighted_per_exposure | hrs_stuck_max | pa_distance_mean | pa_distance_std | loss_profit_ratio | eqbal_ratio_mean_of_10_worst | eqbal_ratio_std | n_days  | score               |
| BATUSDT   | 0.0006905                 | 71.55         | 0.01031          | 0.008976        | 0.1032            | 0.9082                       | 0.004845        | 1122.62 | -36012.50069047166  |
| ETCUSDT   | 0.0006802                 | 85.82         | 0.01159          | 0.009565        | 0.06211           | 0.8757                       | 0.003285        | 1150.62 | -36012.50068021558  |
| IOSTUSDT  | 0.0006662                 | 76.15         | 0.0108           | 0.01194         | 0.1447            | 0.8588                       | 0.007613        | 1114.62 | -36012.50066616246  |
| OMGUSDT   | 0.000666                  | 80.43         | 0.01366          | 0.01061         | 0.2336            | 0.8886                       | 0.004756        | 982.58  | -36012.5006660381   |
| DOGEUSDT  | 0.0006499                 | 75.42         | 0.00998          | 0.008395        | 0.01591           | 0.9193                       | 0.002507        | 974.58  | -36012.500649860056 |
| TRXUSDT   | 0.0006465                 | 82.5          | 0.008499         | 0.009859        | 0.2278            | 0.8975                       | 0.008224        | 1151.62 | -36012.500646537956 |
| QTUMUSDT  | 0.000643                  | 83.52         | 0.01118          | 0.009409        | 0.06003           | 0.8755                       | 0.004666        | 1115.62 | -36012.50064298996  |
| EOSUSDT   | 0.0006391                 | 84.47         | 0.01153          | 0.01217         | 0.0928            | 0.8401                       | 0.007963        | 1158.62 | -36012.50063908527  |
| XLMUSDT   | 0.0006342                 | 69.27         | 0.009308         | 0.009271        | 0.2563            | 0.8771                       | 0.008311        | 1146.62 | -36012.50063416282  |
| ZECUSDT   | 0.0006215                 | 81.1          | 0.0113           | 0.01105         | 0.03981           | 0.8782                       | 0.007653        | 1130.62 | -36012.50062149671  |
| FILUSDT   | 0.0005981                 | 78.13         | 0.01109          | 0.01175         | 0.0908            | 0.8457                       | 0.006401        | 876.71  | -36012.50059805094  |
| ALPHAUSDT | 0.0005857                 | 79.17         | 0.01776          | 0.0156          | 0.08805           | 0.9126                       | 0.003633        | 838.67  | -36012.50058566664  |
| WAVESUSDT | 0.0005843                 | 82.25         | 0.01426          | 0.01083         | 0.1342            | 0.9163                       | 0.001971        | 941.67  | -36012.500584293244 |
| AVAXUSDT  | 0.0005727                 | 94.5          | 0.01937          | 0.01654         | 0.222             | 0.8451                       | 0.009971        | 899.67  | -36012.50057271946  |
| DOTUSDT   | 0.0005632                 | 71.83         | 0.01144          | 0.01201         | 0.2208            | 0.9037                       | 0.008489        | 931.67  | -36012.500563169786 |
| ETHUSDT   | 0.0005607                 | 77.52         | 0.01073          | 0.009748        | 0.2023            | 0.8233                       | 0.006583        | 1165.96 | -36012.50056068558  |
| RVNUSDT   | 0.0005314                 | 72.53         | 0.01375          | 0.01373         | 0.11              | 0.8922                       | 0.006556        | 746.67  | -36012.50053142459  |
| BCHUSDT   | 0.0005292                 | 62.87         | 0.01133          | 0.01051         | 0.1023            | 0.8587                       | 0.008177        | 1165.96 | -36012.500529190154 |
| DASHUSDT  | 0.0005203                 | 83.13         | 0.01103          | 0.008759        | 0.07364           | 0.9069                       | 0.003476        | 1131.62 | -36012.500520308175 |
| MATICUSDT | 0.0004886                 | 94.52         | 0.01659          | 0.0153          | 0.07534           | 0.8554                       | 0.00933         | 870.67  | -36012.50048855157  |
| MTLUSDT   | 0.000477                  | 95.77         | 0.02126          | 0.02312         | 0.0               | 0.8577                       | 0.009857        | 710.67  | -36012.50047703471  |
| LINAUSDT  | 0.0004535                 | 69.22         | 0.01174          | 0.01394         | 0.1304            | 0.8198                       | 0.008689        | 722.67  | -36012.50045354408  |
| LRCUSDT   | 0.0004413                 | 91.73         | 0.02232          | 0.02375         | 0.06768           | 0.9192                       | 0.00628         | 873.67  | -36012.500441309356 |
| AAVEUSDT  | 0.0004401                 | 81.83         | 0.01253          | 0.008977        | 0.1994            | 0.9424                       | 0.00145         | 876.67  | -36012.50044009773  |
| COMPUSDT  | 0.000414                  | 89.95         | 0.01801          | 0.01653         | 0.0625            | 0.9114                       | 0.005715        | 984.58  | -36012.500414018294 |
| RUNEUSDT  | 0.0003833                 | 88.75         | 0.0155           | 0.01118         | 0.0686            | 0.9546                       | 0.003212        | 918.67  | -36012.500383339226 |
| ICXUSDT   | 0.0003401                 | 95.9          | 0.02022          | 0.01716         | 0.1252            | 0.9399                       | 0.004303        | 907.67  | -36012.500340126804 |
| STORJUSDT | 0.0003225                 | 82.5          | 0.0148           | 0.01488         | 0.0               | 0.9111                       | 0.003525        | 906.67  | -36012.50032249851  |
| BNBUSDT   | 0.0001204                 | 95.92         | 0.0129           | 0.008345        | 0.01761           | 0.9638                       | 0.00126         | 1125.62 | -36012.50012037744  |
| BTCUSDT   | 0.0001967                 | 120.9         | 0.006574         | 0.00432         | 0.2768            | 0.9407                       | 0.001032        | 1165.96 | -35763.83353008189  |
| BELUSDT   | 0.0008911                 | 235.7         | 0.02498          | 0.02118         | 0.0               | 0.9483                       | 0.001796        | 843.67  | -34615.167557751694 |
| AXSUSDT   | -0.0001988                | 107.8         | 0.0142           | 0.01187         | 0.7674            | 0.6812                       | 0.00531         | 841.67  | -31220.727832056735 |
| UNFIUSDT  | -0.005672                 | 87.2          | 0.01513          | 0.01249         | 1.023             | 0.5568                       | 0.00733         | 750.67  | -28784.93565848282  |
| FTMUSDT   | -0.001526                 | 18.42         | 0.01424          | 0.01516         | 1.08              | 0.7405                       | 0.006192        | 898.67  | -28216.614551205414 |
+-----------+---------------------------+---------------+------------------+-----------------+-------------------+------------------------------+-----------------+---------+---------------------+

