trade_id,price,side,pos_side,type,qty,pnl,fee_paid,long_pos_size,long_pos_price,shrt_pos_size,shrt_pos_price,liq_diff,equity,pnl_plus_fees_cumsum,loss_cumsum,profit_cumsum,fee_paid_cumsum,balance,liq_price,timestamp,progress,drawdown,gain,n_days,average_daily_gain,hours_since_long_pos_change,hours_since_shrt_pos_change,hours_since_pos_change_max
11,2.6159,buy,long,entry,2.9,0.0,-0.0013654998000000001,2.9,2.6159,0.0,,1.0,29.996604500200004,-0.0013654998000000001,0.0,0.0,-0.0013654998000000001,29.9986345002,0.0,1613290544769.0,6.5415467011426e-07,6.767432627196924e-05,0.9998868166733335,3.472222222222222e-08,0.0,0.0,0.0,0.0
77390,2.4182,buy,long,reentry,4.3,0.0,-0.0018716868000000003,7.2,2.4978291666666665,0.0,,1.0,29.4227128134,-0.0032371866000000006,0.0,0.0,-0.0032371866000000006,29.9967628134,0.0,1613309579223.0,0.00460227544728569,0.019510437519498876,0.98075709378,0.22030621527777777,0.9155800173418515,0.0,0.0,0.0
158612,2.1828,buy,long,reentry,10.9,0.0,-0.0042826536,18.1,2.3081154696132598,0.0,,1.0,27.7224601598,-0.007519840200000001,0.0,0.0,-0.007519840200000001,29.9924801598,0.655002381148771,1613316231095.0,0.009432434594196636,0.0818837861760814,0.9240820053266667,0.29729547453703703,0.7667643781365838,0.0,0.0,0.0
193398,2.3181,sel,long,close,-3.3,0.03294895027624225,-0.0013769513999999999,14.8,2.3081154696132598,0.0,,0.7174521692913594,30.173303208399997,0.024052158676242247,0.0,0.03294895027624225,-0.0088967916,30.02405215867624,0.2811501979172335,1613319600091.0,0.011501109535523423,0.00494646040882276,1.0057767736133332,0.3362884837962963,1.0172761389979508,0.0,0.0,0.0
193419,2.3211,sel,long,close,-3.3,0.04284895027624262,-0.0013787334,11.5,2.3081154696132598,0.0,,0.8788772195772732,30.215994475,0.06552237555248487,0.0,0.07579790055248486,-0.010275525,30.065522375552483,0.0,1613319600441.0,0.011502358376257278,0.004979882412012379,1.0071998158333333,0.3362925347222222,1.021561847908001,0.0,0.0,0.0
193446,2.324,sel,long,close,-3.3,0.0524189502762423,-0.001380456,8.2,2.3081154696132598,0.0,,1.0,30.248454018999993,0.11656086982872717,0.0,0.12821685082872716,-0.011655981000000001,30.116560869828724,0.0,1613319600599.0,0.011503964028629377,0.0043603269472358075,1.0082818006333332,0.33629436342592595,1.0248284413762578,0.0,0.0,0.0
193571,2.324,sel,long,close,-3.3,0.0524189502762423,-0.001380456,4.9,2.3081154696132598,0.0,,1.0,30.245923562999995,0.16759936410496945,0.0,0.18063580110496946,-0.013036437000000001,30.167599364104966,0.0,1613319619410.0,0.01151139760442613,0.0025895786826242977,1.0081974521,0.3365120833333333,1.0245574362942749,0.0,0.0,0.0
193582,2.324,sel,long,close,-3.3,0.0524189502762423,-0.001380456,1.6,2.3081154696132598,0.0,,1.0,30.244213106999993,0.21863785838121175,0.0,0.23305475138121176,-0.014416893000000002,30.218637858381207,0.0,1613319620520.0,0.011512051759096243,0.0008456245341316729,1.0081404368999998,0.33652493055555555,1.0243843244919655,0.0,0.0,0.0
193594,2.3211,sel,long,close,-1.6,0.020775248618784305,-0.0006684768,0.0,,0.0,,1.0,30.238744630199992,0.23874463019999606,0.0,0.25382999999999606,-0.015085369800000002,30.238744630199992,0.0,1613319621407.0,0.011512765382372732,0.0,1.0079581543399998,0.33653519675925925,1.0238332978943763,0.0,0.0,0.0
193604,2.3219,buy,long,entry,3.3,0.0,-0.0013792086,3.3,2.3219,0.0,,1.0,30.234395421599995,0.23736542159999607,0.0,0.25382999999999606,-0.016464578400000002,30.237365421599993,0.0,1613319622198.0,0.011513360068436472,9.823249178899987e-05,1.00781318072,0.33654435185185183,1.0233951484172576,0.0,0.0,0.0
