trade_id,qty,price,side,type,fee_paid,pnl,pside,long_psize,long_pprice,shrt_psize,shrt_pprice,liq_price,liq_diff,equity,available_margin,balance,timestamp,gain,n_days,closest_liq,average_daily_gain
66158,-0.065,78.11,sel,initial_shrt_entry,-0.0009138870000000002,0.0,shrt,0.0,,-0.065,78.11,15309.615173084538,194.90038609193266,999.996486113,998.3041027796667,999.999086113,1581020039560.0,0.999996486113,0.001065486111111111,1.0,0.0
67078,-0.159,79.72,sel,shrt_reentry,-0.0022815864,0.0,shrt,0.0,,-0.224,79.2528125,4498.538872553924,55.42216069928414,999.8899145265999,993.9723711932666,999.9968045265999,1581037730682.0,0.9998899145265999,0.2058238425925926,1.0,0.0
68361,0.224,78.57,buy,shrt_close,-0.0031679424,0.15295000000000256,shrt,0.0,,0.0,79.2528125,0.0,1.0,1000.1465865841999,1000.1465865841999,1000.1465865841999,1581048616214.0,1.0001465865841999,0.3318137962962963,1.0,0.0
68363,-0.064,78.7,sel,initial_shrt_entry,-0.0009066240000000001,0.0,shrt,0.0,,-0.064,78.7,15550.471534037744,196.41616775470033,1000.1411999602,998.4622666268666,1000.1456799601999,1581048617457.0,1.0001411999602,0.33182818287037036,1.0,0.0
69271,-0.157,80.3,sel,shrt_reentry,-0.002269278,0.0,shrt,0.0,,-0.221,79.83665158371042,4559.774699530487,55.77717220184891,1000.0388006822,994.1575006822,1000.1434106821999,1581061098533.0,1.0000388006821999,0.4762850810185185,1.0,0.0
72859,0.221,79.15,buy,shrt_close,-0.0031485870000000004,0.15175000000000163,shrt,0.0,,0.0,79.83665158371042,0.0,1.0,1000.2920120952,1000.2920120952,1000.2920120952,1581108068375.0,1.0002920120952,1.0199175115740742,1.0,1.0002863087057126
72910,-0.064,78.98,sel,initial_shrt_entry,-0.0009098496000000001,0.0,shrt,0.0,,-0.064,78.98,15552.998487710394,195.89832241689322,1000.2904622456,998.6055555789334,1000.2911022456,1581108091395.0,1.0002904622456,1.0201839467592593,1.0,1.0002847147438534
74217,0.064,78.3,buy,shrt_close,-0.000902016,0.04352000000000044,shrt,0.0,,0.0,78.98,0.0,1.0,1000.3337202296,1000.3337202296,1000.3337202296,1581124587082.0,1.0003337202295999,1.21110625,1.0,1.0002755419060574
74220,-0.064,78.28,sel,initial_shrt_entry,-0.0009017856000000001,0.0,shrt,0.0,,-0.064,78.28,15552.95078038366,197.65820386235353,1000.332178444,998.6622051106666,1000.3328184439999,1581124596796.0,1.000332178444,1.2112186805555556,1.0,1.000274243478514
74483,0.064,77.6,buy,shrt_close,-0.000893952,0.04352000000000044,shrt,0.0,,0.0,78.28,0.0,1.0,1000.3754444919999,1000.3754444919999,1000.3754444919999,1581129221777.0,1.0003754444919999,1.2647485532407408,1.0,1.0002968414076554
74515,-0.065,77.78,sel,initial_shrt_entry,-0.0009100260000000001,0.0,shrt,0.0,,-0.065,77.78,15315.007379527797,195.87630003249512,1000.3738844659999,998.6886511326666,1000.3745344659999,1581129285645.0,1.000373884466,1.2654877662037036,1.0,1.000295435337192
74707,0.065,77.23,buy,initial_long_entry,-0.0009035910000000001,0.0,long,0.065,77.23,-0.065,77.78,769545.6775961564,9967.20825901757,1000.4093808749999,997.0508308749999,1000.3736308749999,1581131213614.0,1.0004093808749999,1.2878022222222223,1.0,1.000317876568297
74713,0.065,77.11,buy,shrt_close,-0.000902187,0.04355000000000011,shrt,0.065,77.23,0.0,77.78,0.0,1.0,1000.4078286879999,998.7345120213332,1000.4162786879999,1581131259084.0,1.0004078286879998,1.2883284953703704,1.0,1.0003165420006166
74981,-0.065,77.78,sel,initial_shrt_entry,-0.0009100260000000001,0.0,shrt,0.065,77.23,-0.065,77.78,769577.7835861563,9889.474021156102,1000.4511186619999,997.0925686619998,1000.4153686619999,1581135065372.0,1.000451118662,1.3323827546296296,1.0,1.000338561333927
74989,-0.065,77.9,sel,long_close,-0.0009114300000000001,0.04355000000000011,long,0.0,77.23,-0.065,77.78,15316.278861111956,195.5893834053646,1000.4495572319998,998.7643238986665,1000.4580072319999,1581135143573.0,1.0004495572319998,1.3332878587962962,1.0,1.000337160481614
75944,-0.159,79.34,sel,shrt_reentry,-0.0022707108000000003,0.0,shrt,0.0,77.23,-0.224,78.88732142857144,4500.20551856966,55.70621873197657,1000.3498565212,994.4596031878666,1000.4557365211999,1581151381136.0,1.0003498565212,1.5212226157407407,1.0,1.0002299699936956
79662,-0.55,81.58,sel,shrt_reentry,-0.00807642,0.0,shrt,0.0,77.23,-0.774,80.8007235142119,1359.771049327398,15.665903288728988,999.8367601012,978.9901734345333,1000.4476601012,1581190068718.0,0.9998367601011999,1.9689955555555556,1.0,0.9999170915059767
89705,-1.901,87.12,sel,shrt_reentry,-0.029810721600000006,0.0,shrt,0.0,77.23,-2.675,85.29154392523367,454.73220297199964,4.219008412395268,995.4999793796001,919.4483527129333,1000.4178493795999,1581286703098.0,0.9954999793796001,3.0874490277777777,1.0,0.998540256535613
92742,2.675,84.56,buy,shrt_close,-0.04071564,1.9568800000000564,shrt,0.0,77.23,0.0,85.29154392523367,0.0,1.0,1002.3340137396,1002.3340137396,1002.3340137396,1581314304649.0,1.0023340137396,3.406911423611111,1.0,1.0006845179359733
92896,-0.06,83.42,sel,initial_shrt_entry,-0.0009009360000000001,0.0,shrt,0.0,77.23,-0.06,83.42,16622.744435702967,197.93183862736913,1002.3247128035999,1000.6563128035999,1002.3331128036,1581314332477.0,1.0023247128036,3.4072335069444444,1.0,1.0006817279284965
