trade_id,price,side,pos_side,type,qty,pnl,fee_paid,long_pos_size,long_pos_price,shrt_pos_size,shrt_pos_price,liq_diff,equity,pnl_plus_fees_cumsum,loss_cumsum,profit_cumsum,fee_paid_cumsum,balance,liq_price,timestamp,progress,drawdown,gain,n_days,average_daily_gain,hours_since_long_pos_change,hours_since_shrt_pos_change,hours_since_pos_change_max
18092,12.003,buy,long,entry,0.5,0.0,-0.0010802700000000001,0.5,12.003,0.0,,1.0,29.998419730000002,-0.0010802700000000001,0.0,0.0,-0.0010802700000000001,29.99891973,0.0,1613638665138.0,0.0030569181189646693,1.6667544640653464e-05,0.9999473243333334,0.08175211805555556,0.0,0.0,0.0,0.0
18257,12.124,sel,long,close,-0.5,0.06050000000000022,-0.00109116,0.0,,0.0,,1.0,30.05832857,0.05832857000000022,0.0,0.06050000000000022,-0.0021714300000000002,30.05832857,0.0,1613638693236.0,0.003084797374416204,0.0,1.0019442856666667,0.08207732638888889,0.0,0.0,0.0,0.0
23492,12.084,buy,long,entry,0.5,0.0,-0.00108756,0.5,12.084,0.0,,1.0,30.055741010000002,0.05724101000000022,0.0,0.06050000000000022,-0.0032589900000000002,30.057241010000002,0.0,1613642026316.0,0.003969330115560359,4.9907270610995216e-05,1.0018580336666667,0.1206546412037037,0.0,0.0,0.0,0.0
23608,12.205,sel,long,close,-0.5,0.06050000000000022,-0.0010984500000000002,0.0,,0.0,,1.0,30.116642560000003,0.11664256000000044,0.0,0.12100000000000044,-0.004357440000000001,30.116642560000003,0.0,1613642071440.0,0.003988930076968711,0.0,1.0038880853333334,0.12117690972222223,0.0,0.0,0.0,0.0
26969,12.113,buy,long,entry,0.5,0.0,-0.0010901700000000001,0.5,12.113,0.0,,1.0,30.11405239,0.11555239000000044,0.0,0.12100000000000044,-0.00544761,30.11555239,0.0,1613644480669.0,0.00455682206225725,4.9810632610115373e-05,1.0038017463333333,0.14906150462962964,0.0,0.0,0.0,0.0
30213,11.693,buy,long,reentry,0.5,0.0,-0.00105237,1.0,11.902999999999999,0.0,,1.0,29.902500020000005,0.11450002000000044,0.0,0.12100000000000044,-0.006499980000000001,30.11450002,0.0,1613648063435.0,0.005104945120952883,0.0070897082136343785,0.9967500006666669,0.1905287037037037,0.0,0.0,0.0,0.0
39555,12.023,sel,long,close,-0.5,0.0600000000000005,-0.00108207,0.5,11.902999999999999,0.0,,1.0,30.234917950000003,0.17341795000000093,0.0,0.18100000000000094,-0.007582050000000001,30.17341795,0.0,1613654784939.0,0.006683417875063425,0.002034071999193314,1.0078305983333335,0.26832388888888886,0.0,0.0,0.0,0.0
39557,12.031,sel,long,close,-0.5,0.06400000000000095,-0.0010827900000000001,0.0,,0.0,,1.0,30.236335160000003,0.23633516000000188,0.0,0.24500000000000188,-0.00866484,30.236335160000003,0.0,1613654784939.0,0.0066837558054325345,0.0,1.0078778386666667,0.26832388888888886,0.0,0.0,0.0,0.0
40015,11.868,buy,long,entry,0.5,0.0,-0.00106812,0.5,11.868,0.0,,1.0,30.234267040000002,0.23526704000000187,0.0,0.24500000000000188,-0.00973296,30.235267040000004,0.0,1613655237317.0,0.006761141859958614,3.307505350396687e-05,1.0078089013333333,0.27355974537037037,0.0,0.0,0.0,0.0
43280,11.987,sel,long,close,-0.5,0.059499999999999886,-0.00107883,0.0,,0.0,,1.0,30.293688210000003,0.2936882100000018,0.0,0.30450000000000177,-0.01081179,30.293688210000003,0.0,1613658895360.0,0.007312813187529897,0.0,1.009789607,0.31589820601851853,0.0,0.0,0.0,0.0
45286,11.844,buy,long,entry,0.5,0.0,-0.00106596,0.5,11.844,0.0,,1.0,30.289122250000005,0.2926222500000018,0.0,0.30450000000000177,-0.01187775,30.292622250000004,0.0,1613660470289.0,0.00765175734774674,0.00011555303488528618,1.0096374083333335,0.3341265509259259,0.0,0.0,0.0,0.0
54328,11.442,buy,long,reentry,0.5,0.0,-0.00102978,1.0,11.643,0.0,,1.0,30.086592470000006,0.2915924700000018,0.0,0.30450000000000177,-0.01290753,30.291592470000005,0.0,1613670637051.0,0.009179540546490854,0.006813666260292129,1.0028864156666668,0.4517974074074074,0.0,0.0,0.0,0.0
59160,11.76,sel,long,close,-0.5,0.05849999999999955,-0.0010584000000000001,0.5,11.643,0.0,,1.0,30.408034070000006,0.34903407000000136,0.0,0.3630000000000013,-0.013965930000000001,30.349034070000005,0.0,1613676712141.0,0.009995980318259443,0.001940276700038604,1.013601135666667,0.5221109490740741,1.0262123683504838,0.0,0.0,0.0
59163,11.768,sel,long,close,-0.5,0.0625,-0.0010591200000000002,0.0,,0.0,,1.0,30.410474950000005,0.41047495000000134,0.0,0.4255000000000013,-0.015025050000000002,30.410474950000005,0.0,1613676712141.0,0.009996487213813106,0.0,1.0136824983333335,0.5221109490740741,1.026370147090473,0.0,0.0,0.0
60775,11.68,buy,long,entry,0.5,0.0,-0.0010512,0.5,11.68,0.0,,1.0,30.407923750000005,0.40942375000000136,0.0,0.4255000000000013,-0.01607625,30.409423750000006,0.0,1613677575486.0,0.010268859091315375,4.9329247610996677e-05,1.0135974583333336,0.5321033680555556,1.0257068556371864,0.0,0.0,0.0
