trade_id,price,side,pos_side,type,qty,pnl,fee_paid,long_pos_size,long_pos_price,shrt_pos_size,shrt_pos_price,liq_diff,equity,pnl_plus_fees_cumsum,loss_cumsum,profit_cumsum,fee_paid_cumsum,actual_balance,apparent_balance,liq_price,timestamp,progress,drawdown,gain,n_days,average_daily_gain,hours_since_long_pos_change,hours_since_shrt_pos_change,hours_since_pos_change_max
3185515,3.7,sel,long,close,-9.0,0.04500000000000304,-0.005994000000000001,0.1,3.695,-64.0,3.5148470312500004,0.36939574893200877,77.2528353342,39.108515334199964,0.0,53.02160000000009,-13.9130846658,89.10851533419996,29.67313560628859,4.879694753241056,1615474571974.0,0.39682133345292103,0.15346595304511015,1.545056706684,10.0601109375,1.0441948447115819,0.0,6.6483461111111115,6.6483461111111115
3185517,3.7005,sel,long,close,-0.1,0.0005500000000000061,-6.6609e-05,0.0,,-64.0,3.5148470312500004,0.3186225891047548,77.22080872519999,39.10899872519997,0.0,53.02215000000009,-13.913151274799999,89.10899872519997,29.67329657549159,4.877907690190109,1615474571997.0,0.3968215825940072,0.15395060212727904,1.5444161745039997,10.060111203703704,1.0441518050906162,0.0,6.6483525,6.6483525
3185555,3.7028,buy,long,entry,9.0,0.0,-0.005998536,9.0,3.7028,-64.0,3.5148470312500004,0.31767678494559787,77.12351018919998,39.10300018919997,0.0,53.02215000000009,-13.919149810799999,89.10300018919996,29.671299063003588,5.063819224885457,1615474572854.0,0.39682631627464315,0.1553286406520114,1.5424702037839995,10.060121122685185,1.0440209090489174,0.0,6.648590555555556,6.648590555555556
3185895,3.7078,sel,long,close,-9.0,0.04500000000000304,-0.006006636000000001,0.0,,-64.0,3.5148470312500004,0.36568387089335136,76.7866035532,39.14199355319997,0.0,53.06715000000009,-13.925156446799999,89.14199355319997,29.68428385321559,4.878420159561381,1615474616628.0,0.39686867025928113,0.16090554117867445,1.535732071064,10.060627766203703,1.0435644287868564,0.0,6.66075,6.66075
3185899,3.7049,buy,long,entry,9.0,0.0,-0.006001938,9.0,3.7049,-64.0,3.5148470312500004,0.31689031166456505,76.9946016152,39.13599161519997,0.0,53.06715000000009,-13.9311583848,89.13599161519997,29.682285207861593,5.064073408405786,1615474618099.0,0.3968691685414533,0.1576914451831265,1.539892032304,10.060644791666666,1.0438449860657193,0.0,6.661158611111111,6.661158611111111
3186011,3.7099,sel,long,close,-9.0,0.04500000000000304,-0.0060100380000000005,0.0,,-64.0,3.5148470312500004,0.364979355365441,76.6851915772,39.17498157719997,0.0,53.11215000000009,-13.9371684228,89.17498157719997,29.69526886520759,4.878932523254225,1615474631218.0,0.39688312044227525,0.16287094995943688,1.533703831544,10.060796631944445,1.0434266098639755,0.0,6.664802777777778,6.664802777777778
3186028,3.7099,buy,long,entry,9.0,0.0,-0.0060100380000000005,9.0,3.7099,-64.0,3.5148470312500004,0.315253409692472,76.7075815392,39.16897153919997,0.0,53.11215000000009,-13.943178460799999,89.16897153919997,29.693267522553594,5.063856588246329,1615474633546.0,0.39688523814150717,0.16245317281489055,1.5341516307840002,10.06082357638889,1.0434567680880884,0.0,6.6654494444444445,6.6654494444444445
3186220,3.7149,sel,long,close,-9.0,0.04499999999999904,-0.006018138,0.0,,-64.0,3.5148470312500004,0.36308387301381684,76.39816340120001,39.20795340119997,0.0,53.157150000000094,-13.949196598799999,89.20795340119997,29.70624848259959,4.879444635331759,1615474653778.0,0.3969091556857733,0.16767143907282406,1.527963268024,10.061057743055555,1.0430366249854526,0.0,6.671069444444444,6.671069444444444
3186296,3.7202,buy,long,entry,9.0,0.0,-0.006026724000000001,9.0,3.7202,-64.0,3.5148470312500004,0.31178445448067293,76.0868366772,39.20192667719997,0.0,53.157150000000094,-13.955223322799998,89.20192667719998,29.704241583507596,5.062778900342725,1615474656363.0,0.39691862304704534,0.17237002578568256,1.521736733544,10.061087662037037,1.0426132546673337,0.0,6.6717875,6.6717875
3186444,3.7252,sel,long,close,-9.0,0.04499999999999904,-0.006034824,0.0,,-64.0,3.5148470312500004,0.3590258235156161,75.77190185320002,39.24089185319997,0.0,53.202150000000096,-13.961258146799999,89.24089185319998,29.717216987115595,4.87995622908176,1615474663119.0,0.39693705948741714,0.17775705334801672,1.5154380370640004,10.061165856481482,1.0421831854159016,0.0,6.673664166666667,6.673664166666667
3186490,3.7228,buy,long,entry,9.0,0.0,-0.006030936000000001,9.0,3.7228,-64.0,3.5148470312500004,0.3108999702040939,75.93687091720001,39.23486091719997,0.0,53.202150000000096,-13.967289082799999,89.23486091719998,29.715208685427594,5.062950880572892,1615474664231.0,0.39694278973239755,0.17511901451008988,1.5187374183440001,10.061178726851852,1.0424084318390539,0.0,6.673973055555556,6.673973055555556
3195976,3.5478,buy,long,reentry,13.7,0.0,-0.0087488748,22.7,3.6171832599118945,-64.0,3.5148470312500004,0.4271079517921166,85.5462520424,39.22611204239997,0.0,53.202150000000096,-13.9760379576,89.22611204239998,29.712295310119192,5.5491428076001545,1615475702616.0,0.3981244659037967,0.043016028313854086,1.710925040848,10.073197071759258,1.054759924697155,0.0,6.962413333333333,6.962413333333333
