+----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
|                                                                                                long                                                                                                |
+--------------+---------------------------+---------------+------------------+-----------------+-------------------+------------------------------+-----------------+---------+---------------------+
| symbol       | adg_weighted_per_exposure | hrs_stuck_max | pa_distance_mean | pa_distance_std | loss_profit_ratio | eqbal_ratio_mean_of_10_worst | eqbal_ratio_std | n_days  | score               |
| DEFIUSDT     | 0.002069                  | 78.48         | 0.01642          | 0.01642         | 0.08636           | 0.828                        | 0.01187         | 977.71  | -22518.002069014146 |
| FLOWUSDT     | 0.002029                  | 29.63         | 0.009116         | 0.007851        | 0.08577           | 0.9227                       | 0.006577        | 446.85  | -22518.00202902117  |
| COMPUSDT     | 0.002026                  | 56.4          | 0.01913          | 0.01995         | 0.02302           | 0.7554                       | 0.01522         | 1036.62 | -22518.002026012633 |
| NEOUSDT      | 0.001998                  | 54.75         | 0.01714          | 0.01948         | 0.07303           | 0.7762                       | 0.01724         | 1170.63 | -22518.00199765378  |
| GRTUSDT      | 0.001991                  | 21.37         | 0.01474          | 0.01945         | 0.05247           | 0.6602                       | 0.02089         | 864.71  | -22518.001991006895 |
| CRVUSDT      | 0.001972                  | 55.28         | 0.01455          | 0.01863         | 0.1193            | 0.7196                       | 0.01749         | 973.71  | -22518.001971670237 |
| DGBUSDT      | 0.001951                  | 63.53         | 0.01253          | 0.01692         | 0.08122           | 0.8028                       | 0.01504         | 741.85  | -22518.001951015212 |
| YFIUSDT      | 0.001916                  | 50.7          | 0.01216          | 0.01873         | 0.0685            | 0.6819                       | 0.01935         | 974.71  | -22518.00191608125  |
| STORJUSDT    | 0.00191                   | 75.78         | 0.01551          | 0.01946         | 0.03651           | 0.6769                       | 0.01412         | 958.7   | -22518.001909855186 |
| BLZUSDT      | 0.001897                  | 66.88         | 0.01528          | 0.01995         | 0.1443            | 0.6225                       | 0.01945         | 957.7   | -22518.00189680582  |
| CELRUSDT     | 0.001896                  | 67.63         | 0.01497          | 0.01593         | 0.1422            | 0.8477                       | 0.008852        | 764.71  | -22518.001896026923 |
| HOTUSDT      | 0.001865                  | 39.57         | 0.01424          | 0.01996         | 0.06182           | 0.8102                       | 0.02136         | 763.71  | -22518.001864691883 |
| ARUSDT       | 0.001849                  | 32.75         | 0.01689          | 0.01822         | 0.113             | 0.79                         | 0.01654         | 581.85  | -22518.001849043685 |
| DUSKUSDT     | 0.00183                   | 81.48         | 0.008708         | 0.008519        | 0.1277            | 0.9011                       | 0.005281        | 480.85  | -22518.00183044254  |
| DASHUSDT     | 0.001794                  | 26.78         | 0.01727          | 0.01854         | 0.04862           | 0.6688                       | 0.01948         | 1183.66 | -22518.00179367818  |
| IMXUSDT      | 0.001752                  | 88.72         | 0.01542          | 0.01598         | 0.1259            | 0.8277                       | 0.01087         | 445.85  | -22518.001751926975 |
| ALGOUSDT     | 0.001733                  | 57.55         | 0.01242          | 0.0178          | 0.09714           | 0.5186                       | 0.01932         | 1050.62 | -22518.00173321885  |
| ENJUSDT      | 0.001712                  | 56.93         | 0.01874          | 0.01998         | 0.1296            | 0.7888                       | 0.01001         | 945.71  | -22518.00171155142  |
| ONTUSDT      | 0.001699                  | 55.38         | 0.01502          | 0.01929         | 0.1481            | 0.6961                       | 0.01878         | 1176.66 | -22518.001698688684 |
| FLMUSDT      | 0.001687                  | 84.13         | 0.01543          | 0.01423         | 0.1111            | 0.7891                       | 0.008608        | 945.71  | -22518.00168660038  |
| BATUSDT      | 0.001657                  | 74.7          | 0.01477          | 0.01432         | 0.1151            | 0.8647                       | 0.009208        | 1174.66 | -22518.001657091387 |
| IOSTUSDT     | 0.001629                  | 53.33         | 0.01432          | 0.01881         | 0.08476           | 0.6754                       | 0.01799         | 1166.66 | -22518.001628761012 |
| 1000SHIBUSDT | 0.001615                  | 47.85         | 0.01164          | 0.01511         | 0.02591           | 0.7514                       | 0.01397         | 722.26  | -22518.001614617562 |
| KLAYUSDT     | 0.001599                  | 94.3          | 0.01474          | 0.01661         | 0.057             | 0.8178                       | 0.01324         | 567.85  | -22518.00159949409  |
| ALICEUSDT    | 0.001592                  | 34.88         | 0.01466          | 0.01367         | 0.09634           | 0.8826                       | 0.005299        | 777.87  | -22518.00159207971  |
| UNIUSDT      | 0.001591                  | 62.45         | 0.01237          | 0.01833         | 0.117             | 0.7759                       | 0.01589         | 956.71  | -22518.001591282526 |
| KSMUSDT      | 0.001555                  | 58.32         | 0.01442          | 0.01599         | 0.08548           | 0.8265                       | 0.01363         | 930.71  | -22518.00155511785  |
| MATICUSDT    | 0.001554                  | 31.22         | 0.01513          | 0.01659         | 0.01993           | 0.7988                       | 0.01429         | 922.71  | -22518.001554104412 |
| ATOMUSDT     | 0.001552                  | 28.75         | 0.01236          | 0.01966         | 0.09085           | 0.7095                       | 0.02176         | 1180.49 | -22518.001552400587 |
| NEARUSDT     | 0.001545                  | 69.4          | 0.01773          | 0.01848         | 0.02241           | 0.7637                       | 0.0153          | 929.66  | -22518.001544622348 |
| RSRUSDT      | 0.001518                  | 56.55         | 0.01265          | 0.01414         | 0.02996           | 0.7853                       | 0.01108         | 925.7   | -22518.00151809793  |
| 1INCHUSDT    | 0.001505                  | 48.27         | 0.01123          | 0.01461         | 0.0841            | 0.7836                       | 0.01354         | 858.58  | -22518.001505454624 |
| KAVAUSDT     | 0.00147                   | 60.87         | 0.01347          | 0.01984         | 0.0963            | 0.6868                       | 0.01851         | 1008.7  | -22518.001470329436 |
| TRXUSDT      | 0.001434                  | 37.78         | 0.01347          | 0.01791         | 0.06177           | 0.7421                       | 0.01824         | 1203.66 | -22518.001434498423 |
| ONEUSDT      | 0.001416                  | 81.23         | 0.01668          | 0.01878         | 0.1056            | 0.802                        | 0.01202         | 775.71  | -22518.001416357773 |
| MTLUSDT      | 0.0014                    | 55.6          | 0.01425          | 0.01975         | 0.1096            | 0.6383                       | 0.01851         | 762.71  | -22518.001399976078 |
| COTIUSDT     | 0.001376                  | 42.5          | 0.01267          | 0.01131         | 0.1476            | 0.8524                       | 0.006726        | 783.71  | -22518.001375524254 |
| STMXUSDT     | 0.001333                  | 71.38         | 0.01715          | 0.01832         | 0.1149            | 0.7735                       | 0.01609         | 771.71  | -22518.001332539287 |
| XMRUSDT      | 0.001327                  | 54.82         | 0.01304          | 0.01874         | 0.09093           | 0.8124                       | 0.01795         | 1184.66 | -22518.00132653849  |
| APEUSDT      | 0.0013                    | 34.03         | 0.01032          | 0.0141          | 0.1196            | 0.811                        | 0.01198         | 411.37  | -22518.001299559364 |
| BELUSDT      | 0.00128                   | 63.55         | 0.01952          | 0.01999         | 0.1058            | 0.7428                       | 0.009164        | 895.71  | -22518.00127975663  |
| SANDUSDT     | 0.001226                  | 35.23         | 0.01509          | 0.01687         | 0.0816            | 0.7732                       | 0.01257         | 827.71  | -22518.001226199645 |
| LRCUSDT      | 0.001214                  | 47.62         | 0.01377          | 0.01646         | 0.03729           | 0.7296                       | 0.01261         | 925.7   | -22518.00121384841  |
| EOSUSDT      | 0.001183                  | 51.25         | 0.01347          | 0.01963         | 0.1024            | 0.582                        | 0.01785         | 1210.66 | -22518.001182875967 |
| GALAUSDT     | 0.001165                  | 71.4          | 0.01424          | 0.01772         | 0.06134           | 0.9085                       | 0.003815        | 591.85  | -22518.001165093978 |
| XTZUSDT      | 0.00116                   | 58.38         | 0.01192          | 0.01727         | 0.06157           | 0.7837                       | 0.01575         | 1181.66 | -22518.001160372267 |
| HBARUSDT     | 0.001152                  | 59.73         | 0.009241         | 0.008186        | 0.08938           | 0.9058                       | 0.003809        | 776.71  | -22518.00115235839  |
| MASKUSDT     | 0.001144                  | 50.88         | 0.01911          | 0.01981         | 0.03839           | 0.8379                       | 0.008635        | 613.85  | -22518.001144215275 |
| LINKUSDT     | 0.001133                  | 75.38         | 0.01723          | 0.01964         | 0.04814           | 0.6986                       | 0.01567         | 1201.66 | -22518.001132988953 |
| KNCUSDT      | 0.001114                  | 59.0          | 0.01824          | 0.01808         | 0.08172           | 0.8059                       | 0.01477         | 1044.63 | -22518.001113535072 |
| DOTUSDT      | 0.00107                   | 70.2          | 0.009285         | 0.01217         | 0.1029            | 0.8152                       | 0.009646        | 983.71  | -22518.001069861813 |
| SFPUSDT      | 0.001011                  | 88.15         | 0.01721          | 0.01999         | 0.02781           | 0.8047                       | 0.006734        | 797.71  | -22518.001010707936 |
| MKRUSDT      | 0.0009965                 | 23.32         | 0.01862          | 0.01697         | 0.09812           | 0.8636                       | 0.008687        | 992.71  | -22518.000996492694 |
| BALUSDT      | 0.0008661                 | 71.48         | 0.01944          | 0.01777         | 0.09336           | 0.8569                       | 0.01379         | 973.71  | -22518.000866054776 |
| THETAUSDT    | 0.0008389                 | 68.7          | 0.01211          | 0.01518         | 0.1231            | 0.7535                       | 0.01287         | 1070.66 | -22518.000838928623 |
| GMTUSDT      | 0.0008153                 | 33.63         | 0.0149           | 0.01632         | 0.101             | 0.9166                       | 0.005424        | 413.83  | -22518.000815251842 |
| ROSEUSDT     | 0.0008099                 | 68.35         | 0.01076          | 0.009474        | 0.1241            | 0.955                        | 0.001729        | 487.85  | -22518.000809851073 |
| ALPHAUSDT    | 0.0008009                 | 80.77         | 0.01788          | 0.01651         | 0.07072           | 0.8565                       | 0.005581        | 890.71  | -22518.000800902963 |
| TOMOUSDT     | 0.0007721                 | 63.03         | 0.01114          | 0.00915         | 0.1451            | 0.9435                       | 0.001637        | 932.71  | -22518.00077209049  |
| ZECUSDT      | 0.0007596                 | 63.85         | 0.01259          | 0.01998         | 0.08854           | 0.6365                       | 0.01875         | 1182.66 | -22518.00075960043  |
| XLMUSDT      | 0.0007508                 | 43.47         | 0.009772         | 0.01619         | 0.06444           | 0.7259                       | 0.01605         | 1198.66 | -22518.000750825355 |
| BCHUSDT      | 0.0007173                 | 53.75         | 0.01611          | 0.01719         | 0.06922           | 0.7539                       | 0.01425         | 1218.0  | -22518.00071726912  |
| MANAUSDT     | 0.0007151                 | 78.68         | 0.0182           | 0.01932         | 0.04851           | 0.9055                       | 0.004054        | 778.71  | -22518.000715143447 |
| QTUMUSDT     | 0.0006055                 | 69.07         | 0.01026          | 0.01842         | 0.1038            | 0.7464                       | 0.01419         | 1167.66 | -22518.000605469075 |
| FTMUSDT      | 0.0005885                 | 60.88         | 0.009148         | 0.008548        | 0.127             | 0.9088                       | 0.003352        | 950.71  | -22518.000588485178 |
| DENTUSDT     | 0.0005758                 | 58.42         | 0.01366          | 0.01215         | 0.142             | 0.934                        | 0.0025          | 769.83  | -22518.00057578383  |
| LTCUSDT      | 0.0005655                 | 49.08         | 0.007015         | 0.005948        | 0.1217            | 0.9346                       | 0.002256        | 1209.66 | -22518.000565530747 |
| DOGEUSDT     | 0.000557                  | 19.32         | 0.00775          | 0.008948        | 0.1294            | 0.746                        | 0.006395        | 1026.62 | -22518.00055695638  |
| SOLUSDT      | 0.0005545                 | 58.62         | 0.01971          | 0.01834         | 0.1402            | 0.8415                       | 0.00522         | 960.71  | -22518.000554458835 |
| FILUSDT      | 0.0005323                 | 57.2          | 0.01911          | 0.01999         | 0.09906           | 0.7371                       | 0.01021         | 928.75  | -22518.000532341495 |
| SNXUSDT      | 0.0005136                 | 53.23         | 0.01809          | 0.01527         | 0.04974           | 0.9187                       | 0.002809        | 991.7   | -22518.00051355733  |
| XRPUSDT      | 0.0004219                 | 53.68         | 0.01733          | 0.01957         | 0.1267            | 0.7419                       | 0.01367         | 1212.65 | -22518.000421928133 |
| BTCDOMUSDT   | 0.0004044                 | 62.23         | 0.005557         | 0.005653        | 0.1092            | 0.9373                       | 0.003654        | 680.85  | -22518.000404396946 |
| RVNUSDT      | 0.0004031                 | 57.8          | 0.0117           | 0.01035         | 0.1096            | 0.9337                       | 0.002046        | 798.71  | -22518.000403081365 |
| VETUSDT      | 0.0003969                 | 80.52         | 0.01143          | 0.01021         | 0.09789           | 0.8696                       | 0.00563         | 1173.66 | -22518.000396921496 |
| BNBUSDT      | 0.0003731                 | 77.45         | 0.009042         | 0.009111        | 0.03061           | 0.8819                       | 0.005687        | 1177.66 | -22518.000373080133 |
| EGLDUSDT     | 0.000333                  | 70.15         | 0.01411          | 0.01356         | 0.1285            | 0.8579                       | 0.006143        | 960.71  | -22518.000332995784 |
| PEOPLEUSDT   | 0.0003152                 | 42.67         | 0.0123           | 0.01335         | 0.1074            | 0.927                        | 0.002628        | 494.83  | -22518.000315227313 |
| ETHUSDT      | 0.0002356                 | 65.07         | 0.006081         | 0.005248        | 0.1481            | 0.9515                       | 0.001143        | 1218.0  | -22518.00023563712  |
| IOTAUSDT     | 0.0001616                 | 53.98         | 0.009568         | 0.008038        | 0.1332            | 0.8829                       | 0.002658        | 1175.66 | -22518.00016162901  |
| RUNEUSDT     | 0.0003916                 | 46.9          | 0.02137          | 0.01979         | 0.1383            | 0.8368                       | 0.007799        | 970.7   | -22517.863347165177 |
| WAVESUSDT    | 0.0002137                 | 65.38         | 0.02166          | 0.02202         | 0.09848           | 0.8088                       | 0.005542        | 993.71  | -22515.812020333382 |
| UNFIUSDT     | 0.001459                  | 37.8          | 0.0192           | 0.02286         | 0.1202            | 0.7315                       | 0.01085         | 802.71  | -22515.14452072473  |
| OMGUSDT      | 0.001481                  | 79.98         | 0.02081          | 0.02538         | 0.1192            | 0.8724                       | 0.008569        | 1034.62 | -22512.540046571412 |
| ZILUSDT      | 0.0005472                 | 75.95         | 0.02203          | 0.02705         | 0.1226            | 0.9043                       | 0.005362        | 1048.62 | -22510.74819515396  |
| ADAUSDT      | 0.0001131                 | 91.25         | 0.009399         | 0.008046        | 0.1584            | 0.9566                       | 0.001238        | 1187.66 | -22434.302896232395 |
| BANDUSDT     | 0.0005728                 | 55.88         | 0.03318          | 0.04353         | 0.1635            | 0.6021                       | 0.02148         | 1007.71 | -22357.75895267786  |
| AAVEUSDT     | 0.0002182                 | 71.35         | 0.01136          | 0.009704        | 0.17              | 0.9382                       | 0.002129        | 928.71  | -22318.43828789171  |
| BTCUSDT      | 0.0002933                 | 121.0         | 0.008621         | 0.008761        | 0.1335            | 0.8843                       | 0.004748        | 1218.0  | -22268.000293326768 |
| ETCUSDT      | 0.0001082                 | 81.43         | 0.01301          | 0.01353         | 0.1986            | 0.8698                       | 0.00309         | 1202.66 | -22031.593455889473 |
| AXSUSDT      | 0.0002265                 | 88.62         | 0.01799          | 0.01869         | 0.2262            | 0.8666                       | 0.005418        | 893.7   | -21755.690995819277 |
| SXPUSDT      | -6.779e-05                | 29.85         | 0.01109          | 0.009909        | 0.334             | 0.9043                       | 0.002284        | 1015.62 | -20678.321744363406 |
+--------------+---------------------------+---------------+------------------+-----------------+-------------------+------------------------------+-----------------+---------+---------------------+

