trade_id,timestamp,pnl,fee_paid,balance,equity,pbr,qty,price,psize,pprice,type,adg
131027,1606618008864,0.0,-0.0011240459999999999,99.998875954,99.998105954,0.05620293174680618,-0.077,72.99,-0.077,72.99,shrt_ientry,0.9999830257196578
135388,1606621290323,0.0,-0.00291213,99.995963824,99.863883824,0.20181694568712574,-0.195,74.67,-0.272,74.19441176470588,shrt_rentry,0.9988201863285652
141561,1606626899038,0.13447999999999752,-0.0040092800000000005,100.12643454399999,100.12643454399999,0.0,0.272,73.7,0.0,0.0,shrt_nclose,1.0010373114448543
141668,1606626948223,0.0,-0.0011244960000000002,100.12531004799999,100.12455004799999,0.05615443285323749,-0.076,73.98,-0.076,73.98,shrt_ientry,1.0010213748037888
142955,1606628590762,0.03724000000000069,-0.001117048,100.16143299999999,100.16143299999999,0.0,0.076,73.49,0.0,0.0,shrt_nclose,1.0013034537905654
143196,1606628699572,0.0,-0.001124952,100.16030804799999,100.15954804799999,0.05615757488789309,-0.076,74.01,-0.076,74.01,shrt_ientry,1.001286926849314
144458,1606629995185,0.03724000000000069,-0.001117504,100.19643054399998,100.19643054399998,0.0,0.076,73.52,0.0,0.0,shrt_nclose,1.0015654151101974
148288,1606634439748,0.0,-0.001122976,100.19530756799998,100.19454756799998,0.0560393509066213,-0.076,73.88,-0.076,73.88,shrt_ientry,1.001489298110624
153048,1606637554305,0.0,-0.002901888,100.19240567999998,100.06128567999997,0.20085674022314784,-0.192,75.57,-0.268,75.0907462686567,shrt_rentry,1.0004566200668206
176521,1606650066036,0.1341999999999951,-0.003998024,100.32260765599997,100.32260765599997,0.0,0.268,74.59,0.0,0.0,shrt_nclose,1.002168571291409
187342,1606658175894,0.0,-0.0011301,100.32147755599998,100.32072755599998,0.05632393120252701,-0.075,75.34,-0.075,75.34,shrt_ientry,1.0020277899821104
190909,1606662086207,0.0375,-0.0011226,100.35785495599997,100.35785495599997,0.0,0.075,74.84,0.0,0.0,shrt_nclose,1.0021993321274383
191544,1606662748036,0.0,-0.0011316,100.35672335599997,100.35597335599998,0.05637888335521994,-0.075,75.44,-0.075,75.44,shrt_ientry,1.0021775064692084
193032,1606664798861,0.0375,-0.0011241,100.39309925599997,100.39309925599997,0.0,0.075,74.94,0.0,0.0,shrt_nclose,1.0023699586430725
193451,1606665606909,0.0,-0.0011319,100.39196735599997,100.39121735599997,0.056374032196528694,-0.075,75.46,-0.075,75.46,shrt_ientry,1.0023453714000208
195441,1606666018053,0.0375,-0.0011243999999999998,100.42834295599997,100.42834295599997,0.0,0.075,74.96,0.0,0.0,shrt_nclose,1.0025604319536265
196924,1606666556019,0.0,-0.0011322,100.42721075599997,100.42646075599997,0.05636918477955226,-0.075,75.48,-0.075,75.48,shrt_ientry,1.0025397179537248
198686,1606667108248,0.0375,-0.0011247,100.46358605599995,100.46358605599995,0.0,0.075,74.98,0.0,0.0,shrt_nclose,1.0027501139007187
200494,1606668411169,0.0,-0.00113235,100.46245370599995,100.46170370599995,0.05635687554047728,-0.075,75.49,-0.075,75.49,shrt_ientry,1.002714616921114
203193,1606668953147,0.0,-0.002918916,100.45953478999995,100.32714478999995,0.20163670917194387,-0.189,77.22,-0.264,76.72852272727272,shrt_rentry,1.001916916613242
211882,1606670190903,0.0,-0.007613760000000001,100.45192102999995,99.76297102999996,0.5806273230213408,-0.48,79.31,-0.744,78.39399193548387,shrt_rentry,0.9986210741183329
218253,1606672764308,0.3898499999999943,-0.011587056000000002,100.83018397399995,100.83018397399995,0.0,0.744,77.87,0.0,0.0,shrt_nclose,1.0047366485394944
221271,1606674937114,0.0,-0.00114172,100.82904225399994,100.82831225399994,0.05661662426207898,-0.073,78.2,-0.073,78.2,shrt_ientry,1.0046588642494167
225799,1606679141599,0.03795999999999971,-0.001134128,100.86586812599994,100.86586812599994,0.0,0.073,77.68,0.0,0.0,shrt_nclose,1.0047394303318076
226894,1606680398970,0.0,-0.001143618,100.86472450799994,100.86399450799993,0.056690681780888395,-0.073,78.33,-0.073,78.33,shrt_ientry,1.0046916610619125
233677,1606682646272,0.0,-0.002948784,100.86177572399994,100.72780572399994,0.20287180007610245,-0.184,80.13,-0.257,79.61871595330739,shrt_rentry,1.0038980747358248
243906,1606689676301,0.1358799999999975,-0.004065226000000001,100.99359049799995,100.99359049799995,0.0,0.257,79.09,0.0,0.0,shrt_nclose,1.005095328639616
245510,1606690873253,0.0,-0.001134438,100.99245605999995,100.99174605999995,0.056164492094638564,-0.071,79.89,-0.071,79.89,shrt_ientry,1.0050498388257347
