trade_id,side,type,price,qty,pos_price,pos_size,liq_price,pnl,fee_paid,pnl_plus_fee,fee_paid_cumsum,apparent_balance,actual_balance,profit_cumsum,loss_cumsum,pnl_plus_fees_cumsum,average_daily_gain,timestamp,closest_long_liq,closest_shrt_liq,closest_liq,avg_gain_per_tick,millis_since_prev_trade,progress,reentry_price
41606,long,entry,1123.8,29998.0,1123.8,29998.0,394.8371896247511,0.0,0.00667334045203773,0.00667334045203773,0.00667334045203773,22.653023023224776,50.00667334045204,0.0,0.0,0.00667334045203773,1.0008452095231437,1610583046414.0,1.0,1.0,1.0,1.0001334668090407,0.0,0.005074373984509292,1104.4
41617,long,close,1124.55,-29998.0,1123.8,0.0,0.0,0.017802695617015443,0.006668889778133476,0.024471585395148918,0.013342230230171205,22.664108651408775,50.03114492584719,0.017802695617015443,0.0,0.031144925847186648,1.003949335986759,1610583048010.0,0.648533746105794,1.0,0.648533746105794,1.000311400773251,1596.0,0.005075715572593453,
41823,long,entry,1123.4,30006.0,1123.4,30006.0,394.69663833571843,0.0,0.006677496884457896,0.006677496884457896,0.0200197271146291,22.667133557497436,50.037822422731644,0.017802695617015443,0.0,0.037822422731644545,1.0047669015917262,1610583136230.0,1.0,1.0,1.0,1.0002520859322206,88220.0,0.005100839858533195,1104.4
42194,long,close,1124.15,-30006.0,1123.4,0.0,0.0,0.017820122451071577,0.006673041853845127,0.024493164304916704,0.026692768968474227,22.678228960927562,50.06231558703656,0.03562281806808702,0.0,0.062315587036561246,1.007768883431779,1610583303860.0,0.6474821253644277,1.0,0.6474821253644277,1.0003114324197464,167630.0,0.0051460879657353525,
42529,long,entry,1122.15,29991.0,1122.15,29991.0,394.25498770035665,0.0,0.006681593369870338,0.006681593369870338,0.033374362338344565,22.681255722724114,50.06899718040643,0.03562281806808702,0.0,0.06899718040643159,1.0084803425146833,1610583507191.0,1.0,1.0,1.0,1.000275836508087,203331.0,0.00518694542102571,1103.3
42567,long,close,1122.9,-29991.0,1122.15,0.0,0.0,0.017850904007133073,0.006677130643868554,0.024528034651001625,0.04005149298221312,22.692366922421016,50.093525215057426,0.053473722075220095,0.0,0.09352521505743322,1.011499430521937,1610583519484.0,0.6484260855177844,1.0,0.6484260855177844,1.000311508022954,12293.0,0.005191579998043721,
42616,long,entry,1122.0,30006.0,1122.0,30006.0,394.20500481313536,0.0,0.006685828877005347,0.006685828877005347,0.046737321859218466,22.6953956029023,50.10021104393443,0.053473722075220095,0.0,0.10021104393443857,1.012310349037524,1610583536995.0,1.0,1.0,1.0,1.000286071640344,17511.0,0.0051975561631458925,1103.3
43691,long,close,1122.75,-30006.0,1122.0,0.0,0.0,0.017864606217780566,0.006681362725450902,0.024545968943231466,0.05341868458466937,22.70651492683358,50.12475701287766,0.07133832829300066,0.0,0.12475701287767003,1.0148761944070777,1610583979118.0,0.646785533969683,1.0,0.646785533969683,1.0003115525928623,442123.0,0.005328665907734353,
44260,long,entry,1119.0,29945.0,1119.0,29945.0,393.1559205241836,0.0,0.0066901251117068815,0.0066901251117068815,0.06010880969637625,22.709545553509184,50.13144713798937,0.07133832829300066,0.0,0.1314471379893769,1.0152615270236784,1610584374984.0,1.0,1.0,1.0,1.0002917640142162,395866.0,0.005398062600451408,1099.35
44300,long,close,1119.75,-29945.0,1119.0,0.0,0.0,0.0179239788659242,0.006685644116990399,0.0246096229829146,0.06679445381336664,22.720693712720447,50.156056760972284,0.08926230715892486,0.0,0.15605676097229151,1.018103039999723,1610584405358.0,0.6483242358565379,1.0,0.6483242358565379,1.0003116760196888,30374.0,0.00540294110257563,
44450,long,entry,1118.7,29955.0,1118.7,29955.0,393.04477360288763,0.0,0.006694153928667203,0.006694153928667203,0.07348860774203385,22.723726164450134,50.162750914900954,0.08926230715892486,0.0,0.16275091490095872,1.0186806656699785,1610584568460.0,1.0,1.0,1.0,1.0002954738432321,163102.0,0.005421235485541461,1099.35
44637,long,close,1119.45,-29955.0,1118.7,0.0,0.0,0.017939579066508823,0.0066896690339005764,0.0246292481004094,0.08017827677593442,22.73488321383962,50.187380163001365,0.10720188622543368,0.0,0.18738016300136812,1.0212809893960235,1610584745872.0,0.6478408981248207,1.0,0.6478408981248207,1.0003117651295,177412.0,0.005444042482972198,
45041,long,entry,1117.7,29947.0,1117.7,29947.0,392.6941734995103,0.0,0.006698353762190212,0.006698353762190212,0.08687663053812464,22.73791756809389,50.194078516763554,0.10720188622543368,0.0,0.19407851676355833,1.021394961059197,1610585209662.0,1.0,1.0,1.0,1.000298048752211,463790.0,0.005493315354426838,1098.3
45065,long,close,1118.45,-29947.0,1117.7,0.0,0.0,0.017966883889820026,0.006693862041217757,0.024660745931037783,0.0935704925793424,22.74908888600065,50.21873926269459,0.1251687701152537,0.0,0.21873926269459612,1.0241178797679684,1610585224057.0,0.64859581789753,1.0,0.64859581789753,1.0003118517369982,14395.0,0.005496242455701371,
46253,long,entry,1116.1,29923.0,1116.1,29923.0,392.1336144534495,0.0,0.006702580413941404,0.006702580413941404,0.10027307299328381,22.752125154928166,50.225441843108534,0.1251687701152537,0.0,0.22544184310853752,1.0226537595379936,1610586749543.0,1.0,1.0,1.0,1.0002999584791232,1525486.0,0.005641133968790758,1097.25
47529,long,close,1116.85,-29923.0,1116.1,0.0,0.0,0.018003976578613936,0.00669807941979675,0.024702055998410688,0.10697115241308056,22.763315186295447,50.250143899106945,0.14317274669386765,0.0,0.25014389910694823,1.0236346501194353,1610587856078.0,0.6459609837003886,1.0,0.6459609837003886,1.0003119489691357,1106535.0,0.005796758186553433,
48590,long,entry,1112.2,29837.0,1112.2,29837.0,390.762629291677,0.0,0.006706752382664989,0.006706752382664989,0.11367790479574555,22.76635334512479,50.25685065148961,0.14317274669386765,0.0,0.2568506514896132,1.0220228625030663,1610589720626.0,1.0,1.0,1.0,1.000301449167359,1864548.0,0.005926160455398417,1093.05
48664,long,close,1112.95,-29837.0,1112.2,0.0,0.0,0.018078311827121708,0.006702232804708208,0.024780544631829916,0.12038013760045375,22.777578931843014,50.28163119612144,0.16125105852098937,0.0,0.28163119612144316,1.0240341142129668,1610589831696.0,0.6484841188398534,1.0,0.6484841188398534,1.0003120942475854,111070.0,0.005935185684328227,
48708,long,entry,1112.0,29850.0,1112.0,29850.0,390.68954264965527,0.0,0.006710881294964029,0.006710881294964029,0.1270910188954178,22.78061896106963,50.2883420774164,0.16125105852098937,0.0,0.2883420774164072,1.0244979036378794,1610589925832.0,1.0,1.0,1.0,1.0003026919583171,94136.0,0.005940552036664871,1093.05
48828,long,close,1112.75,-29850.0,1112.0,0.0,0.0,0.018092692774562835,0.006706358121770388,0.024799050896333222,0.1337973770171882,22.79185293112567,50.313141128312736,0.1793437512955522,0.0,0.31314112831274044,1.0264249987379017,1610590079961.0,0.6481859138679376,1.0,0.6481859138679376,1.00031221335807,154129.0,0.005955187543037536,
48854,long,entry,1111.7,29861.0,1111.7,29861.0,390.58716893113893,0.0,0.006715165962040119,0.006715165962040119,0.1405125429792283,22.794894901306474,50.31985629427478,0.1793437512955522,0.0,0.3198562942747806,1.0269588526605087,1610590109162.0,1.0,1.0,1.0,1.0003037009231623,29201.0,0.00595835856941828,1093.05
49190,long,close,1112.45,-29861.0,1111.7,0.0,0.0,0.01810912659995604,0.006710638680390129,0.02481976528034617,0.14722318165961842,22.80613825497847,50.34467605955512,0.19745287789550822,0.0,0.34467605955512676,1.0285825314153008,1610590459959.0,0.6473253553669175,1.0,0.6473253553669175,1.0003123155561362,350797.0,0.005999337987261743,
49248,long,entry,1110.85,29857.0,1110.85,29857.0,390.28964380861777,0.0,0.0067194040599540894,0.0067194040599540894,0.1539425857195725,22.80918214501763,50.35139546361508,0.19745287789550822,0.0,0.35139546361508084,1.0290436628610107,1610590532981.0,1.0,1.0,1.0,1.000304538911162,73022.0,0.006006411815341865,1092.0
50119,long,close,1111.6,-29857.0,1110.85,0.0,0.0,0.01813441182067265,0.006714870456998921,0.024849282277671574,0.16065745617657143,22.820438869889415,50.37624474589275,0.21558728971618088,0.0,0.3762447458927524,1.0296004759628083,1610591602421.0,0.6459636757904411,1.0,0.6459636757904411,1.0003124122959477,1069440.0,0.006112641199096794,
50681,long,entry,1107.95,29798.0,1107.95,29798.0,389.27308594091255,0.0,0.006723678866374837,0.006723678866374837,0.16738113504294627,22.823484696415882,50.38296842475912,0.21558728971618088,0.0,0.38296842475912724,1.0290439307676562,1610592424513.0,1.0,1.0,1.0,1.0003052539588484,822092.0,0.00618118415394211,1088.85
52336,long,reentry,1088.85,55841.0,1095.495824916218,85639.0,676.8811377161596,0.0,0.012821095651375305,0.012821095651375305,0.18020223069432156,22.829292652745956,50.395789520410496,0.21558728971618088,0.0,0.3957895204105025,1.0285314436509185,1610593613698.0,0.6424751231255396,1.0,0.6424751231255396,1.0003033007901447,1189185.0,0.006383032179331787,1050.0
52640,long,close,1096.25,-12234.0,1095.495824916218,73405.0,634.7151313895658,0.007682814073523937,0.0027899657924743445,0.010472779865998282,0.1829921964867959,22.834036822025254,50.406262300276495,0.22327010378970483,0.0,0.4062623002765008,1.0291283225386765,1610593749677.0,0.3778666013638239,1.0,0.3778666013638239,1.000299763954317,135979.0,0.0064201087954758726,1055.25
52643,long,close,1096.25,-12234.0,1095.495824916218,61171.0,583.8007239163012,0.007682814073523937,0.0027899657924743445,0.010472779865998282,0.18578216227927025,22.83878099130455,50.416735080142494,0.23095291786322877,0.0,0.41673508014249905,1.0298861727022774,1610593750471.0,0.42101242290575525,1.0,0.42101242290575525,1.0002964782186707,794.0,0.006420474683135189,1061.55
