trade_id,side,type,price,qty,pos_price,pos_size,liq_price,pnl,fee_paid,pnl_plus_fee,fee_paid_cumsum,apparent_balance,actual_balance,profit_cumsum,loss_cumsum,pnl_plus_fees_cumsum,average_daily_gain,timestamp,closest_long_liq,closest_shrt_liq,closest_liq,avg_gain_per_tick,millis_since_prev_trade,progress,reentry_price
41594,long,entry,1124.4,26892.0,1124.4,26892.0,367.02720063983924,0.0,0.0059791889007470645,0.0059791889007470645,0.0059791889007470645,21.50257105122732,50.005979188900746,0.0,0.0,0.0059791889007470645,1.0007573595802115,1610583044692.0,1.0,1.0,1.0,1.000119583778015,0.0,0.005072910433872026,1115.1
41626,long,close,1125.2,-26892.0,1124.4,0.0,0.0,0.01700444763810021,0.00597493778883754,0.02297938542693775,0.011954126689584604,21.512452186960903,50.02895857432768,0.01700444763810021,0.0,0.028958574327684814,1.003670708926045,1610583051568.0,0.6732889437067481,1.0,0.6732889437067481,1.0002895438254635,6876.0,0.005076813235571403,
41689,long,entry,1124.2,26903.0,1124.2,26903.0,366.9638794986832,0.0,0.005982698808041274,0.005982698808041274,0.017936825497625878,21.51502474744836,50.03494127313572,0.01700444763810021,0.0,0.03494127313572609,1.0044256915282568,1610583066282.0,1.0,1.0,1.0,1.0002328875800695,14714.0,0.005084496876417053,1115.1
41712,long,close,1125.0,-26903.0,1124.2,0.0,0.0,0.017017454387314397,0.005978444444444444,0.022995898831758843,0.02391526994207032,21.524912983946017,50.05793717196748,0.03402190202541461,0.0,0.057937171967484935,1.0073365809595118,1610583086288.0,0.6735342026611956,1.0,0.6735342026611956,1.000289560068008,20006.0,0.00508730201513848,
41728,long,entry,1124.1,26916.0,1124.1,26916.0,366.9294828333587,0.0,0.005986122231118229,0.005986122231118229,0.02990139217318855,21.5274870165054,50.0639232941986,0.03402190202541461,0.0,0.06392329419860317,1.008094066728001,1610583091529.0,1.0,1.0,1.0,1.0002555625190053,5241.0,0.005089253415988169,1115.1
41738,long,close,1124.9,-26916.0,1124.1,0.0,0.0,0.017028705786811357,0.005981865054671526,0.023010570841482884,0.03588325722786007,21.537381561967237,50.08693386504009,0.051050607812225965,0.0,0.08693386504008604,1.0110192666787665,1610583093872.0,0.6737389562678535,1.0,0.6737389562678535,1.0002895698424465,2343.0,0.005090473041519224,
41813,long,entry,1123.95,26928.0,1123.95,26928.0,366.88054129064363,0.0,0.005989590284265314,0.005989590284265314,0.04187284751212539,21.53995708578947,50.09292345532435,0.051050607812225965,0.0,0.09292345532435135,1.011745681766427,1610583136230.0,1.0,1.0,1.0,1.000265284365884,42358.0,0.00509962023300214,1115.1
42204,long,close,1124.75,-26928.0,1123.95,0.0,0.0,0.017040843662724417,0.005985330073349633,0.02302617373607405,0.047858177585475024,21.549858340495984,50.11594962906043,0.06809145147495038,0.0,0.1159496290604254,1.0144959285633777,1610583303860.0,0.6723256899114513,1.0,0.6723256899114513,1.0002895804037706,167630.0,0.005147307591266408,
42507,long,entry,1122.5,26909.0,1122.5,26909.0,366.4087182140749,0.0,0.005993095768374165,0.005993095768374165,0.05385127335384919,21.552435371676385,50.121942724828806,0.06809145147495038,0.0,0.12194272482879956,1.0150401871985484,1610583496337.0,1.0,1.0,1.0,1.000270690554252,192477.0,0.005184262244857388,1113.0
42574,long,close,1123.3,-26909.0,1122.5,0.0,0.0,0.017072826901804016,0.005988827561648714,0.02306165446345273,0.05984010091549791,21.562351883095673,50.14500437929226,0.0851642783767544,0.0,0.1450043792922523,1.01787022652109,1610583524110.0,0.6732577865043027,1.0,0.6732577865043027,1.0002896309794154,27773.0,0.005192433735915459,
