,trade_id,timestamp,pnl,fee_paid,balance,equity,qty,price,psize,pprice,type,pbr
17,42671,1619869872000.0,0.028899999999999808,-0.0014580560000000001,100.24103734600001,100.24103734600001,-0.017,428.84,0.0,427.14,long_nclose,0.0
18,42673,1619869874000.0,0.0,-0.001458124,100.23957922200002,100.23753922200002,0.017,428.86,0.017,428.86,long_ientry,0.0727319493615741
19,99597,1619926798000.0,0.0,-0.0014007320000000002,100.23817849000002,99.94985849000003,0.017,411.98,0.034,420.42,long_primary_rentry,0.14260314997070733
20,167246,1619994447000.0,0.0,-0.001683906,100.23649458400003,99.56998458400003,0.021,400.93,0.055,412.9783636363637,long_primary_rentry,0.22660219807432924
21,179697,1620006898000.0,0.021341272727271644,-0.0010780120000000002,100.2567578447273,100.32864657200003,-0.013,414.62,0.042,412.9783636363637,long_nclose,0.17300670444171448
22,179721,1620006922000.0,0.025631272727271434,-0.00107887,100.28131024745457,100.33877770200002,-0.013,414.95,0.029,412.9783636363637,long_nclose,0.11942776291914817
23,179835,1620007036000.0,0.06674745454545121,-0.0024086240000000003,100.34564907800002,100.34564907800002,-0.029,415.28,0.0,412.9783636363637,long_nclose,0.0
24,179847,1620007048000.0,0.0,-0.00141338,100.34423569800002,100.34015569800002,0.017,415.7,0.017,415.7,long_ientry,0.07042656661682911
25,183007,1620010208000.0,0.02822000000000043,-0.0014190240000000003,100.37103667400002,100.37103667400002,-0.017,417.36,0.0,415.7,long_nclose,0.0
26,183013,1620010214000.0,0.0,-0.001419126,100.36961754800002,100.36944754800002,0.017,417.39,0.017,417.39,long_ientry,0.07069499887858632
27,184470,1620011671000.0,0.02822000000000043,-0.0014247700000000003,100.39641277800003,100.39641277800003,-0.017,419.05,0.0,417.39,long_nclose,0.0
28,184473,1620011674000.0,0.0,-0.001425688,100.39498709000003,100.39277709000002,0.017,419.32,0.017,419.32,long_ientry,0.07100394358943085
29,198247,1620025448000.0,0.028390000000000273,-0.001431366,100.42194572400003,100.42194572400003,-0.017,420.99,0.0,419.32,long_nclose,0.0
30,198251,1620025452000.0,0.0,-0.0014314000000000002,100.42051432400002,100.41830432400002,0.017,421.0,0.017,421.0,long_ientry,0.0712702981873646
31,199698,1620026899000.0,0.028560000000000117,-0.0014371120000000002,100.44763721200002,100.44763721200002,-0.017,422.68,0.0,421.0,long_nclose,0.0
32,199701,1620026902000.0,0.0,-0.001437146,100.44620006600002,100.44144006600001,0.017,422.69,0.017,422.69,long_ientry,0.0715380969641309
33,200823,1620028024000.0,0.028560000000000117,-0.0014428580000000002,100.47331720800001,100.47331720800001,-0.017,424.37,0.0,422.69,long_nclose,0.0
34,200824,1620028025000.0,0.0,-0.0014432320000000002,100.47187397600001,100.46949397600001,0.017,424.48,0.017,424.48,long_ientry,0.07182268742915798
35,203110,1620030311000.0,0.028729999999999964,-0.0014489780000000003,100.49915499800001,100.49915499800001,-0.017,426.17,0.0,424.48,long_nclose,0.0
36,203111,1620030312000.0,0.0,-0.0014494540000000002,100.49770554400001,100.49328554400002,0.017,426.31,0.017,426.31,long_ientry,0.07211378569062946
37,229288,1620056489000.0,0.0,-0.0014743079999999997,100.49623123600001,100.20292123600001,0.018,409.53,0.035,417.6802857142857,long_primary_rentry,0.14546625102457786
38,262367,1620089568000.0,0.0,-0.0016739100000000002,100.49455732600002,99.82107732600002,0.021,398.55,0.056,410.50642857142856,long_primary_rentry,0.22875228879735993
39,344921,1620172122000.0,0.0,-0.0037317420000000006,100.49082558400002,98.82145558400002,0.049,380.79,0.105,396.6387619047619,long_primary_rentry,0.41443653943500863
40,349957,1620177158000.0,0.023718571428571804,-0.0011946600000000002,100.5133494954286,100.65746092400003,-0.015,398.22,0.09,396.6387619047619,long_nclose,0.35515171617131425
41,349983,1620177184000.0,0.028368571428570986,-0.0011955899999999998,100.54052247685718,100.68686533400003,-0.015,398.53,0.075,396.6387619047619,long_nclose,0.2958797747416186
42,350281,1620177482000.0,0.033168571428571735,-0.00119655,100.57249449828575,100.70576878400004,-0.015,398.85,0.06,396.6387619047619,long_nclose,0.23662857158913717
43,350332,1620177533000.0,0.03781857142857177,-0.0011974800000000001,100.60911558971432,100.73517130400003,-0.015,399.16,0.045,396.6387619047619,long_nclose,0.17740683019719375
44,350334,1620177535000.0,0.04246857142857181,-0.00119841,100.65038575114289,100.74192289400004,-0.015,399.47,0.03,396.6387619047619,long_nclose,0.1182227248146214
45,350340,1620177541000.0,0.09423714285714198,-0.00239868,100.74222421400003,100.74222421400003,-0.03,399.78,0.0,396.6387619047619,long_nclose,0.0
46,350345,1620177546000.0,0.0,-0.0014399999999999999,100.74078421400003,100.73682421400002,0.018,400.0,0.018,400.0,long_ientry,0.07147055739317353
47,350384,1620177585000.0,0.02861999999999955,-0.001445724,100.76795849000003,100.76795849000003,-0.018,401.59,0.0,400.0,long_nclose,0.0
48,350385,1620177586000.0,0.0,-0.00144648,100.76651201000003,100.76507201000003,0.018,401.8,0.018,401.8,long_ientry,0.07177384485911609
49,354435,1620181636000.0,0.028799999999999385,-0.0014522399999999998,100.79385977000003,100.79385977000003,-0.018,403.4,0.0,401.8,long_nclose,0.0
50,354436,1620181637000.0,0.0,-0.001452348,100.79240742200003,100.78826742200002,0.018,403.43,0.018,403.43,long_ientry,0.07204649820096444
51,389269,1620216470000.0,0.02898000000000024,-0.001458144,100.81992927800003,100.81992927800003,-0.018,405.04,0.0,403.43,long_nclose,0.0
52,389275,1620216476000.0,0.0,-0.00145872,100.81847055800003,100.81667055800003,0.018,405.2,0.018,405.2,long_ientry,0.07234388658776619
53,389576,1620216777000.0,0.02898000000000024,-0.001464516,100.84598604200004,100.84598604200004,-0.018,406.81,0.0,405.2,long_nclose,0.0
54,389577,1620216778000.0,0.0,-0.001464876,100.84452116600004,100.84398116600003,0.018,406.91,0.018,406.91,long_ientry,0.07263042072403068
55,403393,1620230594000.0,0.029159999999999058,-0.0014707079999999998,100.87221045800004,100.87221045800004,-0.018,408.53,0.0,406.91,long_nclose,0.0
56,403394,1620230595000.0,0.0,-0.001471104,100.87073935400004,100.86695935400003,0.018,408.64,0.018,408.64,long_ientry,0.0729202546457623
57,404771,1620231972000.0,0.029339999999999915,-0.0014769719999999998,100.89860238200004,100.89860238200004,-0.018,410.27,0.0,408.64,long_nclose,0.0
58,404775,1620231976000.0,0.0,-0.001477188,100.89712519400004,100.89676519400004,0.018,410.33,0.018,410.33,long_ientry,0.07320268031223562
59,404998,1620232199000.0,0.029339999999999915,-0.001483056,100.92498213800005,100.92498213800005,-0.018,411.96,0.0,410.33,long_nclose,0.0
60,404999,1620232200000.0,0.0,-0.0014832,100.92349893800005,100.92079893800005,0.018,412.0,0.018,412.0,long_ientry,0.07348140005090234
61,424727,1620251928000.0,0.02951999999999975,-0.001489104,100.95152983400006,100.95152983400006,-0.018,413.64,0.0,412.0,long_nclose,0.0
62,424728,1620251929000.0,0.0,-0.001489572,100.95004026200006,100.94986026200006,0.018,413.77,0.018,413.77,long_ientry,0.07377768231364983
63,425047,1620252248000.0,0.02970000000000061,-0.001495512,100.97824475000006,100.97824475000006,-0.018,415.42,0.0,413.77,long_nclose,0.0
64,425051,1620252252000.0,0.0,-0.001495728,100.97674902200006,100.97638902200006,0.018,415.48,0.018,415.48,long_ientry,0.0740629904649694
65,427284,1620254485000.0,0.029879999999999424,-0.001501704,101.00512731800006,101.00512731800006,-0.018,417.14,0.0,415.48,long_nclose,0.0
66,427285,1620254486000.0,0.0,-0.001502532,101.00362478600006,101.00164478600006,0.018,417.37,0.018,417.37,long_ientry,0.07438010285192573
67,432124,1620259325000.0,0.029879999999999424,-0.0015085079999999998,101.03199627800007,101.03199627800007,-0.018,419.03,0.0,417.37,long_nclose,0.0
68,432125,1620259326000.0,0.0,-0.0014247700000000003,101.03057150800007,101.02564150800006,0.017,419.05,0.017,419.05,long_ientry,0.07051182521951686
69,478835,1620306036000.0,0.028390000000000273,-0.0014304480000000002,101.05753106000006,101.05753106000006,-0.017,420.72,0.0,419.05,long_nclose,0.0
70,478842,1620306043000.0,0.0,-0.0014309580000000002,101.05610010200006,101.05508010200006,0.017,420.87,0.017,420.87,long_ientry,0.07080017923488417
71,480673,1620307874000.0,0.028560000000000117,-0.0014366700000000001,101.08322343200005,101.08322343200005,-0.017,422.55,0.0,420.87,long_nclose,0.0
72,480674,1620307875000.0,0.0,-0.0014372480000000001,101.08178618400005,101.07379618400005,0.017,422.72,0.017,422.72,long_ientry,0.0710933222620228
73,482002,1620309203000.0,0.028559999999999152,-0.00144296,101.10890322400004,101.10890322400004,-0.017,424.4,0.0,422.72,long_nclose,0.0
74,482003,1620309204000.0,0.0,-0.0014433000000000002,101.10745992400004,101.10269992400004,0.017,424.5,0.017,424.5,long_ientry,0.07137455540297881
75,492151,1620319352000.0,0.028729999999999964,-0.001449046,101.13474087800004,101.13474087800004,-0.017,426.19,0.0,424.5,long_nclose,0.0
76,492154,1620319355000.0,0.0,-0.00144942,101.13329145800004,101.13312145800005,0.017,426.3,0.017,426.3,long_ientry,0.0716588958543851
77,492194,1620319395000.0,0.028899999999999808,-0.0014552000000000002,101.16073625800004,101.16073625800004,-0.017,428.0,0.0,426.3,long_nclose,0.0
78,492195,1620319396000.0,0.0,-0.0014558120000000001,101.15928044600004,101.14296044600005,0.017,428.18,0.017,428.18,long_ientry,0.0719564232555573
79,496410,1620323611000.0,0.029069999999999655,-0.0014616260000000002,101.18688882000004,101.18688882000004,-0.017,429.89,0.0,428.18,long_nclose,0.0
80,496411,1620323612000.0,0.0,-0.0014619320000000002,101.18542688800004,101.18100688800004,0.017,429.98,0.017,429.98,long_ientry,0.07224024471518913
81,496434,1620323635000.0,0.029069999999999655,-0.0014677460000000002,101.21302914200004,101.21302914200004,-0.017,431.69,0.0,429.98,long_nclose,0.0
82,496440,1620323641000.0,0.0,-0.0014800200000000003,101.21154912200004,101.21103912200003,0.017,435.3,0.017,435.3,long_ientry,0.07311517375433062
83,496704,1620323905000.0,0.029409999999999346,-0.001485902,101.23947322000004,101.23947322000004,-0.017,437.03,0.0,435.3,long_nclose,0.0
84,496710,1620323911000.0,0.0,-0.0014859360000000002,101.23798728400004,101.23730728400004,0.017,437.04,0.017,437.04,long_ientry,0.07338826264056131
85,499291,1620326492000.0,0.0,-0.0014274560000000001,101.23655982800004,100.94075982800004,0.017,419.84,0.034,428.44,long_primary_rentry,0.14389031022734405
86,510112,1620337313000.0,0.020519999999999754,-0.00103236,101.25604746800003,101.29718746800003,-0.012,430.15,0.022,428.44,long_nclose,0.09308757586038305
87,510113,1620337314000.0,0.045100000000000244,-0.001894156,101.29925331200003,101.29925331200003,-0.022,430.49,0.0,428.44,long_nclose,0.0
88,510119,1620337320000.0,0.0,-0.0014678820000000002,101.29778543000003,101.29761543000004,0.017,431.73,0.017,431.73,long_ientry,0.07245380507426556
89,511141,1620338342000.0,0.0292399999999995,-0.0014737300000000001,101.32555170000003,101.32555170000003,-0.017,433.45,0.0,431.73,long_nclose,0.0
90,511142,1620338343000.0,0.0,-0.00147441,101.32407729000003,101.32084729000003,0.017,433.65,0.017,433.65,long_ientry,0.07275713924243718
91,520910,1620348111000.0,0.02941000000000031,-0.001480292,101.35200699800004,101.35200699800004,-0.017,435.38,0.0,433.65,long_nclose,0.0
92,520911,1620348112000.0,0.0,-0.0014807680000000001,101.35052623000004,101.34831623000004,0.017,435.52,0.017,435.52,long_ientry,0.07305181606258343
93,523230,1620350431000.0,0.029580000000000158,-0.0014866840000000003,101.37861954600004,101.37861954600004,-0.017,437.26,0.0,435.52,long_nclose,0.0
94,523236,1620350437000.0,0.0,-0.0014880100000000001,101.37713153600004,101.37339153600004,0.017,437.65,0.017,437.65,long_ientry,0.07338982556788919
95,523379,1620350580000.0,0.029580000000000158,-0.0014939260000000002,101.40521761000004,101.40521761000004,-0.017,439.39,0.0,437.65,long_nclose,0.0
96,523380,1620350581000.0,0.0,-0.0014949800000000001,101.40372263000003,101.40151263000003,0.017,439.7,0.017,439.7,long_ientry,0.07371425630274218
97,523504,1620350705000.0,0.029750000000000002,-0.0015009300000000001,101.43197170000003,101.43197170000003,-0.017,441.45,0.0,439.7,long_nclose,0.0
98,523509,1620350710000.0,0.0,-0.0015011000000000002,101.43047060000004,101.42435060000004,0.017,441.5,0.017,441.5,long_ientry,0.07399650179676873
99,523670,1620350871000.0,0.029919999999999846,-0.0015070840000000001,101.45888351600003,101.45888351600003,-0.017,443.26,0.0,441.5,long_nclose,0.0
100,523671,1620350872000.0,0.0,-0.0015073900000000002,101.45737612600003,101.45516612600002,0.017,443.35,0.017,443.35,long_ientry,0.07428686102270035
101,526067,1620353268000.0,0.030089999999999693,-0.0015134080000000002,101.48595271800002,101.48595271800002,-0.017,445.12,0.0,443.35,long_nclose,0.0
102,526068,1620353269000.0,0.0,-0.001425408,101.48452731000002,101.48356731000001,0.016,445.44,0.016,445.44,long_ientry,0.07022784841111164
103,526171,1620353372000.0,0.02831999999999971,-0.001431072,101.51141623800002,101.51141623800002,-0.016,447.21,0.0,445.44,long_nclose,0.0
104,526172,1620353373000.0,0.0,-0.001431456,101.50998478200002,101.50870478200002,0.016,447.33,0.016,447.33,long_ientry,0.07050813784841731
105,526406,1620353607000.0,0.028480000000000474,-0.0014371520000000001,101.53702763000001,101.53702763000001,-0.016,449.11,0.0,447.33,long_nclose,0.0
106,526410,1620353611000.0,0.0,-0.0014371840000000002,101.53559044600001,101.52711044600001,0.016,449.12,0.016,449.12,long_ientry,0.07077242539719814
107,529083,1620356284000.0,0.02864000000000033,-0.0014429120000000002,101.56278753400001,101.56278753400001,-0.016,450.91,0.0,449.12,long_nclose,0.0
108,529084,1620356285000.0,0.0,-0.001443296,101.561344238,101.561024238,0.016,451.03,0.016,451.03,long_ientry,0.07105538090445927
109,529201,1620356402000.0,0.028800000000000183,-0.001449056,101.58869518200001,101.58869518200001,-0.016,452.83,0.0,451.03,long_nclose,0.0
110,529202,1620356403000.0,0.0,-0.0014493440000000002,101.58724583800002,101.58004583800002,0.016,452.92,0.016,452.92,long_ientry,0.07133493914734394
111,529834,1620357035000.0,0.028800000000000183,-0.001455104,101.61459073400002,101.61459073400002,-0.016,454.72,0.0,452.92,long_nclose,0.0
112,529835,1620357036000.0,0.0,-0.0014551680000000002,101.61313556600001,101.607695566,0.016,454.74,0.016,454.74,long_ientry,0.07160334103925156
113,530449,1620357650000.0,0.028960000000000038,-0.00146096,101.640634606,101.640634606,-0.016,456.55,0.0,454.74,long_nclose,0.0
114,530452,1620357653000.0,0.0,-0.00146112,101.639173486,101.636133486,0.016,456.6,0.016,456.6,long_ientry,0.07187779818975298
115,530613,1620357814000.0,0.029119999999999892,-0.0014669440000000002,101.66682654200001,101.66682654200001,-0.016,458.42,0.0,456.6,long_nclose,0.0
116,530614,1620357815000.0,0.0,-0.0014675520000000002,101.66535899000002,101.65687899000001,0.016,458.61,0.016,458.61,long_ientry,0.07217561687577137
117,531221,1620358422000.0,0.029279999999999747,-0.001473408,101.69316558200002,101.69316558200002,-0.016,460.44,0.0,458.61,long_nclose,0.0
118,531224,1620358425000.0,0.0,-0.00147392,101.69169166200003,101.68785166200003,0.016,460.6,0.016,460.6,long_ientry,0.07247003053597406
119,531377,1620358578000.0,0.029279999999999747,-0.0014797760000000001,101.71949188600003,101.71949188600003,-0.016,462.43,0.0,460.6,long_nclose,0.0
120,531396,1620358597000.0,0.0,-0.0014873600000000003,101.71800452600003,101.70984452600003,0.016,464.8,0.016,464.8,long_ientry,0.07311193367049476
121,531632,1620358833000.0,0.029599999999999457,-0.00149328,101.74611124600003,101.74611124600003,-0.016,466.65,0.0,464.8,long_nclose,0.0
122,531634,1620358835000.0,0.0,-0.0014934400000000002,101.74461780600002,101.73885780600003,0.016,466.7,0.016,466.7,long_ientry,0.0733915971283903
123,531737,1620358938000.0,0.02976000000000022,-0.0014993920000000002,101.77287841400002,101.77287841400002,-0.016,468.56,0.0,466.7,long_nclose,0.0
124,531739,1620358940000.0,0.0,-0.0014996480000000001,101.77137876600001,101.765138766,0.016,468.64,0.016,468.64,long_ientry,0.0736772960228876
125,532336,1620359537000.0,0.029920000000000075,-0.001505632,101.79979313400001,101.79979313400001,-0.016,470.51,0.0,468.64,long_nclose,0.0
126,532338,1620359539000.0,0.0,-0.001505664,101.79828747,101.79748747000001,0.016,470.52,0.016,470.52,long_ientry,0.07395330694751225
127,532584,1620359785000.0,0.029920000000000075,-0.001511648,101.826695822,101.826695822,-0.016,472.39,0.0,470.52,long_nclose,0.0
128,532594,1620359795000.0,0.0,-0.0015129280000000002,101.82518289400001,101.818622894,0.016,472.79,0.016,472.79,long_ientry,0.07429046317426986
129,532762,1620359963000.0,0.030079999999999926,-0.0015189440000000002,101.85374395000001,101.85374395000001,-0.016,474.67,0.0,472.79,long_nclose,0.0
130,532774,1620359975000.0,0.0,-0.001521056,101.85222289400001,101.85142289400001,0.016,475.33,0.016,475.33,long_ientry,0.07466974979932438
131,536070,1620363271000.0,0.030240000000000693,-0.0015271040000000003,101.88093579000001,101.88093579000001,-0.016,477.22,0.0,475.33,long_nclose,0.0
132,536073,1620363274000.0,0.0,-0.00143169,101.8795041,101.8714041,0.015,477.23,0.015,477.23,long_ientry,0.07026388735631861
133,536120,1620363321000.0,0.028499999999999658,-0.00143739,101.90656671,101.90656671,-0.015,479.13,0.0,477.23,long_nclose,0.0
134,536121,1620363322000.0,0.0,-0.0014375100000000001,101.9051292,101.90437920000001,0.015,479.17,0.015,479.17,long_ientry,0.07053177849265707
135,536163,1620363364000.0,0.028649999999999523,-0.00144324,101.93233596,101.93233596,-0.015,481.08,0.0,479.17,long_nclose,0.0
136,536165,1620363366000.0,0.0,-0.0014436,101.93089236,101.92804236,0.015,481.2,0.015,481.2,long_ientry,0.07081268330809304
137,536984,1620364185000.0,0.02880000000000024,-0.00144936,101.958243,101.958243,-0.015,483.12,0.0,481.2,long_nclose,0.0
138,536985,1620364186000.0,0.0,-0.0014502900000000001,101.95679271,101.95169271,0.015,483.43,0.015,483.43,long_ientry,0.0711227747289541
139,537056,1620364257000.0,0.0289500000000001,-0.00145608,101.98428663,101.98428663,-0.015,485.36,0.0,483.43,long_nclose,0.0
140,537057,1620364258000.0,0.0,-0.0014562300000000002,101.9828304,101.9819304,0.015,485.41,0.015,485.41,long_ientry,0.07139584154942223
141,537124,1620364325000.0,0.028949999999999247,-0.0014620199999999999,102.01031838,102.01031838,-0.015,487.34,0.0,485.41,long_nclose,0.0
142,537127,1620364328000.0,0.0,-0.0014633399999999998,102.00885504,102.00615504,0.015,487.78,0.015,487.78,long_ientry,0.07172612610082678
143,539335,1620366536000.0,0.029100000000000816,-0.0014691600000000002,102.03648588,102.03648588,-0.015,489.72,0.0,487.78,long_nclose,0.0
144,539336,1620366537000.0,0.0,-0.00146928,102.0350166,102.03291660000001,0.015,489.76,0.015,489.76,long_ientry,0.07199881221952972
145,539362,1620366563000.0,0.029249999999999828,-0.0014751299999999998,102.06279147000001,102.06279147000001,-0.015,491.71,0.0,489.76,long_nclose,0.0
146,539363,1620366564000.0,0.0,-0.0014769000000000002,102.06131457000001,102.04316457,0.015,492.3,0.015,492.3,long_ientry,0.07235356541420256
147,539662,1620366863000.0,0.02939999999999969,-0.0014827800000000002,102.08923179000001,102.08923179000001,-0.015,494.26,0.0,492.3,long_nclose,0.0
148,539668,1620366869000.0,0.0,-0.00148386,102.08774793000002,102.08099793000002,0.015,494.62,0.015,494.62,long_ientry,0.07267571427951666
149,539736,1620366937000.0,0.029549999999999556,-0.0014897699999999999,102.11580816000001,102.11580816000001,-0.015,496.59,0.0,494.62,long_nclose,0.0
150,539737,1620366938000.0,0.0,-0.00149052,102.11431764000001,102.09901764000001,0.015,496.84,0.015,496.84,long_ientry,0.0729829094708721
151,540390,1620367591000.0,0.02970000000000027,-0.00149646,102.14252118000002,102.14252118000002,-0.015,498.82,0.0,496.84,long_nclose,0.0
152,540391,1620367592000.0,0.0,-0.0014969999999999998,102.14102418000002,102.13607418000002,0.015,499.0,0.015,499.0,long_ientry,0.0732810353145609
153,540502,1620367703000.0,0.029850000000000137,-0.0015029700000000002,102.16937121000002,102.16937121000002,-0.015,500.99,0.0,499.0,long_nclose,0.0
154,540503,1620367704000.0,0.0,-0.001506,102.16786521000002,102.16591521000002,0.015,502.0,0.015,502.0,long_ientry,0.07370223489080964
155,540554,1620367755000.0,0.03,-0.0015119999999999999,102.19635321000001,102.19635321000001,-0.015,504.0,0.0,502.0,long_nclose,0.0
156,540555,1620367756000.0,0.0,-0.00151215,102.19484106000002,102.19424106000001,0.015,504.05,0.015,504.05,long_ientry,0.07398367590357108
157,546483,1620373684000.0,0.0,-0.00145263,102.19338843000001,101.89248843000001,0.015,484.21,0.03,494.13,long_primary_rentry,0.14505732932178886
158,550022,1620377223000.0,0.0216700000000003,-0.00109142,102.21396701000002,102.25196701000002,-0.011,496.1,0.019,494.13,long_nclose,0.09185114593078543
159,550032,1620377233000.0,0.044840000000000255,-0.001886662,102.25692034800002,102.25692034800002,-0.019,496.49,0.0,494.13,long_nclose,0.0
160,550033,1620377234000.0,0.0,-0.0014895,102.25543084800002,102.25408084800002,0.015,496.5,0.015,496.5,long_ientry,0.07283231744503146
161,563470,1620390671000.0,0.02970000000000027,-0.00149544,102.28363540800002,102.28363540800002,-0.015,498.48,0.0,496.5,long_nclose,0.0
162,563472,1620390673000.0,0.0,-0.00149577,102.28213963800002,102.27793963800002,0.015,498.59,0.015,498.59,long_ientry,0.0731198039703644
163,563576,1620390777000.0,0.029850000000000137,-0.0015017399999999999,102.31048789800002,102.31048789800002,-0.015,500.58,0.0,498.59,long_nclose,0.0
164,563583,1620390784000.0,0.0,-0.0015019200000000001,102.30898597800002,102.30403597800003,0.015,500.64,0.015,500.64,long_ientry,0.07340117711277896
165,563669,1620390870000.0,0.029850000000000137,-0.00150789,102.33732808800002,102.33732808800002,-0.015,502.63,0.0,500.64,long_nclose,0.0
166,563670,1620390871000.0,0.0,-0.0015094800000000001,102.33581860800003,102.32981860800002,0.015,503.16,0.015,503.16,long_ientry,0.07375130333310284
167,563731,1620390932000.0,0.03,-0.00151548,102.36430312800003,102.36430312800003,-0.015,505.16,0.0,503.16,long_nclose,0.0
168,563734,1620390935000.0,0.0,-0.00151632,102.36278680800004,102.36218680800003,0.015,505.44,0.015,505.44,long_ientry,0.0740659788231505
169,563783,1620390984000.0,0.03014999999999986,-0.00152235,102.39141445800004,102.39141445800004,-0.015,507.45,0.0,505.44,long_nclose,0.0
170,563786,1620390987000.0,0.0,-0.00152265,102.38989180800004,102.38794180800005,0.015,507.55,0.015,507.55,long_ientry,0.07435548437023695
171,563841,1620391042000.0,0.030299999999999726,-0.00152871,102.41866309800004,102.41866309800004,-0.015,509.57,0.0,507.55,long_nclose,0.0
172,563842,1620391043000.0,0.0,-0.0015293099999999999,102.41713378800004,102.41623378800004,0.015,509.77,0.015,509.77,long_ientry,0.07466084743035376
173,563862,1620391063000.0,0.030450000000000442,-0.0015354,102.44604838800005,102.44604838800005,-0.015,511.8,0.0,509.77,long_nclose,0.0
174,563863,1620391064000.0,0.0,-0.0014352520000000004,102.44461313600006,102.43285313600006,0.014,512.59,0.014,512.59,long_ientry,0.07005014495465152
175,564066,1620391267000.0,0.028559999999999492,-0.001440964,102.47173217200006,102.47173217200006,-0.014,514.63,0.0,512.59,long_nclose,0.0
176,564070,1620391271000.0,0.0,-0.0014411600000000001,102.47029101200006,102.46637101200005,0.014,514.7,0.014,514.7,long_ientry,0.07032086987199193
177,564075,1620391276000.0,0.028699999999999365,-0.0014469,102.49754411200006,102.49754411200006,-0.014,516.75,0.0,514.7,long_nclose,0.0
178,564076,1620391277000.0,0.0,-0.0014478800000000001,102.49609623200006,102.48475623200005,0.014,517.1,0.014,517.1,long_ientry,0.0706309827021471
179,568586,1620395787000.0,0.028839999999999238,-0.001453648,102.52348258400005,102.52348258400005,-0.014,519.16,0.0,517.1,long_nclose,0.0
180,568588,1620395789000.0,0.0,-0.00145502,102.52202756400006,102.51922756400006,0.014,519.65,0.014,519.65,long_ientry,0.07096133555745833
181,577045,1620404246000.0,0.0,-0.0014976,102.52052996400006,102.22813996400006,0.015,499.2,0.029,509.07241379310335,long_primary_rentry,0.14400140152595817
182,578929,1620406130000.0,0.0,-0.0017489159999999999,102.51878104800006,101.82866104800007,0.018,485.81,0.047,500.16340425531905,long_primary_rentry,0.2293012047128567
183,597322,1620424523000.0,0.0,-0.0038061120000000004,102.51497493600006,100.81401493600006,0.041,464.16,0.088,483.3890909090909,long_primary_rentry,0.4149465970855141
184,633197,1620460398000.0,0.02305090909090927,-0.0011647440000000001,102.53686110109096,102.68741019200006,-0.012,485.31,0.076,483.3890909090909,long_nclose,0.358286478780264
185,633205,1620460406000.0,0.027730909090909108,-0.00116568,102.56342633018187,102.74844451200005,-0.012,485.7,0.064,483.3890909090909,long_nclose,0.3016367815032507
186,633205,1620460406000.0,0.03229090909090906,-0.001166592,102.59455064727278,102.74487792000005,-0.012,486.08,0.052,483.3890909090909,long_nclose,0.2450055345891893
187,633221,1620460422000.0,0.03992181818181808,-0.001264796,102.6332076694546,102.76272312400006,-0.013,486.46,0.039,483.3890909090909,long_nclose,0.1836849395389722
