trade_id,timestamp,pnl,fee_paid,balance,equity,pbr,qty,price,psize,pprice,type,adg
63994,1609523194000.0,0.0,-0.0058476000000000005,99.9941524,99.96445240000001,0.2923970982127151,165.0,0.1772,165.0,0.1772,long_ientry_full,0.99952009227505
132312,1609591512000.0,-0.516449999999999,-0.005744310000000001,99.47195809,99.47195809,0.0,-165.0,0.17407,0.0,0.1772,long_sclose_full,0.9965487092886265
132773,1609591973000.0,0.0,-0.00150887,99.47044922,99.46915922000001,0.0758451385226387,-43.0,0.17545,-43.0,0.17545,shrt_ientry_full,0.9965424248363581
160807,1609620007000.0,-0.13114999999999988,-0.0015351,99.33776412,99.33776412,0.0,43.0,0.1785,0.0,0.17545,shrt_sclose_full,0.9964364034163414
161857,1609621057000.0,0.0,-0.00596232,99.33180180000001,99.31659180000001,0.30012140583158126,169.0,0.1764,169.0,0.1764,long_ientry_full,0.9963461051708393
168236,1609627436000.0,0.47657999999999817,-0.006057636,99.80232416400001,99.80232416400001,0.0,-169.0,0.17922,0.0,0.1764,long_nclose_full,0.9989843189527149
179041,1609638241000.0,0.0,-0.00583832,99.79648584400002,99.764755844,0.2925113019072812,167.0,0.1748,167.0,0.1748,long_ientry_full,0.9988640881200579
191261,1609650461000.0,0.372409999999997,-0.005912802,100.16298304200001,100.16298304200001,0.0,-167.0,0.17703,0.0,0.1748,long_nclose_full,1.000735928840013
205323,1609664523000.0,0.0,-0.00149772,100.161485322,100.159805322,0.074765265070956,-42.0,0.1783,-42.0,0.1783,shrt_ientry_full,1.0006721504792162
212559,1609671759000.0,0.0,-0.00378,100.157705322,99.70688532199999,0.2634704930106226,-100.0,0.189,-142.0,0.1858352112676056,shrt_rentry_full,0.9988075230083538
260546,1609719746000.0,0.0,-0.00920804,100.148497282,95.485627282,0.7232140467974636,-211.0,0.2182,-353.0,0.20518073654390934,shrt_rentry_full,0.9847981311147843
285718,1609744918000.0,0.0,-0.006536,100.141961282,96.69385128199998,0.32633672819701465,152.0,0.215,152.0,0.215,long_ientry_full,0.9898848378345724
285807,1609745007000.0,-2.619000000000008,-0.015009560000000003,97.50795172199999,97.13251172199999,0.0,353.0,0.2126,0.0,0.20518073654390934,shrt_sclose_full,0.9912433809681774
286071,1609745271000.0,0.6080000000000005,-0.0066576,98.109294122,98.109294122,0.0,-152.0,0.219,0.0,0.215,long_nclose_full,0.9942515474188974
286945,1609746145000.0,0.0,-0.0063551200000000006,98.102939002,98.094059002,0.323900591799316,148.0,0.2147,148.0,0.2147,long_ientry_full,0.9942225142410309
288032,1609747232000.0,0.6067999999999989,-0.00647648,98.703262522,98.703262522,0.0,-148.0,0.2188,0.0,0.2147,long_nclose_full,0.9960924339592119
290322,1609749522000.0,0.0,-0.0062604800000000006,98.69700204200001,98.672182042,0.31715654328263615,146.0,0.2144,146.0,0.2144,long_ientry_full,0.9960298383063269
294057,1609753257000.0,0.0,-0.01403528,98.682966762,96.056066762,1.0283314672201018,353.0,0.1988,499.0,0.20336432865731463,long_rentry_full,0.9882468218397378
298621,1609757821000.0,3.011800000000001,-0.020898120000000003,101.673868642,101.673868642,0.0,-499.0,0.2094,0.0,0.20336432865731463,long_nclose_full,1.0048144698057087
298639,1609757839000.0,0.0,-0.00602496,101.667843682,101.656323682,0.2963060778019974,144.0,0.2092,144.0,0.2092,long_ientry_full,1.0047640114027383
302362,1609761562000.0,0.5040000000000004,-0.00612576,102.165717922,102.165717922,0.0,-144.0,0.2127,0.0,0.2092,long_nclose_full,1.006141262756306
302883,1609762083000.0,0.0,-0.0059545200000000005,102.159763402,102.139743402,0.2914317634316011,143.0,0.2082,143.0,0.2082,long_ientry_full,1.0060576914764479
303574,1609762774000.0,0.560560000000001,-0.006066632,102.71425676999999,102.71425676999999,0.0,-143.0,0.21212,0.0,0.2082,long_nclose_full,1.0076511711200926
306179,1609765379000.0,0.0,-0.006034900000000001,102.70822186999999,102.70532186999999,0.2937885541256134,145.0,0.2081,145.0,0.2081,long_ientry_full,1.0075610940293553
309507,1609768707000.0,0.5219999999999989,-0.0061393,103.22408257,103.22408257,0.0,-145.0,0.2117,0.0,0.2081,long_nclose_full,1.008897451273885
310554,1609769754000.0,0.0,-0.0016758300000000003,103.22240674,103.20719674,0.0811756891224759,-39.0,0.21485,-39.0,0.21485,shrt_ientry_full,1.0088214044106532
317353,1609776553000.0,0.10764000000000049,-0.0016543019999999999,103.328392438,103.328392438,0.0,39.0,0.21209,0.0,0.21485,shrt_nclose_full,1.0089539266197312
318265,1609777465000.0,0.0,-0.0060882,103.322304238,103.296024238,0.29462176849908434,146.0,0.2085,146.0,0.2085,long_ientry_full,1.00884234547851
320424,1609779624000.0,0.5547999999999997,-0.0061991600000000004,103.870905078,103.870905078,0.0,-146.0,0.2123,0.0,0.2085,long_nclose_full,1.010293280271845
321337,1609780537000.0,0.0,-0.006082360000000001,103.86482271800001,103.85606271800002,0.2928017321376467,146.0,0.2083,146.0,0.2083,long_ientry_full,1.0102250680874645
326591,1609785791000.0,0.496399999999998,-0.00618164,104.35504107800001,104.35504107800001,0.0,-146.0,0.2117,0.0,0.2083,long_nclose_full,1.0113413136631708
329607,1609788807000.0,0.0,-0.0015864120000000002,104.35345466600002,104.35123466600002,0.07601147489930095,-37.0,0.21438,-37.0,0.21438,shrt_ientry_full,1.0112272875276027
334765,1609793965000.0,0.09545999999999996,-0.00156732,104.44734734600002,104.44734734600002,0.0,37.0,0.2118,0.0,0.21438,shrt_nclose_full,1.011293607532706
341100,1609800300000.0,0.0,-0.0015935160000000001,104.44575383000002,104.43983383000001,0.07628438407336639,-37.0,0.21534,-37.0,0.21534,shrt_ientry_full,1.0110642780002286
345749,1609804949000.0,0.0,-0.00407086,104.44168297000002,103.93098297000002,0.27117410591837376,-89.0,0.2287,-126.0,0.2247768253968254,shrt_rentry_full,1.009681629542126
350257,1609809457000.0,0.6648799999999992,-0.0055314000000000006,105.10103157000002,105.10103157000002,0.0,126.0,0.2195,0.0,0.2247768253968254,shrt_nclose_full,1.0123482194154378
351053,1609810253000.0,0.0,-0.00163799,105.09939358000001,105.09495358000001,0.0779257588557439,-37.0,0.22135,-37.0,0.22135,shrt_ientry_full,1.0123056399172745
354353,1609813553000.0,0.1313499999999999,-0.00161172,105.22913186000001,105.22913186000001,0.0,37.0,0.2178,0.0,0.22135,shrt_nclose_full,1.0125052869758324
359433,1609818633000.0,0.0,-0.006316640000000001,105.22281522000002,105.20801522000001,0.30015543619476254,148.0,0.2134,148.0,0.2134,long_ientry_full,1.0122786243559823
369515,1609828715000.0,0.31079999999999863,-0.0063788,105.52723642000001,105.52723642000001,0.0,-148.0,0.2155,0.0,0.2134,long_nclose_full,1.0126587105689626
370058,1609829258000.0,0.0,-0.0016161600000000002,105.52562026000001,105.52488026000002,0.0765766643218023,-37.0,0.2184,-37.0,0.2184,shrt_ientry_full,1.0126347401735407
378931,1609838131000.0,0.0,-0.00404202,105.52157824000001,104.98867824000001,0.268105353159661,-87.0,0.2323,-124.0,0.2281524193548387,shrt_rentry_full,1.0111618853161308
396701,1609855901000.0,0.2793000000000012,-0.00560232,105.79527592000001,105.79527592000001,0.0,124.0,0.2259,0.0,0.2281524193548387,shrt_nclose_full,1.0123452831386759
397837,1609857037000.0,0.0,-0.00172642,105.79354950000001,105.79243950000001,0.08159382155903559,-37.0,0.2333,-37.0,0.2333,shrt_ientry_full,1.0123039215505725
404731,1609863931000.0,0.0,-0.004518,105.78903150000001,105.0909515,0.2951355122293562,-90.0,0.251,-127.0,0.24584330708661417,shrt_rentry_full,1.0106567018581611
471789,1609930989000.0,0.0,-0.010453599999999999,105.7785779,99.88607789999998,0.7892911935243552,-179.0,0.292,-306.0,0.27284346405228754,shrt_rentry_full,0.9997912742253012
503968,1609963168000.0,0.0,-0.0066872400000000005,105.77189066,99.54675065999999,0.3161161230206188,114.0,0.2933,114.0,0.2933,long_ientry_full,0.9992214886701717
503972,1609963172000.0,-5.89250000000002,-0.017876520000000003,99.86151413999998,99.71559413999998,0.0,306.0,0.2921,0.0,0.27284346405228754,shrt_sclose_full,0.9995118445255707
505277,1609964477000.0,0.6270000000000006,-0.006812640000000001,100.48170149999999,100.48170149999999,0.0,-114.0,0.2988,0.0,0.2933,long_nclose_full,1.0008220471867417
506126,1609965326000.0,0.0,-0.0018552,100.47984629999999,100.47504629999999,0.09231702019432728,-30.0,0.3092,-30.0,0.3092,shrt_ientry_full,1.000809351563023
508717,1609967917000.0,0.18809999999999993,-0.00181758,100.66612871999999,100.66612871999999,0.0,30.0,0.30293,0.0,0.3092,shrt_nclose_full,1.001128231045454
512381,1609971581000.0,0.0,-0.0018002040000000001,100.66432851599998,100.66229851599998,0.08941618279974264,-29.0,0.31038,-29.0,0.31038,shrt_ientry_full,1.0011137354154906
514968,1609974168000.0,0.0,-0.004785400000000001,100.65954311599998,99.86456311599999,0.3271226848511897,-71.0,0.337,-100.0,0.3292802,shrt_rentry_full,0.9997726393296323
519368,1609978568000.0,0.995020000000002,-0.0063866,101.64817651599998,101.64817651599998,0.0,100.0,0.31933,0.0,0.3292802,shrt_nclose_full,1.0027231922875857
519375,1609978575000.0,0.0,-0.0018670200000000003,101.64630949599997,101.64195949599997,0.09183904507981532,-29.0,0.3219,-29.0,0.3219,shrt_ientry_full,1.0027129530143633
522624,1609981824000.0,0.0,-0.005070240000000001,101.64123925599998,100.72806925599997,0.34126207289382726,-72.0,0.3521,-101.0,0.3434287128712871,shrt_rentry_full,1.0012000002181494
526664,1609985864000.0,1.1845999999999999,-0.00670034,102.81913891599997,102.81913891599997,0.0,101.0,0.3317,0.0,0.3434287128712871,shrt_nclose_full,1.0045712647056841
527519,1609986719000.0,0.0,-0.0019367359999999999,102.81720217999997,102.81430217999997,0.09418346147026038,-29.0,0.33392,-29.0,0.33392,shrt_ientry_full,1.0045560987574607
534884,1609994084000.0,0.16674999999999934,-0.0019033860000000002,102.98204879399997,102.98204879399997,0.0,29.0,0.32817,0.0,0.33392,shrt_nclose_full,1.00475777157283
543314,1610002514000.0,0.0,-0.0018327600000000001,102.98021603399997,102.97265603399997,0.08898602423765045,-27.0,0.3394,-27.0,0.3394,shrt_ientry_full,1.0046692051864075
545668,1610004868000.0,0.17279999999999895,-0.0017982,103.15121783399997,103.15121783399997,0.0,27.0,0.333,0.0,0.3394,shrt_nclose_full,1.004924660228012
548561,1610007761000.0,0.0,-0.00633668,103.14488115399996,103.13704115399996,0.30717375060712176,98.0,0.3233,98.0,0.3233,long_ientry_full,1.004876871192134
549827,1610009027000.0,0.5880000000000005,-0.006454280000000001,103.72642687399996,103.72642687399996,0.0,-98.0,0.3293,0.0,0.3233,long_nclose_full,1.0057658107591614
551612,1610010812000.0,0.0,-0.00632296,103.72010391399995,103.61818391399996,0.30480879604800215,98.0,0.3226,98.0,0.3226,long_ientry_full,1.0055826354790327
553718,1610012918000.0,0.5880000000000005,-0.006440560000000001,104.30166335399996,104.30166335399996,0.0,-98.0,0.3286,0.0,0.3226,long_nclose_full,1.0065934335398772
555529,1610014729000.0,0.0,-0.006309240000000001,104.29535411399996,104.28849411399996,0.30246984890159584,98.0,0.3219,98.0,0.3219,long_ientry_full,1.0065521015965297
562073,1610021273000.0,0.33319999999999594,-0.00637588,104.62217823399996,104.62217823399996,0.0,-98.0,0.3253,0.0,0.3219,long_nclose_full,1.0069699233955252
562581,1610021781000.0,0.0,-0.006172304,104.61600592999996,104.61309592999996,0.29499807152501956,97.0,0.31816,97.0,0.31816,long_ientry_full,1.0069501823169815
567575,1610026775000.0,0.5082800000000022,-0.00627396,105.11801196999996,105.11801196999996,0.0,-97.0,0.3234,0.0,0.31816,long_nclose_full,1.0076270939139673
570554,1610029754000.0,0.0,-0.006082560000000001,105.11192940999996,105.07256940999996,0.2893372823685096,96.0,0.3168,96.0,0.3168,long_ientry_full,1.0075211475286303
576058,1610035258000.0,0.482879999999998,-0.006179136,105.58863027399995,105.58863027399995,0.0,-96.0,0.32183,0.0,0.3168,long_nclose_full,1.0081896083225554
576848,1610036048000.0,0.0,-0.0016275000000000003,105.58700277399996,105.58675277399996,0.0770691447451883,-25.0,0.3255,-25.0,0.3255,shrt_ientry_full,1.0081756617496576
577311,1610036511000.0,0.11499999999999982,-0.0016045000000000002,105.70039827399995,105.70039827399995,0.0,25.0,0.3209,0.0,0.3255,shrt_nclose_full,1.0083314017228981
577350,1610036550000.0,0.0,-0.0016295000000000003,105.69876877399994,105.69701877399994,0.07708226022405801,-25.0,0.3259,-25.0,0.3259,shrt_ientry_full,1.0083260120206239
