trade_id,qty,price,side,type,fee_paid,pside,long_psize,long_pprice,shrt_psize,shrt_pprice,pnl,liq_price,liq_diff,equity,pnl_plus_fees_cumsum,loss_cumsum,profit_cumsum,fee_paid_cumsum,available_margin,balance,timestamp,progress,drawdown,balance_starting_balance_ratio,equity_starting_balance_ratio,equity_balance_ratio,gain,n_days,average_daily_gain,hours_since_long_pos_change,hours_since_shrt_pos_change,hours_since_pos_change_max
59662,0.071,112.66,buy,initial_long_entry,-0.0014397948,long,0.071,112.66,0.0,,0.0,0.0,1.0,49.8342302052,-0.0014397948,0.0,0.0,-0.0014397948,45.668455205200004,49.9985602052,1605204418524.0,0.003899047719254448,0.003297532626135609,0.999971204104,0.9966846041040001,0.9967133053566829,0.9966846041040001,1.2888580324074075,0.9974266915166998,0.0,0.0,0.0
59662,0.078,111.08,buy,long_reentry,-0.0015595632,long,0.149,111.83288590604027,0.0,,0.0,0.0,1.0,49.832670642000004,-0.0029993579999999997,0.0,0.0,-0.0029993579999999997,45.666895642,49.997000642,1605204418524.0,0.003899047719254448,0.0032976358257126785,0.9999400128400001,0.9966534128400001,0.9967132028343726,0.9966534128400001,1.2888580324074075,0.9974024727149987,0.0,0.0,0.0
74376,-0.071,112.58,sel,long_close,-0.0014387724,long,0.078,111.83288590604027,0.0,,0.053045100671140356,0.0,1.0,50.1084418696,0.04860697027114035,0.0,0.053045100671140356,-0.0044381303999999995,47.92770059443222,50.048606970271145,1605229425987.0,0.00486064116468219,0.0011941081601492824,1.000972139405423,1.002168837392,1.001195535759155,1.002168837392,1.578296261574074,1.0013736182084023,0.0,0.0,0.0
74378,-0.078,112.61,sel,long_close,-0.0015810444000000001,long,0.0,111.83288590604027,0.0,,0.06061489932885851,0.0,1.0,50.1076408252,0.10764082519999886,0.0,0.11365999999999887,-0.0060191748,50.1076408252,50.1076408252,1605229425987.0,0.004860771869241851,0.0,1.0021528165040001,1.0021528165040001,1.0,1.0021528165040001,1.578296261574074,1.0013634754850573,0.0,0.0,0.0
76707,0.072,111.95,buy,initial_long_entry,-0.001450872,long,0.072,111.95,0.0,,0.0,0.0,1.0,50.1054699532,0.10618995319999885,0.0,0.11365999999999887,-0.0074700467999999996,48.0903699532,50.1061899532,1605234370366.0,0.0050129773289673656,1.4369688592356594e-05,1.002123799064,1.002109399064,0.9999856305178926,1.002109399064,1.6355228703703704,1.0012892118178391,0.0,0.0,0.0
77655,-0.072,112.7,sel,long_close,-0.0014605920000000001,long,0.0,111.95,0.0,,0.05399999999999999,0.0,1.0,50.1587293612,0.15872936119999886,0.0,0.16765999999999887,-0.0089306388,50.1587293612,50.1587293612,1605236467848.0,0.005074931290246793,0.0,1.003174587224,1.003174587224,1.0,1.003174587224,1.6597992824074075,1.001911428160452,0.0,0.0,0.0
80468,0.072,111.91,buy,initial_long_entry,-0.0014503536,long,0.072,111.91,0.0,,0.0,0.0,1.0,50.1558390076,0.15727900759999885,0.0,0.16765999999999887,-0.0103809924,48.1414590076,50.1572790076,1605243759676.0,0.005258767253410327,2.8710515634762452e-05,1.0031455801520002,1.003116780152,0.9999712903086353,1.003116780152,1.7441954398148147,1.0017857579167357,0.0,0.0,0.0
83415,-0.072,112.66,sel,long_close,-0.0014600735999999999,long,0.0,111.91,0.0,,0.05399999999999999,0.0,1.0,50.209818934000005,0.20981893399999885,0.0,0.22165999999999886,-0.011841066,50.209818934000005,50.209818934000005,1605249192568.0,0.005451360422071164,0.0,1.0041963786800001,1.0041963786800001,1.0,1.0041963786800001,1.8070761342592592,1.0023200208004628,0.0,0.0,0.0
87849,-0.071,113.47,sel,initial_shrt_entry,-0.0014501466,shrt,0.0,111.91,-0.071,113.47,0.0,815.7560122924427,6.18854434519248,50.20765878740001,0.20836878739999884,0.0,0.22165999999999886,-0.013291212600000001,48.19356628740001,50.208368787400005,1605258105032.0,0.005741132430840133,1.4141268825228908e-05,1.004167375748,1.0041531757480002,0.9999858589311474,1.0041531757480002,1.9102296527777778,1.002172029187198,2.4756844444444446,0.0,2.4756844444444446
110579,-0.078,115.06,sel,shrt_reentry,-0.0016154424,shrt,0.0,111.91,-0.149,114.3023489932886,0.0,448.5797882997319,2.898320920307047,50.092373345000006,0.20675334499999884,0.0,0.22165999999999886,-0.014906655000000001,45.83461084500001,50.206753345,1605321731146.0,0.007226589751390125,0.0022833815282065077,1.0041350669,1.0018474669000001,0.997721820424953,1.0018474669000001,2.646643009259259,1.0006976408190735,20.149605,0.0,20.149605
124951,0.071,113.54,buy,shrt_close,-0.0014510412,shrt,0.0,111.91,-0.078,114.3023489932886,0.05412677852349041,753.4579263709603,5.636641648647585,50.319672303800004,0.25942908232348927,0.0,0.27578677852348926,-0.0163576962,48.09077649843088,50.25942908232349,1605348003016.0,0.008165832717115795,0.0011972101311153057,1.0051885816464698,1.006393446076,1.001198645161246,1.006393446076,2.950715578703704,1.002162181321787,27.447346666666668,0.0,27.447346666666668
124961,0.078,113.5,buy,shrt_close,-0.00159354,shrt,0.0,111.91,-0.0,114.3023489932886,0.06258322147651109,0.0,1.0,50.320418763800006,0.32041876380000034,0.0,0.33837000000000034,-0.0179512362,50.320418763800006,50.320418763800006,1605348005560.0,0.008166486239914101,0.0,1.006408375276,1.006408375276,1.0,1.006408375276,2.9507450231481482,1.0021671978940656,27.448053333333334,0.0,27.448053333333334
125129,0.071,113.07,buy,initial_long_entry,-0.0014450345999999998,long,0.071,113.07,-0.0,114.3023489932886,0.0,0.0,1.0,50.318263729200005,0.31897372920000033,0.0,0.33837000000000034,-0.0193962708,48.3112712292,50.3189737292,1605348108725.0,0.008177465422925646,1.4110184799281389e-05,1.006379474584,1.0063652745840002,0.9999858900142953,1.0063652745840002,2.9519390625,1.0021517808587117,0.0,0.028656944444444443,0.028656944444444443
125247,-0.071,113.83,sel,long_close,-0.0014547474,long,0.0,113.07,-0.0,114.3023489932886,0.05396000000000036,0.0,1.0,50.3714789818,0.3714789818000007,0.0,0.3923300000000007,-0.0208510182,50.3714789818,50.3714789818,1605348196030.0,0.008185176991945658,0.0,1.007429579636,1.007429579636,1.0,1.007429579636,2.952949537037037,1.0025098300211313,0.0,0.052908333333333335,0.052908333333333335
131120,-0.07,114.77,sel,initial_shrt_entry,-0.0014461020000000003,shrt,0.0,113.07,-0.07,114.77,0.0,829.3862394461801,6.225248187526614,50.368632879799996,0.3700328798000007,0.0,0.3923300000000007,-0.022297120200000003,48.3601578798,50.3700328798,1605360280411.0,0.00856899093139089,2.7795076418786488e-05,1.007400657596,1.007372657596,0.999972205696126,1.007372657596,3.0928150578703706,1.0023778797960943,3.3567725,0.0,3.3567725
139658,-0.077,116.37,sel,shrt_reentry,-0.0016128882,shrt,0.0,113.07,-0.147,115.60809523809522,0.0,455.5282108694771,2.9141451354998895,50.2549499916,0.3684199916000007,0.0,0.3923300000000007,-0.023910008400000002,46.0063524916,50.3684199916,1605379054212.0,0.009126968696584723,0.002257887034390956,1.007368399832,1.005098999832,0.997747199534571,1.005098999832,3.3101044212962965,1.001537701750504,8.571717222222222,0.0,8.571717222222222
157223,-0.163,117.74,sel,shrt_reentry,-0.0034544916000000003,shrt,0.0,113.07,-0.31,116.72906451612903,0.0,277.5425831834798,1.3570495387132042,50.048475499999995,0.3649655000000007,0.0,0.3923300000000007,-0.027364500000000003,41.00197299999999,50.3649655,1605432448906.0,0.010274881491809561,0.006323669139532567,1.0072993099999998,1.00096951,0.9937160683650225,1.00096951,3.928098564814815,1.000246724936002,23.403576666666666,0.0,23.403576666666666
158533,0.069,115.95,buy,shrt_close,-0.0014400990000000002,shrt,0.0,113.07,-0.241,116.72906451612903,0.05375545161290278,323.7697056185175,1.7925625808048775,50.60744540099999,0.4172808526129035,0.0,0.44608545161290347,-0.028804599000000004,43.57451926390322,50.4172808526129,1605435811040.0,0.010360492978387674,0.0037576397480703,1.008345617052258,1.01214890802,1.0037718128620028,1.01214890802,3.967012152777778,1.003048667346693,24.33750277777778,0.0,24.33750277777778
158719,0.069,115.95,buy,shrt_close,-0.0014400990000000002,shrt,0.0,113.07,-0.172,116.72906451612903,0.05375545161290278,407.40834036124585,2.5139584298882687,50.605315301999994,0.46959620522580625,0.0,0.49984090322580627,-0.030244698000000004,45.585965527806444,50.4695962052258,1605435911421.0,0.010372648502436169,0.002681913865455787,1.009391924104516,1.01210630604,1.0026891258694108,1.01210630604,3.9681739699074075,1.0030371338407056,24.36538638888889,0.0,24.36538638888889
