trade_id,qty,price,side,type,fee_paid,pnl,pside,long_psize,long_pprice,shrt_psize,shrt_pprice,liq_price,liq_diff,equity,available_margin,balance,timestamp,gain,n_days,closest_liq,average_daily_gain
85096,-70.555,85.04,sel,initial_shrt_entry,-1.0799994960000001,0.0,shrt,0.0,,-70.555,85.04,98.60639438127102,0.15939323199613192,998.2144505040006,0.0,998.920000504,1581250871841.0,0.9982144505040006,3.993883321759259,1.0,0.9995526294691836
85119,18.079,85.02,buy,stop_loss_shrt_close,-0.2766737844,0.361580000000185,shrt,0.0,,-52.476,85.04,103.45662791903963,0.21828341873574694,1005.3020267196005,261.5421867196004,999.0049067196002,1581250904751.0,1.0053020267196005,3.9942642245370372,0.159802333348283,1.0013247802659155
85128,13.446,85.03,buy,stop_loss_long_entry,-0.20579640840000002,0.0,long,13.446,85.03,-52.476,85.04,109.52407110983818,0.28821537414535614,999.7141703112005,65.40210031120046,998.7991103112001,1581250965657.0,0.9997141703112005,3.9949691550925928,0.159802333348283,0.9999284449248725
85143,13.446,84.83,buy,stop_loss_shrt_close,-0.2053123524,2.823660000000107,shrt,13.446,85.03,-39.03,85.04,122.67782321963566,0.446672443627779,1007.6920779588006,263.9546479588006,1001.4174579588002,1581250992150.0,1.0076920779588006,3.9952757870370372,0.159802333348283,1.001919766761744
85144,10.001,84.8,buy,stop_loss_long_entry,-0.152655264,0.0,long,23.447,84.93189661790421,-39.03,85.04,145.94547958208938,0.7214611887484003,1007.8510826948003,122.76618602813357,1001.2648026948002,1581250992150.0,1.0078510826948004,3.9952757870370372,0.159802333348283,1.0019593346352955
89362,-23.447,86.43,sel,long_close,-0.3647743578,35.12603000000003,long,0.0,84.93189661790421,-39.03,85.04,110.9188389605233,0.283188789455383,981.3840583370005,428.1988583370005,1036.0260583370002,1581285526336.0,0.9813840583370005,4.394977013888889,0.159802333348283,0.9957334740014422
89416,10.001,86.37,buy,stop_loss_long_entry,-0.15548154660000002,0.0,long,10.001,86.37,-39.03,85.04,119.05921160103138,0.37959688993083873,985.9927067904005,288.8431117904005,1035.8705767904003,1581285535470.0,0.9859927067904004,4.395082731481481,0.159802333348283,0.9967955761868915
89434,10.001,86.36,buy,stop_loss_long_entry,-0.1554635448,0.0,long,20.002,86.36500000000001,-39.03,85.04,135.55502820556103,0.5698324053915581,984.2857832456003,143.1884615789337,1035.7151132456002,1581285551014.0,0.9842857832456003,4.395262638888889,0.159802333348283,0.996402834048157
90634,-20.002,87.88,sel,long_close,-0.3163996368,30.303029999999726,long,0.0,86.36500000000001,-39.03,85.04,111.67463432596325,0.27061820828266303,954.4662436088001,401.28104360880013,1065.7017436088,1581292647537.0,0.9544662436088002,4.477398321759259,0.159802333348283,0.9896454806481029
90654,10.001,87.88,buy,stop_loss_long_entry,-0.1581998184,0.0,long,10.001,87.88,-39.03,85.04,119.5561377194961,0.36060245498459204,954.9886337904002,255.32212045706683,1065.5435437904,1581292692907.0,0.9549886337904002,4.4779234375,0.159802333348283,0.9897676218226041
90658,10.001,87.8,buy,stop_loss_long_entry,-0.158055804,0.0,long,20.002,87.84,-39.03,85.04,135.5636662760538,0.5462948132320496,959.3362479864,113.3217679864,1065.3854879864,1581292705839.0,0.9593362479864,4.478073113425926,0.159802333348283,0.990772412678293
90659,10.001,87.67,buy,stop_loss_shrt_close,-0.1578217806,-26.302629999999954,shrt,20.002,87.84,-29.029,85.04,187.80609207946287,1.1434157963873872,959.6297762058002,255.3628028724669,1038.9250362058,1581292705839.0,0.9596297762058003,4.478073113425926,0.159802333348283,0.9908401004369805
92819,29.029,83.54,buy,shrt_close,-0.4365148788,43.5435,shrt,20.002,87.84,0.0,85.04,33.94749351387798,0.5935892073042263,995.8234013270002,702.9941213270001,1082.0320213270002,1581314322135.0,0.9958234013270002,4.728261724537037,0.159802333348283,0.9991152153943237
114228,-20.002,89.38,sel,long_close,-0.3218001768,30.803079999999838,long,0.0,87.84,0.0,85.04,0.0,1.0,1112.5133011502,1112.5133011502,1112.5133011502,1581463102707.0,1.1125133011502,6.450259085648148,0.159802333348283,1.0166672042942693
114993,-73.994,90.21,sel,initial_shrt_entry,-1.2014997732,0.0,shrt,0.0,87.84,-73.994,90.21,104.60133677725253,0.15940297913159532,1110.5718613769995,0.0,1111.311801377,1581466042468.0,1.1105718613769995,6.484284097222222,0.159802333348283,1.016305234793106
114999,18.96,90.17,buy,stop_loss_shrt_close,-0.307732176,0.7583999999998492,shrt,0.0,87.84,-55.034,90.21,109.7528578068421,0.21771727290405088,1116.1651892009995,288.7289992009996,1111.7624692009997,1581466049608.0,1.1161651892009996,6.484366736111111,0.159802333348283,1.0170927183312595
115007,14.102,90.2,buy,stop_loss_long_entry,-0.22896007200000004,0.0,long,14.102,90.2,-55.034,90.21,116.19154058027104,0.2885831272071757,1113.3118091289991,73.87555246233251,1111.5335091289996,1581466071294.0,1.113311809128999,6.484617731481482,0.159802333348283,1.0166906514272263
115008,14.102,90.17,buy,stop_loss_shrt_close,-0.22888392120000003,0.5640799999998878,shrt,14.102,90.2,-40.932,90.21,130.05587237885987,0.44298094284766315,1114.1561252077993,286.7434385411326,1111.8687052077996,1581466071885.0,1.1141561252077994,6.48462457175926,0.159802333348283,1.016809498399157
115981,-14.102,91.79,sel,long_close,-0.23299606440000004,22.422180000000047,long,0.0,90.2,-40.932,90.21,117.2126240199621,0.2765478547153356,1068.1573691433998,452.7447491433999,1134.0578891433997,1581468423267.0,1.0681573691433999,6.511839641203704,0.159802333348283,1.0101768505143385
116042,10.488,92.04,buy,stop_loss_long_entry,-0.17375679360000001,0.0,long,10.488,92.04,-40.932,90.21,125.55212816217335,0.3652906498713936,1061.4140923497996,285.1155523497996,1133.8841323497998,1581468428855.0,1.0614140923497997,6.51190431712963,0.159802333348283,1.0091948011096372
116061,10.488,91.96,buy,stop_loss_long_entry,-0.1736057664,0.0,long,20.976,92.0,-40.932,90.21,142.48686045505562,0.549949531763903,1061.8391665833992,124.79454658339932,1133.7105265833998,1581468431301.0,1.0618391665833993,6.511932627314815,0.159802333348283,1.0092568151872152
116062,10.488,91.93,buy,stop_loss_shrt_close,-0.1735491312,-18.039360000000137,shrt,20.976,92.0,-30.444,90.21,197.62235002354615,1.1506404399123533,1062.0443374521994,282.68679745219947,1115.4976174521996,1581468431301.0,1.0620443374521995,6.511932627314815,0.159802333348283,1.0092867594232433
