trade_id,timestamp,pnl,fee_paid,balance,equity,pbr,qty,price,psize,pprice,type
376642,1608323921609,0.0,-0.003878928,99.996121072,99.994071072,0.21550435925893252,0.205,105.12,0.205,105.12,long_ientry
378087,1608324336035,0.1455499999999987,-0.003905127,100.137765945,100.137765945,0.0,-0.205,105.83,0.0,0.0,long_nclose
380977,1608325238598,0.0,-0.006315728400000001,100.1314502166,100.1281902166,0.35041318111443015,-0.326,107.63,-0.326,107.63,shrt_ientry
398204,1608329141010,0.0815,-0.0063010584,100.20664915820001,100.20664915820001,0.0,0.326,107.38,0.0,0.0,shrt_nclose
414015,1608336079802,0.0,-0.0063156258,100.20033353240001,100.1971435324,0.35016659888317236,-0.319,109.99,-0.319,109.99,shrt_ientry
414143,1608336093323,0.0829399999999971,-0.0063006966,100.27697283580001,100.27697283580001,0.0,0.319,109.73,0.0,0.0,shrt_nclose
457693,1608359001031,0.0,-0.0038871792000000002,100.2730856566,100.2710456566,0.21536626561943825,0.204,105.86,0.204,105.86,long_ientry
461854,1608360486189,0.14483999999999872,-0.0039132504,100.4140124062,100.4140124062,0.0,-0.204,106.57,0.0,0.0,long_nclose
482186,1608372718085,0.0,-0.006325050600000001,100.4076873556,100.4044573556,0.34996493720199395,-0.323,108.79,-0.323,108.79,shrt_ientry
482527,1608372749248,0.08075,-0.006310515600000001,100.48212683999999,100.48212683999999,0.0,0.323,108.54,0.0,0.0,shrt_nclose
483330,1608372947520,0.0,-0.006337841400000001,100.4757889986,100.4725589986,0.3504349689703916,-0.323,109.01,-0.323,109.01,shrt_ientry
483661,1608373007999,0.08075,-0.006323306400000001,100.55021569219998,100.55021569219998,0.0,0.323,108.76,0.0,0.0,shrt_nclose
497606,1608381056315,0.0,-0.006331968000000001,100.54388372419999,100.5406837242,0.34987309716914267,-0.32,109.93,-0.32,109.93,shrt_ientry
597601,1608393349049,0.0,-0.0176317416,100.52625198259999,98.19789198259998,1.3243477934802907,-0.836,117.17,-1.156,115.16584775086505,shrt_rentry
804061,1608424037461,0.0,-0.0038833542000000004,100.52236862839999,100.29605862839999,0.21462078833173032,0.187,115.37,0.187,115.37,long_ientry
804754,1608424052775,0.1458600000000002,-0.0039096090000000005,100.66431901939998,99.51507901939999,0.0,-0.187,116.15,0.0,0.0,long_nclose
942222,1608457628507,0.0,-0.0039054420000000003,100.66041357739998,98.95443357739998,0.21554550819838209,0.186,116.65,0.186,116.65,long_ientry
946649,1608458410006,0.14693999999999852,-0.0039318912,100.80342168619998,98.16294168619999,0.0,-0.186,117.44,0.0,0.0,long_nclose
978847,1608468396157,0.0,-0.0039048966000000004,100.79951678959998,99.83336678959998,0.21521799598783664,0.187,116.01,0.187,116.01,long_ientry
981072,1608468658290,0.1458600000000002,-0.0039311514,100.94144563819998,99.05236563819999,0.0,-0.187,116.79,0.0,0.0,long_nclose
986912,1608470100402,0.0,-0.003911227200000001,100.93753441099997,100.46845441099998,0.21527214952094187,0.188,115.58,0.188,115.58,long_ientry
987879,1608470127860,0.3073199999999968,-0.023908392,101.22094601899997,101.09122601899996,0.0,1.156,114.9,0.0,0.0,shrt_nclose
1020485,1608478291668,0.14664000000000021,-0.0039376224,101.36364839659997,101.36364839659997,0.0,-0.188,116.36,0.0,0.0,long_nclose
1028915,1608479819333,0.0,-0.0063846666,101.35726372999997,101.35427372999997,0.3499539026081797,-0.299,118.63,-0.299,118.63,shrt_ientry
1031844,1608480089567,0.08372000000000034,-0.006369596999999999,101.43461413299997,101.43461413299997,0.0,0.299,118.35,0.0,0.0,shrt_nclose
1053089,1608487589513,0.0,-0.003918763800000001,101.43069536919997,101.42880536919996,0.2146382800665573,0.189,115.19,0.189,115.19,long_ientry
1057672,1608489499646,0.14742000000000022,-0.0039452994,101.57417006979996,101.57417006979996,0.0,-0.189,115.97,0.0,0.0,long_nclose
1071616,1608495885508,0.0,-0.00639954,101.56777052979996,101.56477052979996,0.35004214244880716,-0.3,118.51,-0.3,118.51,shrt_ientry
1071800,1608495919434,0.08400000000000034,-0.006384420000000001,101.64538610979996,101.64538610979996,0.0,0.3,118.23,0.0,0.0,shrt_nclose
1074197,1608496627338,0.0,-0.00641304,101.63897306979996,101.63597306979996,0.3505348285596381,-0.3,118.76,-0.3,118.76,shrt_ientry
1075126,1608496819100,0.08400000000000034,-0.00639792,101.71657514979997,101.71657514979997,0.0,0.3,118.48,0.0,0.0,shrt_nclose
1084602,1608498899114,0.0,-0.0039330522,101.71264209759997,101.71075209759996,0.2148237382235456,0.189,115.61,0.189,115.61,long_ientry
1105495,1608501795891,0.0,-0.0096746976,101.70296739999996,100.66236739999997,0.7433274754183822,0.488,110.14,0.677,111.66707533234859,long_rentry
1107977,1608501954319,0.5097300000000069,-0.013699501200000004,102.19899789879997,102.19899789879997,0.0,-0.677,112.42,0.0,0.0,long_nclose
1133913,1608508962055,0.0,-0.0039553884,102.19504251039997,102.19310251039997,0.21502393325746458,0.194,113.27,0.194,113.27,long_ientry
1134460,1608509010546,0.147440000000001,-0.0039819276,102.33850058279998,102.33850058279998,0.0,-0.194,114.03,0.0,0.0,long_nclose
1163199,1608518152745,0.0,-0.0039614022,102.33453918059998,102.33260918059997,0.21505730300070688,0.193,114.03,0.193,114.03,long_ientry
1165241,1608518466472,0.14860999999999924,-0.003988152000000001,102.47916102859998,102.47916102859998,0.0,-0.193,114.8,0.0,0.0,long_nclose
1181714,1608524193491,0.0,-0.006454593,102.47270643559997,102.46965643559997,0.34993561941818974,-0.305,117.57,-0.305,117.57,shrt_ientry
1189120,1608525045173,0.08234999999999879,-0.00643977,102.54861666559998,102.54861666559998,0.0,0.305,117.3,0.0,0.0,shrt_nclose
1206777,1608531567034,0.0,-0.003971980800000001,102.54464468479998,102.54272468479998,0.21518978458434204,0.192,114.93,0.192,114.93,long_ientry
1207915,1608531884584,0.1497599999999975,-0.0039989376,102.69040574719997,102.69040574719997,0.0,-0.192,115.71,0.0,0.0,long_nclose
1226969,1608539500746,0.0,-0.003972519,102.68643322819997,102.68450322819997,0.21492177015200106,0.193,114.35,0.193,114.35,long_ientry
1228344,1608539723981,0.148610000000002,-0.0039992688000000005,102.83104395939998,102.83104395939998,0.0,-0.193,115.12,0.0,0.0,long_nclose
1230589,1608540496068,0.0,-0.0039766896000000005,102.82706726979998,102.82512726979998,0.21485315672801036,0.194,113.88,0.194,113.88,long_ientry
1268812,1608544605454,0.0,-0.0097836282,102.81728364159999,101.76467364159998,0.7435151687772247,0.501,108.49,0.695,109.99454676258993,long_rentry
1489056,1608562628476,0.0,-0.006489086400000001,102.81079455519999,102.75570455519998,0.350648783096839,-0.328,109.91,-0.328,109.91,shrt_ientry
1489854,1608562690409,0.08527999999999702,-0.006473736000000001,102.88960081919998,102.64319081919999,0.0,0.328,109.65,0.0,0.0,shrt_nclose
1490694,1608562767674,0.0,-0.006486372000000001,102.88311444719999,103.02958444719998,0.35025572654581244,-0.327,110.2,-0.327,110.2,shrt_ientry
1490951,1608562785972,0.08502000000000168,-0.006471068400000001,102.96166337879998,102.91680337879998,0.0,0.327,109.94,0.0,0.0,shrt_nclose
1518157,1608567822452,0.0,-0.006498210600000001,102.95516516819998,102.77496516819998,0.35064943017691996,-0.329,109.73,-0.329,109.73,shrt_ientry
1518312,1608567837019,0.08554000000000168,-0.006482813400000001,103.03422235479998,102.66271235479996,0.0,0.329,109.47,0.0,0.0,shrt_nclose
1518379,1608567847426,0.0,-0.006498210600000001,103.02772414419998,102.85118414419998,0.35040247952553016,-0.329,109.73,-0.329,109.73,shrt_ientry
1519110,1608567925544,0.08554000000000168,-0.006482813400000001,103.10678133079998,102.73527133079996,0.0,0.329,109.47,0.0,0.0,shrt_nclose
1790189,1608635707029,0.0,-0.006499504800000001,103.10028182599997,100.03570182599996,0.35022561879063796,-0.342,105.58,-0.342,105.58,shrt_ientry
1791224,1608635750853,0.0855,-0.0064841148,103.17929771119996,99.93048771119996,0.0,0.342,105.33,0.0,0.0,shrt_nclose
1799793,1608637866478,0.0,-0.0065130480000000004,103.17278466319996,100.26110466319996,0.3507087660580135,-0.342,105.8,-0.342,105.8,shrt_ientry
1842129,1608645264709,0.5180899999999923,-0.013853574,103.67702108919995,101.98412108919996,0.0,-0.695,110.74,0.0,0.0,long_nclose
1875794,1608651515296,0.0,-0.0181208016,103.65890028759995,101.23204028759993,1.3202409018453676,-0.892,112.86,-1.234,110.90333873581847,shrt_rentry
1899375,1608654241276,0.3249599999999857,-0.024575356800000003,103.95928493079994,103.95928493079994,0.0,1.234,110.64,0.0,0.0,shrt_nclose
1931856,1608663750524,0.0,-0.006544580400000001,103.95274035039994,103.94948035039994,0.34976259286136385,-0.326,111.53,-0.326,111.53,shrt_ientry
1932714,1608663901111,0.08476000000000167,-0.0065293236,104.03097102679993,104.03097102679993,0.0,0.326,111.27,0.0,0.0,shrt_nclose
1972491,1608677879394,0.0,-0.006553440000000001,104.02441758679993,104.02113758679992,0.3499947497386417,-0.328,111.0,-0.328,111.0,shrt_ientry
2069699,1608699301039,0.08528000000000169,-0.0065380896,104.10315949719993,104.10315949719993,0.0,0.328,110.74,0.0,0.0,shrt_nclose
2084279,1608701831573,0.0,-0.004024314,104.09913518319992,104.09708518319992,0.21476931542855066,0.205,109.06,0.205,109.06,long_ientry
2090366,1608702510453,0.15169999999999895,-0.00405162,104.24678356319993,104.24678356319993,0.0,-0.205,109.8,0.0,0.0,long_nclose
2106006,1608707162992,0.0,-0.0040387536,104.24274480959993,104.24068480959993,0.21524298924574828,0.206,108.92,0.206,108.92,long_ientry
2111119,1608708132233,0.15243999999999894,-0.0040661928,104.39111861679993,104.39111861679993,0.0,-0.206,109.66,0.0,0.0,long_nclose
2129546,1608713003728,0.0,-0.0040432032000000005,104.38707541359993,104.38501541359993,0.21518219483590914,0.206,109.04,0.206,109.04,long_ientry
2130384,1608713135869,0.15243999999999894,-0.0040706424,104.53544477119993,104.53544477119993,0.0,-0.206,109.78,0.0,0.0,long_nclose
2137528,1608715435584,0.0,-0.0040531428,104.53139162839993,104.52932162839993,0.21541337629989302,0.207,108.78,0.207,108.78,long_ientry
2137839,1608715466412,0.15111000000000083,-0.0040803426,104.67842128579993,104.67842128579993,0.0,-0.207,109.51,0.0,0.0,long_nclose
2139047,1608715765048,0.0,-0.0040460634,104.67437522239993,104.67230522239993,0.21474338826710057,0.207,108.59,0.207,108.59,long_ientry
2140540,1608716042779,0.15110999999999788,-0.0040732632,104.82141195919993,104.82141195919993,0.0,-0.207,109.32,0.0,0.0,long_nclose
2151029,1608718477308,0.0,-0.006604806600000001,104.81480715259994,104.81151715259993,0.35007811393077415,-0.329,111.53,-0.329,111.53,shrt_ientry
2152144,1608718528981,0.08554000000000168,-0.0065894094,104.89375774319994,104.89375774319994,0.0,0.329,111.27,0.0,0.0,shrt_nclose
2152260,1608718541702,0.0,-0.0066083598000000006,104.88714938339994,104.88385938339995,0.3500248621096612,-0.329,111.59,-0.329,111.59,shrt_ientry
2152609,1608718588181,0.08554000000000168,-0.0065929626,104.96609642079994,104.96609642079994,0.0,0.329,111.33,0.0,0.0,shrt_nclose
2158803,1608720155730,0.0,-0.0040617126,104.96203470819994,104.95996470819993,0.2149831609374961,0.207,109.01,0.207,109.01,long_ientry
2184911,1608721669924,0.0,-0.009982062,104.95205264619993,103.87652264619993,0.7433963227285669,0.534,103.85,0.741,105.29145748987854,long_rentry
2243581,1608726093235,0.5250300000000027,-0.01413828,105.46294436619993,105.46294436619993,0.0,-0.741,106.0,0.0,0.0,long_nclose
2259085,1608727049342,0.0,-0.006647986800000001,105.45629637939993,105.45291637939992,0.3502233746871337,-0.338,109.27,-0.338,109.27,shrt_ientry
2329760,1608731490765,0.0845,-0.0066327768,105.53416360259993,105.53416360259993,0.0,0.338,109.02,0.0,0.0,shrt_nclose
2334007,1608731802316,0.0,-0.004079376,105.53008422659993,105.52798422659993,0.21475582215339037,0.21,107.92,0.21,107.92,long_ientry
2340646,1608732199763,0.15330000000000082,-0.004106970000000001,105.67927725659993,105.67927725659993,0.0,-0.21,108.65,0.0,0.0,long_nclose
2346271,1608732422409,0.0,-0.0040903704,105.67518688619994,105.67306688619993,0.2150389383694343,0.212,107.19,0.212,107.19,long_ientry
2351950,1608732717324,0.15263999999999975,-0.0041178456,105.82370904059994,105.82370904059994,0.0,-0.212,107.91,0.0,0.0,long_nclose
2387690,1608738544038,0.0,-0.004100673599999999,105.81960836699993,105.81748836699992,0.21528637604658213,0.212,107.46,0.212,107.46,long_ientry
2487818,1608758175245,0.0,-0.010078365600000002,105.80953000139993,104.72074000139993,0.7444739618346077,0.547,102.36,0.759,103.78450592885375,long_rentry
2540290,1608763571103,0.5354700000000021,-0.0142754238,106.33072457759994,106.33072457759994,0.0,-0.759,104.49,0.0,0.0,long_nclose
2548429,1608763932886,0.0,-0.006711688800000001,106.32401288879994,106.32052288879994,0.3506936860913739,-0.349,106.84,-0.349,106.84,shrt_ientry
2548541,1608763940608,0.08725,-0.006695983799999999,106.40456690499994,106.40456690499994,0.0,0.349,106.59,0.0,0.0,shrt_nclose
2578644,1608767684035,0.0,-0.0041190912,106.40044781379994,106.39820781379994,0.21507277901730792,0.224,102.16,0.224,102.16,long_ientry
2625368,1608772098120,0.1545599999999995,-0.004146912,106.55086090179995,106.55086090179995,0.0,-0.224,102.85,0.0,0.0,long_nclose
2653283,1608777757536,0.0,-0.004118279400000001,106.54674262239995,106.54447262239995,0.2147351428760615,0.227,100.79,0.227,100.79,long_ientry
2660922,1608778887941,0.15435999999999833,-0.004146064200000001,106.69695655819994,106.69695655819994,0.0,-0.227,101.47,0.0,0.0,long_nclose
